UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,11,2020,36,4375534,2197280,2178254,1652946,1597826,292335,313455,31224,28909,164152,177809,7244,6476,49379,53779,1695759,1644372,310562,334676,48032,46981,184391,199718,12711,12074,1726208,1746998,1237712,1220144,270522,290686,16219,16362,159462,173411,5132,4830,37161,41565,1269705,1255983,283423,306278,27304,28884,176655,192111,9442,9297,471072,431256,415234,377682,21813,22769,15005,12547,4690,4398,2112,1646,12218,12214,426054,388389,27139,28398,20728,18097,7736,7607,3269,2777
R,11,2020,37,4331114,2170500,2160614,1637445,1586166,286190,309787,31060,28832,160563,176453,7193,6595,48049,52781,1678991,1631762,303878,330289,47615,47043,180284,197774,12426,12187,1704938,1731068,1226734,1210210,264785,286933,15950,16160,155994,172136,5188,4932,36287,40697,1257868,1245152,277285,302008,27015,28802,172728,190329,9317,9388,465562,429546,410711,375956,21405,22854,15110,12672,4569,4317,2005,1663,11762,12084,421123,386610,26593,28281,20600,18241,7556,7445,3109,2799
R,11,2020,38,4382711,2192322,2190389,1657744,1610365,288093,314432,31188,28929,160105,177409,7229,6745,47963,52509,1699231,1655657,305642,334999,48020,47257,179558,198365,12551,12282,1718718,1750520,1239608,1224976,266446,291050,16027,16121,155430,172831,5146,5002,36061,40540,1270545,1259729,278774,306182,27257,28920,171869,190686,9369,9439,473604,439869,418136,385389,21647,23382,15161,12808,4675,4578,2083,1743,11902,11969,428686,395928,26868,28817,20763,18337,7689,7679,3182,2843
R,11,2020,39,4296840,2143453,2153387,1627470,1588304,281138,308862,29771,28204,151736,170989,7010,6228,46328,50800,1667370,1632124,297904,328852,46415,46096,170385,191012,12137,11639,1686990,1723000,1224323,1210980,260382,286265,15167,15696,147271,166505,4998,4550,34849,39004,1254105,1244441,272188,300871,26316,28096,163023,183552,9040,8860,456463,430387,403147,377324,20756,22597,14604,12508,4465,4484,2012,1678,11479,11796,413265,387683,25716,27981,20099,18000,7362,7460,3097,2779
R,11,2020,40,4383160,2191902,2191258,1663368,1613079,292791,321259,30852,28719,150990,170740,7209,6418,46692,51043,1703580,1657056,309818,341342,47764,46968,169724,190666,12494,11903,1716223,1750614,1242992,1226348,271381,298124,15676,16020,146302,166222,5056,4753,34816,39147,1272710,1259803,283239,312737,26942,28755,162014,183185,9245,9189,475679,440644,420376,386731,21410,23135,15176,12699,4688,4518,2153,1665,11876,11896,430870,397253,26579,28605,20822,18213,7710,7481,3249,2714
R,11,2020,41,4205032,2099999,2105033,1595881,1549701,279169,308848,29143,27243,145701,165240,6424,6053,43681,47948,1633599,1590885,294893,327692,45229,44507,163011,184026,11312,11084,1652138,1685654,1200210,1181719,258782,286739,14861,15147,141413,161012,4498,4513,32374,36524,1227917,1212853,269631,300204,25497,27186,155925,176925,8334,8552,447861,419379,395671,367982,20387,22109,14282,12096,4288,4228,1926,1540,11307,11424,405682,378032,25262,27488,19732,17321,7086,7101,2978,2532
R,11,2020,42,4014526,1996818,2017708,1521895,1488428,262241,293349,27306,26207,138398,158931,6041,5592,40937,45201,1557039,1527256,276993,310747,42565,42862,154617,176603,10440,10302,1570558,1612123,1144375,1132491,243168,272192,14048,14392,134295,154697,4305,4102,30367,34249,1170138,1161665,253370,284589,24216,25901,147894,169671,7779,7872,426260,405585,377520,355937,19073,21157,13258,11815,4103,4234,1736,1490,10570,10952,386901,365591,23623,26158,18349,16961,6723,6932,2661,2430
R,11,2020,43,4014220,1992463,2021757,1524696,1496595,258597,291228,27648,26409,135883,157607,5935,5651,39704,44267,1558787,1534370,272693,308230,42728,43003,151571,174928,10302,10337,1566310,1612467,1146399,1135915,240308,270465,14343,14819,131695,153437,4213,4161,29352,33670,1171290,1164397,249890,282586,24447,26436,144822,168122,7645,7908,426153,409290,378297,360680,18289,20763,13305,11590,4188,4170,1722,1490,10352,10597,387497,369973,22803,25644,18281,16567,6749,6806,2657,2429
R,11,2020,44,3859799,1912806,1946993,1460089,1441239,246133,277189,26541,25096,136537,156570,5597,5287,37909,41612,1492709,1476649,259100,292888,40966,40851,151717,173035,9910,9725,1500466,1546576,1093678,1087489,228426,257334,13742,13924,132558,152461,4003,3874,28059,31494,1117533,1113999,237135,268416,23403,24923,145362,166364,7406,7447,412340,400417,366411,353750,17707,19855,12799,11172,3979,4109,1594,1413,9850,10118,375176,362650,21965,24472,17563,15928,6355,6671,2504,2278
R,11,2020,45,3910834,1941607,1969227,1484580,1458750,249176,281004,26385,25342,140085,159028,5506,5168,35875,39935,1515272,1492764,261568,295772,40308,40597,154377,174928,9420,9352,1528909,1569431,1116398,1104527,232080,261503,13566,14157,136133,155008,3974,3809,26758,30427,1139007,1130219,240502,271903,23077,24888,148224,168533,7096,7160,412698,399796,368182,354223,17096,19501,12819,11185,3952,4020,1532,1359,9117,9508,376265,362545,21066,23869,17231,15709,6153,6395,2324,2192
R,11,2020,46,3891403,1929385,1962018,1478965,1458857,245583,278038,26115,24865,139033,156928,5383,5007,34306,38323,1508155,1491314,257158,292119,39715,39843,152698,172071,9278,8995,1526535,1568611,1118265,1108739,229496,259694,13499,13955,135324,153082,3940,3709,26011,29432,1140185,1133372,237590,269756,22864,24625,147062,166109,7083,6930,402850,393407,360700,350118,16087,18344,12616,10910,3709,3846,1443,1298,8295,8891,367970,357942,19568,22363,16851,15218,5636,5962,2195,2065
R,11,2020,47,3830413,1889547,1940866,1448121,1441938,241697,276827,24990,24574,136426,155499,5054,4947,33259,37081,1476358,1473184,252681,290273,38217,39192,149863,170291,8795,8861,1507261,1561528,1105473,1104123,226552,259176,13125,13970,132990,151807,3719,3681,25402,28771,1126788,1128094,234167,268869,22430,24625,144575,164571,6774,6843,382286,379338,342648,337815,15145,17651,11865,10604,3436,3692,1335,1266,7857,8310,349570,345090,18514,21404,15787,14567,5288,5720,2021,2018
R,11,2020,48,3980098,1963755,2016343,1510351,1505165,252221,287540,25704,24842,137204,156750,5091,4890,33184,37156,1538402,1536493,262866,300737,39437,39953,150440,171379,8825,8827,1581313,1636130,1167278,1166144,237294,270025,13689,14275,133669,153076,3798,3636,25585,28974,1188654,1190269,244791,279602,23549,25344,145141,165781,6809,6882,382442,380213,343073,339021,14927,17515,12015,10567,3535,3674,1293,1254,7599,8182,349748,346224,18075,21135,15888,14609,5299,5598,2016,1945
R,11,2020,49,4176689,2060740,2115949,1606050,1600752,258652,296730,25549,25417,131881,150649,5089,4842,33519,37559,1634375,1632445,269308,309898,39710,41160,145046,165023,8924,8923,1686183,1742575,1269955,1267898,243980,279641,14124,14863,128318,147090,3759,3643,26047,29440,1291734,1292484,251524,289176,24452,26633,139740,159544,6912,6994,374557,373374,336095,332854,14672,17089,11425,10554,3563,3559,1330,1199,7472,8119,342641,339961,17784,20722,15258,14527,5306,5479,2012,1929
R,11,2020,50,4325395,2137025,2188370,1672225,1665158,266843,302696,26318,25535,132767,152170,5056,5087,33816,37724,1700812,1696762,277606,315814,40904,41687,145649,166571,9010,9337,1760117,1818843,1334085,1335805,251968,285671,14634,15185,129253,148548,3775,3843,26402,29791,1356149,1360506,259691,295344,25388,27389,140380,160953,7030,7360,376908,369527,338140,329353,14875,17025,11684,10350,3514,3622,1281,1244,7414,7933,344663,336256,17915,20470,15516,14298,5269,5618,1980,1977
R,11,2020,51,4163779,2057992,2105787,1619091,1612195,251369,285194,24940,24434,125932,144402,5002,4924,31658,34638,1645926,1641237,261064,296821,38912,39769,137992,157497,8726,8816,1697582,1752569,1295576,1296720,237276,269273,13962,14630,122588,140925,3785,3771,24395,27250,1316020,1319357,243954,277697,24199,26232,132985,152199,6834,6980,360410,353218,323515,315475,14093,15921,10978,9804,3344,3477,1217,1153,7263,7388,329906,321880,17110,19124,14713,13537,5007,5298,1892,1836
R,11,2020,52,3988003,1966790,2021213,1545177,1545632,242928,276028,24209,23428,120687,139161,4453,4638,29336,32326,1569858,1572540,251784,286794,37490,38023,131771,151188,7911,8417,1626705,1687256,1240058,1247355,229348,260719,13579,14226,117688,135984,3324,3507,22708,25465,1258934,1268285,235461,268495,23448,25368,127267,146441,6173,6654,340085,333957,305119,298277,13580,15309,10630,9202,2999,3177,1129,1131,6628,6861,310924,304255,16323,18299,14042,12655,4504,4747,1738,1763
R,11,2020,53,3971147,1952783,2018364,1544583,1554020,241613,277057,23256,23372,110707,128138,4565,4520,28059,31257,1568188,1580019,249926,287623,36304,37851,121133,139322,7843,8204,1625448,1693946,1250479,1264076,228568,262095,13385,14570,107789,125161,3436,3454,21791,24590,1268574,1284290,234285,269694,23145,25685,116806,134768,6195,6538,327335,324418,294104,289944,13045,14962,9871,8802,2918,2977,1129,1066,6268,6667,299614,295729,15641,17929,13159,12166,4327,4554,1648,1666
R,11,2020,54,3989158,1957358,2031800,1548621,1567623,245063,281174,23118,23303,108611,124541,4505,4577,27440,30582,1571419,1592969,253324,291389,36169,37811,118584,135374,7882,8180,1638319,1715349,1261923,1284746,232216,266730,13520,14762,105795,121562,3430,3532,21435,24017,1279467,1304417,237897,274056,23489,25904,114373,130862,6278,6532,319039,316451,286698,282877,12847,14444,9598,8541,2816,2979,1075,1045,6005,6565,291952,288552,15427,17333,12680,11907,4211,4512,1604,1648
R,11,2020,55,4180120,2050358,2129762,1626476,1647814,256233,293923,24219,24369,110842,127587,4624,4604,27964,31465,1649813,1673870,264397,304164,37806,39518,120883,138661,8023,8347,1729235,1812318,1338084,1364307,243187,279189,14515,15705,108008,124568,3584,3606,21857,24943,1356070,1384689,248840,286598,24849,27544,116691,134116,6428,6746,321123,317444,288392,283507,13046,14734,9704,8664,2834,3019,1040,998,6107,6522,293743,289181,15557,17566,12957,11974,4192,4545,1595,1601
R,11,2020,56,4345261,2121740,2223521,1694733,1733895,259288,299665,24312,24916,110776,128787,4479,4644,28152,31614,1718149,1760013,267229,309615,38390,40798,120805,139703,7931,8359,1812476,1910826,1416859,1454238,246797,285261,14943,16387,108065,125956,3495,3661,22317,25323,1435196,1474896,252356,292475,25899,29072,116768,135421,6385,6809,309264,312695,277874,279657,12491,14404,9369,8529,2711,2831,984,983,5835,6291,282953,285117,14873,17140,12491,11726,4037,4282,1546,1550
R,11,2020,57,4317904,2099876,2218028,1681719,1736277,251566,291870,23713,24264,110977,129731,4211,4531,27690,31355,1704798,1762134,259229,301622,37786,40065,120757,140441,7520,8285,1807637,1918583,1419377,1468797,239576,278155,14919,16013,108372,126929,3278,3578,22115,25111,1437618,1489232,244967,285243,25984,28659,116909,136170,6081,6733,292239,299445,262342,267480,11990,13715,8794,8251,2605,2802,933,953,5575,6244,267180,272902,14262,16379,11802,11406,3848,4271,1439,1552
R,11,2020,58,4306572,2090243,2216329,1682617,1745728,247576,288963,23020,24078,105602,122254,4290,4489,27138,30817,1705307,1771018,254883,298589,36716,39999,115251,132651,7650,8136,1810292,1928708,1430880,1488575,236315,276163,14602,16036,103130,119568,3406,3576,21959,24790,1449053,1508691,241468,283147,25569,28851,111593,128558,6287,6611,279951,287621,251737,257153,11261,12800,8418,8042,2472,2686,884,913,5179,6027,256254,262327,13415,15442,11147,11148,3658,4093,1363,1525
R,11,2020,59,4302696,2081678,2221018,1690715,1762734,241447,285136,22434,23964,96223,114843,4063,4176,26796,30165,1713052,1787465,248565,294458,36299,39889,105704,124850,7302,7766,1818285,1947967,1454025,1518519,230818,272903,14551,16481,93916,112292,3269,3343,21706,24429,1471910,1538320,235898,279733,25681,29444,102206,120956,6026,6352,263393,273051,236690,244215,10629,12233,7883,7483,2307,2551,794,833,5090,5736,241142,249145,12667,14725,10618,10445,3498,3894,1276,1414
R,11,2020,60,4375025,2114472,2260553,1710414,1787779,248537,292236,22579,24175,101924,122297,4162,4252,26856,29814,1732924,1812183,255623,301338,36547,39928,111277,132241,7343,7767,1850198,1985984,1472887,1541755,237976,280066,14581,16755,99553,119691,3344,3445,21857,24272,1491020,1561383,243052,286802,25853,29616,107800,128323,6018,6436,264274,274569,237527,246024,10561,12170,7998,7420,2371,2606,818,807,4999,5542,241904,250800,12571,14536,10694,10312,3477,3918,1325,1331
R,11,2020,61,4268419,2059406,2209013,1674407,1755383,238253,282877,21476,22867,95839,115439,3916,3932,25515,28515,1695719,1778841,244784,291481,34860,38284,104899,124692,6935,7194,1816509,1954281,1456056,1527468,228458,271353,14210,15898,93677,113049,3176,3208,20932,23305,1473414,1546411,233155,277737,25113,28574,101659,121116,5731,5976,242897,254732,218351,227915,9795,11524,7266,6969,2162,2390,740,724,4583,5210,222305,232430,11629,13744,9747,9710,3240,3576,1204,1218
R,11,2020,62,4137856,1985196,2152660,1618489,1715746,225395,270029,19647,21767,94036,114345,3623,3784,24006,26989,1638445,1737831,231645,278114,32551,36533,102281,123100,6369,6801,1763706,1914455,1419806,1502411,216064,259205,13170,15354,92031,112166,2938,3104,19697,22215,1436030,1520416,220551,265239,23768,27595,99306,119789,5266,5699,221490,238205,198683,213335,9331,10824,6477,6413,2005,2179,685,680,4309,4774,202415,217415,11094,12875,8783,8938,2975,3311,1103,1102
R,11,2020,63,4126776,1971641,2155135,1612645,1724580,219986,267198,19674,21376,92250,111954,3457,3639,23629,26388,1632274,1746242,226150,275064,32512,36265,100247,120095,6201,6613,1757369,1922337,1420185,1515742,211232,256752,13174,15220,90385,109985,2842,2945,19551,21693,1436272,1533350,215745,262584,23786,27624,97520,117058,5191,5474,214272,232798,192460,208838,8754,10446,6500,6156,1865,1969,615,694,4078,4695,196002,212892,10405,12480,8726,8641,2727,3037,1010,1139
R,11,2020,64,3987382,1895557,2091825,1553542,1672638,208787,258940,18457,20571,89268,110633,3259,3452,22244,25591,1572102,1693676,214540,266533,30667,35114,96661,118517,5809,6318,1695040,1870605,1373590,1474495,200457,248917,12441,14703,87482,108540,2660,2887,18410,21063,1388817,1491618,204608,254523,22561,26860,94050,115395,4856,5331,200517,221220,179952,198143,8330,10023,6016,5868,1786,2093,599,565,3834,4528,183285,202058,9932,12010,8106,8254,2611,3122,953,987
R,11,2020,65,3890747,1843599,2047148,1515781,1642897,197885,247052,17677,19530,87875,110186,3089,3413,21292,24070,1533459,1662522,203337,254264,29453,33124,94933,117665,5549,6122,1651258,1832309,1342769,1449759,189946,237633,12056,14059,86173,108258,2574,2799,17740,19801,1357359,1465681,193897,242963,21908,25414,92476,114792,4700,5121,192341,214839,173012,193138,7939,9419,5621,5471,1702,1928,515,614,3552,4269,176100,196841,9440,11301,7545,7710,2457,2873,849,1001
R,11,2020,66,3783468,1783306,2000162,1473608,1612418,186624,237271,16436,18497,83926,105907,2875,3233,19837,22836,1490119,1631042,191669,243977,27594,31579,90419,112824,5095,5859,1605789,1798386,1313424,1430430,179336,228680,11491,13571,82437,104096,2394,2666,16707,18943,1327208,1445662,183069,233676,20974,24599,88226,110187,4334,4942,177517,201776,160184,181988,7288,8591,4945,4926,1489,1811,481,567,3130,3893,162911,185380,8600,10301,6620,6980,2193,2637,761,917
R,11,2020,67,3580442,1678047,1902395,1395744,1543667,168722,219280,15074,16946,77518,98342,2632,2902,18357,21258,1411083,1561059,173222,225421,25609,29255,83390,104816,4688,5335,1517647,1717034,1251119,1376279,162054,211368,10578,12478,76181,96762,2216,2423,15499,17724,1264003,1390593,165339,215971,19552,22894,81443,102473,4014,4555,160400,185361,144625,167388,6668,7912,4496,4468,1337,1580,416,479,2858,3534,147080,170466,7883,9450,6057,6361,1947,2343,674,780
R,11,2020,68,3475882,1624801,1851081,1357633,1506106,157886,209433,13905,16044,75945,97034,2573,2843,16859,19621,1371653,1522201,162078,215043,23572,27631,81327,102822,4526,5101,1475677,1676985,1222927,1348696,151792,202010,9874,11879,74642,95501,2192,2394,14250,16505,1234665,1362076,154889,206299,18140,21797,79464,100581,3893,4340,149124,174096,134706,157410,6094,7423,4031,4165,1303,1533,381,449,2609,3116,136988,160125,7189,8744,5432,5834,1863,2241,633,761
R,11,2020,69,3302914,1538102,1764812,1290862,1439577,148132,200113,12982,14997,68047,89220,2271,2570,15808,18335,1303966,1454633,152010,205418,22344,26039,72921,94364,4098,4634,1398006,1601586,1163805,1292071,142566,193091,9364,11105,66895,87774,1941,2167,13435,15378,1174853,1304518,145481,197130,17383,20582,71264,92281,3550,3959,140096,163226,127057,147506,5566,7022,3618,3892,1152,1446,330,403,2373,2957,129113,150115,6529,8288,4961,5457,1657,2083,548,675
R,11,2020,70,3191617,1481926,1709691,1235418,1387098,145255,194820,12665,14451,71020,93234,2310,2460,15258,17628,1248125,1401408,149054,200013,21657,24846,75701,98488,4065,4510,1347534,1549285,1113761,1241999,139749,187880,9210,10700,69899,91815,1946,2104,12969,14787,1124481,1253872,142586,191810,16932,19609,74085,96388,3511,3860,134392,160406,121657,145099,5506,6940,3455,3751,1121,1419,364,356,2289,2841,123644,147536,6468,8203,4725,5237,1616,2100,554,650
R,11,2020,71,3103770,1440180,1663590,1210031,1360319,133982,182888,11949,13511,67830,87814,2228,2447,14160,16611,1221814,1373891,137382,187700,20464,23508,72094,92476,3889,4349,1315651,1514968,1097036,1225468,129043,176572,8765,10169,66808,86592,1895,2079,12104,14088,1107044,1236859,131619,180274,16141,18866,70597,90688,3343,3750,124529,148622,112995,134851,4939,6316,3184,3342,1022,1222,333,368,2056,2523,114770,137032,5763,7426,4323,4642,1497,1788,546,599
R,11,2020,72,3011849,1393961,1617888,1179047,1333398,124852,172103,11064,12793,63721,81531,2020,2282,13257,15781,1190048,1346428,128115,176542,19044,22341,67674,85959,3533,4045,1278826,1478204,1074546,1206619,120234,166323,8236,9676,62770,80340,1723,1955,11317,13291,1083861,1217476,122719,169695,15146,17933,66281,84198,3062,3487,115135,139684,104501,126779,4618,5780,2828,3117,951,1191,297,327,1940,2490,106187,128952,5396,6847,3898,4408,1393,1761,471,558
R,11,2020,73,3114816,1440129,1674687,1238203,1407634,116695,161300,10916,12195,59071,75802,1911,2019,13333,15737,1249413,1420750,119859,165672,19237,21966,62772,80004,3420,3716,1330742,1540280,1138635,1285214,112581,155841,8145,9337,58211,74685,1639,1728,11531,13475,1148279,1296344,115016,159241,15475,17892,61490,78406,2984,3242,109387,134407,99568,122420,4114,5459,2771,2858,860,1117,272,291,1802,2262,101134,124406,4843,6431,3762,4074,1282,1598,436,474
R,11,2020,74,2514153,1154385,1359768,987206,1134765,93774,133117,8902,10246,51882,66782,1700,1747,10921,13111,996423,1145626,96332,136685,15501,18045,55024,70546,3007,3279,1059873,1240403,901152,1026168,90119,128092,6583,7794,51178,65778,1474,1499,9367,11072,909023,1035244,92048,130802,12365,14524,53967,69090,2615,2860,94512,119365,86054,108597,3655,5025,2319,2452,704,1004,226,248,1554,2039,87400,110382,4284,5883,3136,3521,1057,1456,392,419
R,11,2020,75,2205631,1004020,1201611,852880,996334,85457,123059,7769,9236,47020,59831,1502,1667,9392,11484,860727,1005839,87692,126196,13326,16043,49842,63135,2697,3026,917103,1090673,773567,895135,82183,118540,5726,6943,46330,58944,1292,1431,8005,9680,780193,903070,83852,120890,10546,12802,48833,61848,2347,2627,86917,110938,79313,101199,3274,4519,2043,2293,690,887,210,236,1387,1804,80534,102769,3840,5306,2780,3241,1009,1287,350,399
R,11,2020,76,2135773,964321,1171452,824006,977439,78848,116177,7210,8573,44055,56585,1308,1541,8894,11137,831488,986660,80910,119301,12547,15232,46655,59717,2421,2883,886516,1068757,752934,883607,75841,112157,5408,6475,43492,55736,1141,1324,7700,9458,759369,891368,77420,114544,10129,12278,45820,58481,2138,2526,77805,102695,71072,93832,3007,4020,1802,2098,563,849,167,217,1194,1679,72119,95292,3490,4757,2418,2954,835,1236,283,357
R,11,2020,77,2143788,961356,1182432,831667,1000919,73883,111428,6597,8164,39806,49979,1208,1311,8195,10631,838623,1009806,75703,114286,11664,14634,42049,52848,2245,2556,889952,1085532,766312,912372,71161,107577,5042,6202,39251,49251,1064,1129,7122,9001,772348,919846,72550,109714,9552,11839,41234,51753,1985,2239,71404,96900,65355,88547,2722,3851,1555,1962,555,728,144,182,1073,1630,66275,89960,3153,4572,2112,2795,815,1095,260,317
R,11,2020,78,1921790,854718,1067072,735741,898338,66472,101854,5969,7321,38055,48963,1021,1247,7460,9349,741996,906124,68203,104395,10571,13027,40150,51503,1890,2290,790458,978029,676936,816791,63980,98355,4595,5564,37590,48283,883,1050,6474,7986,682347,823395,65309,100287,8679,10572,39455,50527,1648,1980,64260,89043,58805,81547,2492,3499,1374,1757,465,680,138,197,986,1363,59649,82729,2894,4108,1892,2455,695,976,242,310
R,11,2020,79,1687689,741632,946057,637181,794736,57873,91613,5336,6460,33798,43731,931,1071,6513,8446,642662,801773,59342,93867,9295,11624,35696,46066,1711,2011,683802,866165,584227,721394,55662,88551,4102,4996,33375,43109,821,899,5615,7216,588934,727372,56765,90279,7607,9520,35050,45141,1510,1729,57830,79892,52954,73342,2211,3062,1234,1464,423,622,110,172,898,1230,53728,74401,2577,3588,1688,2104,646,925,201,282
R,11,2020,80,1550303,673093,877210,574821,733346,53672,86797,4826,6103,32855,42218,900,1048,6019,7698,579855,739762,55041,88897,8410,10690,34704,44373,1629,1964,618241,799853,524530,662383,51597,83743,3670,4687,32428,41641,791,866,5225,6533,528887,667776,52640,85334,6829,8670,34083,43544,1442,1673,54852,77357,50291,70963,2075,3054,1156,1416,427,577,109,182,794,1165,50968,71986,2401,3563,1581,2020,621,829,187,291
R,11,2020,81,1412856,609685,803171,522273,673587,47759,78346,4176,5404,29484,37706,722,997,5271,7131,526736,679511,48976,80241,7277,9656,31056,39738,1362,1863,560087,732538,476813,608747,45822,75550,3177,4140,29118,37179,616,845,4541,6077,480632,613787,46740,76963,5899,7855,30523,38958,1190,1594,49598,70633,45460,64840,1937,2796,999,1264,366,527,106,152,730,1054,46104,65724,2236,3278,1378,1801,533,780,172,269
R,11,2020,82,1320019,562565,757454,483805,638531,42624,71900,3822,5098,26807,34713,701,889,4806,6323,487865,643814,43712,73595,6699,8822,28255,36536,1252,1625,517540,691572,442436,578055,40950,69282,2939,3923,26463,34241,600,729,4152,5342,445923,582491,41768,70559,5477,7155,27753,35826,1088,1364,45025,65882,41369,60476,1674,2618,883,1175,344,472,101,160,654,981,41942,61323,1944,3036,1222,1667,502,710,164,261
R,11,2020,83,1187111,497998,689113,427754,579545,37906,66028,3294,4533,24174,32383,605,813,4265,5811,431401,584389,38894,67614,5815,7898,25468,34052,1083,1529,457284,628735,390248,524103,36408,63657,2518,3454,23893,31906,517,675,3700,4940,393401,528185,37153,64866,4755,6394,25050,33372,939,1307,40714,60378,37506,55442,1498,2371,776,1079,281,477,88,138,565,871,38000,56204,1741,2748,1060,1504,418,680,144,222
R,11,2020,84,1077645,444248,633397,381769,533477,33712,60759,2906,4056,21571,29244,528,697,3762,5164,384944,537773,34558,62188,5074,7069,22761,30724,982,1285,407395,577891,347782,482339,32299,58616,2248,3085,21325,28847,458,599,3283,4405,350541,485972,32937,59709,4175,5704,22400,30161,864,1125,36853,55506,33987,51138,1413,2143,658,971,246,397,70,98,479,759,34403,51801,1621,2479,899,1365,361,563,118,160
R,11,2020,85,990098,400241,589857,344518,496723,30312,56616,2581,3781,19062,27212,468,626,3300,4899,347289,500788,31059,57901,4475,6624,20089,28659,903,1188,366841,538043,313667,448995,29094,54640,1978,2868,18828,26824,414,517,2860,4199,316063,452457,29660,55630,3659,5370,19737,28096,798,1011,33400,51814,30851,47728,1218,1976,603,913,234,388,54,109,440,700,31226,48331,1399,2271,816,1254,352,563,105,177
R,11,2020,86,872339,346763,525576,298899,443859,25901,49946,2164,3250,16479,23709,437,555,2883,4257,301380,447428,26537,51085,3786,5722,17400,24982,784,1048,318042,480083,272279,401863,24914,48264,1657,2450,16278,23367,378,477,2536,3662,274458,404920,25410,49143,3116,4618,17096,24495,689,909,28721,45493,26620,41996,987,1682,507,800,201,342,59,78,347,595,26922,42508,1127,1942,670,1104,304,487,95,139
R,11,2020,87,765179,297062,468117,256401,395007,21673,44009,1847,2815,14371,21991,377,484,2393,3811,258426,398183,22194,45007,3197,5017,15164,23108,672,961,272925,428227,234036,358140,20825,42506,1422,2157,14210,21711,328,423,2104,3290,235811,360867,21229,43279,2624,4102,14933,22711,593,848,24137,39890,22365,36867,848,1503,425,658,161,280,49,61,289,521,22615,37316,965,1728,573,915,231,397,79,113
R,11,2020,88,704611,266832,437779,230983,370935,19112,40189,1588,2574,12688,20144,326,443,2135,3494,232800,373863,19608,41133,2767,4594,13387,21143,600,869,245245,401020,210930,336932,18390,38837,1208,1967,12533,19886,288,388,1896,3010,212539,339439,18787,39592,2266,3749,13167,20761,533,760,21587,36759,20053,34003,722,1352,380,607,155,258,38,55,239,484,20261,34424,821,1541,501,845,220,382,67,109
R,11,2020,89,615799,228685,387114,200015,331565,14856,32927,1294,2151,10467,17176,266,355,1787,2940,201542,334031,15256,33726,2269,3857,11082,18019,491,700,209946,355369,182538,302134,14290,31828,966,1613,10362,16967,234,308,1556,2519,183863,304231,14605,32443,1820,3110,10909,17706,431,611,18739,31745,17477,29431,566,1099,328,538,105,209,32,47,231,421,17679,29800,651,1283,449,747,173,313,60,89
R,11,2020,90,561194,202361,358833,176245,306233,13477,30788,1156,1950,9671,16756,245,351,1567,2755,177578,308548,13827,31519,2039,3524,10173,17558,450,682,185559,328980,160585,278479,12934,29789,875,1465,9578,16574,220,301,1367,2372,161749,280459,13204,30349,1652,2851,10027,17288,404,595,16802,29853,15660,27754,543,999,281,485,93,182,25,50,200,383,15829,28089,623,1170,387,673,146,270,46,87
R,11,2020,91,465729,162841,302888,142106,259115,10500,25927,940,1571,7777,13692,201,312,1317,2271,143227,260993,10805,26571,1688,2862,8190,14340,371,594,149396,278588,129614,236519,10062,25092,709,1199,7696,13534,179,272,1136,1972,130579,238143,10293,25599,1369,2344,8056,14110,325,522,13445,24300,12492,22596,438,835,231,372,81,158,22,40,181,299,12648,22850,512,972,319,518,134,230,46,72
R,11,2020,92,396182,134506,261676,117594,224231,8493,22017,767,1346,6442,11809,135,247,1075,2026,118499,225921,8735,22574,1389,2511,6782,12387,267,504,123677,241364,107478,205443,8155,21274,580,1014,6390,11680,119,210,955,1743,108279,206878,8353,21714,1143,2044,6702,12191,237,439,10829,20312,10116,18788,338,743,187,332,52,129,16,37,120,283,10220,19043,382,860,246,467,80,196,30,65
