GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,DJA001,DJA002
"G0800370","1980","4","8","Colorado","08",,"Eagle","037",,,,,,,,,,,,"EAGLE",1043,194
"G0800390","1980","4","8","Colorado","08",,"Elbert","039",,,,,,,,,,,,"ELBERT",129,9
"G0800410","1980","4","8","Colorado","08","1720","El Paso","041",,,,,,,,,,,,"EL PASO",19780,4241
"G0800430","1980","4","8","Colorado","08",,"Fremont","043",,,,,,,,,,,,"FREMONT",1555,321
"G0800450","1980","4","8","Colorado","08",,"Garfield","045",,,,,,,,,,,,"GARFIELD",989,122
"G0800470","1980","4","8","Colorado","08","2080","Gilpin","047",,,,,,,,,,,,"GILPIN",58,16
"G0800490","1980","4","8","Colorado","08",,"Grand","049",,,,,,,,,,,,"GRAND",162,3
"G0800510","1980","4","8","Colorado","08",,"Gunnison","051",,,,,,,,,,,,"GUNNISON",262,27
"G0800530","1980","4","8","Colorado","08",,"Hinsdale","053",,,,,,,,,,,,"HINSDALE",0,0
"G0800550","1980","4","8","Colorado","08",,"Huerfano","055",,,,,,,,,,,,"HUERFANO",2011,765
"G0800570","1980","4","8","Colorado","08",,"Jackson","057",,,,,,,,,,,,"JACKSON",26,10
"G0800590","1980","4","8","Colorado","08","2080","Jefferson","059",,,,,,,,,,,,"JEFFERSON",17569,1245
"G0800610","1980","4","8","Colorado","08",,"Kiowa","061",,,,,,,,,,,,"KIOWA",20,17
"G0800630","1980","4","8","Colorado","08",,"Kit Carson","063",,,,,,,,,,,,"KIT CARSON",246,97
"G0800650","1980","4","8","Colorado","08",,"Lake","065",,,,,,,,,,,,"LAKE",1938,145
"G0800670","1980","4","8","Colorado","08",,"La Plata","067",,,,,,,,,,,,"LA PLATA",2344,732
"G0800690","1980","4","8","Colorado","08","2670","Larimer","069",,,,,,,,,,,,"LARIMER",6827,1694
"G0800710","1980","4","8","Colorado","08",,"Las Animas","071",,,,,,,,,,,,"LAS ANIMAS",4551,1872
"G0800730","1980","4","8","Colorado","08",,"Lincoln","073",,,,,,,,,,,,"LINCOLN",32,3
"G0800750","1980","4","8","Colorado","08",,"Logan","075",,,,,,,,,,,,"LOGAN",1046,214
"G0800770","1980","4","8","Colorado","08",,"Mesa","077",,,,,,,,,,,,"MESA",4487,1123
"G0800790","1980","4","8","Colorado","08",,"Mineral","079",,,,,,,,,,,,"MINERAL",0,0
"G0800810","1980","4","8","Colorado","08",,"Moffat","081",,,,,,,,,,,,"MOFFAT",560,106
"G0800830","1980","4","8","Colorado","08",,"Montezuma","083",,,,,,,,,,,,"MONTEZUMA",1114,267
"G0800850","1980","4","8","Colorado","08",,"Montrose","085",,,,,,,,,,,,"MONTROSE",1926,400
"G0800870","1980","4","8","Colorado","08",,"Morgan","087",,,,,,,,,,,,"MORGAN",2250,378
"G0800890","1980","4","8","Colorado","08",,"Otero","089",,,,,,,,,,,,"OTERO",4883,2525
"G0800910","1980","4","8","Colorado","08",,"Ouray","091",,,,,,,,,,,,"OURAY",97,0
"G0800930","1980","4","8","Colorado","08",,"Park","093",,,,,,,,,,,,"PARK",139,0
"G0800950","1980","4","8","Colorado","08",,"Phillips","095",,,,,,,,,,,,"PHILLIPS",59,36
"G0800970","1980","4","8","Colorado","08",,"Pitkin","097",,,,,,,,,,,,"PITKIN",135,3
"G0800990","1980","4","8","Colorado","08",,"Prowers","099",,,,,,,,,,,,"PROWERS",1685,857
"G0801010","1980","4","8","Colorado","08","6560","Pueblo","101",,,,,,,,,,,,"PUEBLO",32722,8269
"G0801030","1980","4","8","Colorado","08",,"Rio Blanco","103",,,,,,,,,,,,"RIO BLANCO",152,7
"G0801050","1980","4","8","Colorado","08",,"Rio Grande","105",,,,,,,,,,,,"RIO GRANDE",2593,1267
"G0801070","1980","4","8","Colorado","08",,"Routt","107",,,,,,,,,,,,"ROUTT",402,13
"G0801090","1980","4","8","Colorado","08",,"Saguache","109",,,,,,,,,,,,"SAGUACHE",1012,605
"G0801110","1980","4","8","Colorado","08",,"San Juan","111",,,,,,,,,,,,"SAN JUAN",115,11
"G0801130","1980","4","8","Colorado","08",,"San Miguel","113",,,,,,,,,,,,"SAN MIGUEL",95,27
"G0801150","1980","4","8","Colorado","08",,"Sedgwick","115",,,,,,,,,,,,"SEDGWICK",257,56
"G0801170","1980","4","8","Colorado","08",,"Summit","117",,,,,,,,,,,,"SUMMIT",166,13
"G0801190","1980","4","8","Colorado","08","1720","Teller","119",,,,,,,,,,,,"TELLER",92,10
"G0801210","1980","4","8","Colorado","08",,"Washington","121",,,,,,,,,,,,"WASHINGTON",68,39
"G0801230","1980","4","8","Colorado","08","3060","Weld","123",,,,,,,,,,,,"WELD",15469,5099
"G0801250","1980","4","8","Colorado","08",,"Yuma","125",,,,,,,,,,,,"YUMA",166,74
"G0900010","1980","1","1","Connecticut","09",,"Fairfield","001",,,,,,,,,,,,"FAIRFIELD",32225,12788
"G0900030","1980","1","1","Connecticut","09",,"Hartford","003",,,,,,,,,,,,"HARTFORD",24419,16679
"G0900050","1980","1","1","Connecticut","09",,"Litchfield","005",,,,,,,,,,,,"LITCHFIELD",976,138
"G0900070","1980","1","1","Connecticut","09",,"Middlesex","007",,,,,,,,,,,,"MIDDLESEX",1459,365
"G0900090","1980","1","1","Connecticut","09",,"New Haven","009",,,,,,,,,,,,"NEW HAVEN",17860,8658
"G0900110","1980","1","1","Connecticut","09",,"New London","011",,,,,,,,,,,,"NEW LONDON",3216,1016
"G0900130","1980","1","1","Connecticut","09",,"Tolland","013",,,,,,,,,,,,"TOLLAND",668,61
"G0900150","1980","1","1","Connecticut","09",,"Windham","015",,,,,,,,,,,,"WINDHAM",1447,640
"G1000010","1980","3","5","Delaware","10",,"Kent","001",,,,,,,,,,,,"KENT",1248,381
"G1000030","1980","3","5","Delaware","10","9160","New Castle","003",,,,,,"77",,,,,,"NEW CASTLE",4269,2387
"G1000050","1980","3","5","Delaware","10",,"Sussex","005",,,,,,,,,,,,"SUSSEX",594,317
"G1100010","1980","3","5","District Of Columbia","11","8840","District Of Columbia","001",,,,,,,,,,,,"DISTRICT OF COLUMBIA",13238,3160
"G1200010","1980","3","5","Florida","12","2900","Alachua","001",,,,,,,,,,,,"ALACHUA",2845,1771
"G1200030","1980","3","5","Florida","12","3600","Baker","003",,,,,,,,,,,,"BAKER",37,76
"G1200050","1980","3","5","Florida","12","6015","Bay","005",,,,,,,,,,,,"BAY",1312,256
"G1200070","1980","3","5","Florida","12",,"Bradford","007",,,,,,,,,,,,"BRADFORD",39,72
"G1200090","1980","3","5","Florida","12","4900","Brevard","009",,,,,,,,,,,,"BREVARD",4818,593
"G1200110","1980","3","5","Florida","12","2680","Broward","011",,,,,,"56",,,,,,"BROWARD",35039,4678
"G1200130","1980","3","5","Florida","12",,"Calhoun","013",,,,,,,,,,,,"CALHOUN",43,0
"G1200150","1980","3","5","Florida","12",,"Charlotte","015",,,,,,,,,,,,"CHARLOTTE",658,50
"G1200170","1980","3","5","Florida","12",,"Citrus","017",,,,,,,,,,,,"CITRUS",601,154
"G1200190","1980","3","5","Florida","12","3600","Clay","019",,,,,,,,,,,,"CLAY",1119,216
"G1200210","1980","3","5","Florida","12",,"Collier","021",,,,,,,,,,,,"COLLIER",5188,3780
"G1200230","1980","3","5","Florida","12",,"Columbia","023",,,,,,,,,,,,"COLUMBIA",278,78
"G1200250","1980","3","5","Florida","12","5000","Dade","025",,,,,,"56",,,,,,"DADE",479339,97306
"G1200270","1980","3","5","Florida","12",,"DeSoto","027",,,,,,,,,,,,"DE SOTO",365,173
"G1200290","1980","3","5","Florida","12",,"Dixie","029",,,,,,,,,,,,"DIXIE",36,7
"G1200310","1980","3","5","Florida","12","3600","Duval","031",,,,,,,,,,,,"DUVAL",8282,1897
"G1200330","1980","3","5","Florida","12","6080","Escambia","033",,,,,,,,,,,,"ESCAMBIA",2883,740
"G1200350","1980","3","5","Florida","12",,"Flagler","035",,,,,,,,,,,,"FLAGLER",88,33
"G1200370","1980","3","5","Florida","12",,"Franklin","037",,,,,,,,,,,,"FRANKLIN",141,58
"G1200390","1980","3","5","Florida","12",,"Gadsden","039",,,,,,,,,,,,"GADSDEN",225,251
"G1200410","1980","3","5","Florida","12",,"Gilchrist","041",,,,,,,,,,,,"GILCHRIST",50,14
"G1200430","1980","3","5","Florida","12",,"Glades","043",,,,,,,,,,,,"GLADES",282,43
"G1200450","1980","3","5","Florida","12",,"Gulf","045",,,,,,,,,,,,"GULF",64,92
"G1200470","1980","3","5","Florida","12",,"Hamilton","047",,,,,,,,,,,,"HAMILTON",19,12
"G1200490","1980","3","5","Florida","12",,"Hardee","049",,,,,,,,,,,,"HARDEE",1645,1574
"G1200510","1980","3","5","Florida","12",,"Hendry","051",,,,,,,,,,,,"HENDRY",1688,684
"G1200530","1980","3","5","Florida","12",,"Hernando","053",,,,,,,,,,,,"HERNANDO",492,221
"G1200550","1980","3","5","Florida","12",,"Highlands","055",,,,,,,,,,,,"HIGHLANDS",1048,697
"G1200570","1980","3","5","Florida","12","8280","Hillsborough","057",,,,,,,,,,,,"HILLSBOROUGH",54237,8902
"G1200590","1980","3","5","Florida","12",,"Holmes","059",,,,,,,,,,,,"HOLMES",56,12
"G1200610","1980","3","5","Florida","12",,"Indian River","061",,,,,,,,,,,,"INDIAN RIVER",707,422
"G1200630","1980","3","5","Florida","12",,"Jackson","063",,,,,,,,,,,,"JACKSON",183,84
"G1200650","1980","3","5","Florida","12",,"Jefferson","065",,,,,,,,,,,,"JEFFERSON",0,0
"G1200670","1980","3","5","Florida","12",,"Lafayette","067",,,,,,,,,,,,"LAFAYETTE",15,19
"G1200690","1980","3","5","Florida","12",,"Lake","069",,,,,,,,,,,,"LAKE",1216,727
"G1200710","1980","3","5","Florida","12","2700","Lee","071",,,,,,,,,,,,"LEE",4142,1524
"G1200730","1980","3","5","Florida","12","8240","Leon","073",,,,,,,,,,,,"LEON",1497,560
"G1200750","1980","3","5","Florida","12",,"Levy","075",,,,,,,,,,,,"LEVY",169,94
"G1200770","1980","3","5","Florida","12",,"Liberty","077",,,,,,,,,,,,"LIBERTY",0,0
"G1200790","1980","3","5","Florida","12",,"Madison","079",,,,,,,,,,,,"MADISON",39,122
"G1200810","1980","3","5","Florida","12","1140","Manatee","081",,,,,,,,,,,,"MANATEE",2100,910
"G1200830","1980","3","5","Florida","12","5790","Marion","083",,,,,,,,,,,,"MARION",1844,515
"G1200850","1980","3","5","Florida","12",,"Martin","085",,,,,,,,,,,,"MARTIN",1334,364
"G1200870","1980","3","5","Florida","12",,"Monroe","087",,,,,,,,,,,,"MONROE",5399,1599
"G1200890","1980","3","5","Florida","12","3600","Nassau","089",,,,,,,,,,,,"NASSAU",501,94
"G1200910","1980","3","5","Florida","12","2750","Okaloosa","091",,,,,,,,,,,,"OKALOOSA",2003,404
"G1200930","1980","3","5","Florida","12",,"Okeechobee","093",,,,,,,,,,,,"OKEECHOBEE",576,384
"G1200950","1980","3","5","Florida","12","5960","Orange","095",,,,,,,,,,,,"ORANGE",14959,4307
"G1200970","1980","3","5","Florida","12","5960","Osceola","097",,,,,,,,,,,,"OSCEOLA",781,165
"G1200990","1980","3","5","Florida","12","8960","Palm Beach","099",,,,,,,,,,,,"PALM BEACH",21937,4717
"G1201010","1980","3","5","Florida","12","8280","Pasco","101",,,,,,,,,,,,"PASCO",3357,990
"G1201030","1980","3","5","Florida","12","8280","Pinellas","103",,,,,,,,,,,,"PINELLAS",8757,1818
"G1201050","1980","3","5","Florida","12","3980","Polk","105",,,,,,,,,,,,"POLK",5611,3479
"G1201070","1980","3","5","Florida","12",,"Putnam","107",,,,,,,,,,,,"PUTNAM",318,234
"G1201090","1980","3","5","Florida","12","3600","St Johns","109",,,,,,,,,,,,"ST. JOHNS",1276,263
"G1201110","1980","3","5","Florida","12",,"St Lucie","111",,,,,,,,,,,,"ST. LUCIE",1100,407
"G1201130","1980","3","5","Florida","12","6080","Santa Rosa","113",,,,,,,,,,,,"SANTA ROSA",516,150
"G1201150","1980","3","5","Florida","12","7510","Sarasota","115",,,,,,,,,,,,"SARASOTA",2297,552
"G1201170","1980","3","5","Florida","12","5960","Seminole","117",,,,,,,,,,,,"SEMINOLE",4705,487
"G1201190","1980","3","5","Florida","12",,"Sumter","119",,,,,,,,,,,,"SUMTER",258,139
"G1201210","1980","3","5","Florida","12",,"Suwannee","121",,,,,,,,,,,,"SUWANNEE",190,54
"G1201230","1980","3","5","Florida","12",,"Taylor","123",,,,,,,,,,,,"TAYLOR",25,39
"G1201250","1980","3","5","Florida","12",,"Union","125",,,,,,,,,,,,"UNION",88,0
"G1201270","1980","3","5","Florida","12","2020","Volusia","127",,,,,,,,,,,,"VOLUSIA",3055,903
"G1201290","1980","3","5","Florida","12","8240","Wakulla","129",,,,,,,,,,,,"WAKULLA",124,0
"G1201310","1980","3","5","Florida","12",,"Walton","131",,,,,,,,,,,,"WALTON",77,45
"G1201330","1980","3","5","Florida","12",,"Washington","133",,,,,,,,,,,,"WASHINGTON",75,15
"G1300010","1980","3","5","Georgia","13",,"Appling","001",,,,,,,,,,,,"APPLING",84,47
"G1300030","1980","3","5","Georgia","13",,"Atkinson","003",,,,,,,,,,,,"ATKINSON",35,54
"G1300050","1980","3","5","Georgia","13",,"Bacon","005",,,,,,,,,,,,"BACON",22,16
"G1300070","1980","3","5","Georgia","13",,"Baker","007",,,,,,,,,,,,"BAKER",0,0
"G1300090","1980","3","5","Georgia","13",,"Baldwin","009",,,,,,,,,,,,"BALDWIN",425,53
"G1300110","1980","3","5","Georgia","13",,"Banks","011",,,,,,,,,,,,"BANKS",0,0
"G1300130","1980","3","5","Georgia","13",,"Barrow","013",,,,,,,,,,,,"BARROW",87,58
"G1300150","1980","3","5","Georgia","13",,"Bartow","015",,,,,,,,,,,,"BARTOW",219,46
"G1300170","1980","3","5","Georgia","13",,"Ben Hill","017",,,,,,,,,,,,"BEN HILL",13,80
"G1300190","1980","3","5","Georgia","13",,"Berrien","019",,,,,,,,,,,,"BERRIEN",80,84
"G1300210","1980","3","5","Georgia","13","4680","Bibb","021",,,,,,,,,,,,"BIBB",592,241
"G1300230","1980","3","5","Georgia","13",,"Bleckley","023",,,,,,,,,,,,"BLECKLEY",0,0
"G1300250","1980","3","5","Georgia","13",,"Brantley","025",,,,,,,,,,,,"BRANTLEY",17,17
"G1300270","1980","3","5","Georgia","13",,"Brooks","027",,,,,,,,,,,,"BROOKS",43,71
"G1300290","1980","3","5","Georgia","13","7520","Bryan","029",,,,,,,,,,,,"BRYAN",34,77
"G1300310","1980","3","5","Georgia","13",,"Bulloch","031",,,,,,,,,,,,"BULLOCH",290,80
"G1300330","1980","3","5","Georgia","13",,"Burke","033",,,,,,,,,,,,"BURKE",231,124
"G1300350","1980","3","5","Georgia","13","0520","Butts","035",,,,,,,,,,,,"BUTTS",83,110
"G1300370","1980","3","5","Georgia","13",,"Calhoun","037",,,,,,,,,,,,"CALHOUN",45,14
"G1300390","1980","3","5","Georgia","13",,"Camden","039",,,,,,,,,,,,"CAMDEN",118,49
"G1300430","1980","3","5","Georgia","13",,"Candler","043",,,,,,,,,,,,"CANDLER",29,44
"G1300450","1980","3","5","Georgia","13",,"Carroll","045",,,,,,,,,,,,"CARROLL",280,131
"G1300470","1980","3","5","Georgia","13","1560","Catoosa","047",,,,,,,,,,,,"CATOOSA",189,21
"G1300490","1980","3","5","Georgia","13",,"Charlton","049",,,,,,,,,,,,"CHARLTON",0,0
"G1300510","1980","3","5","Georgia","13","7520","Chatham","051",,,,,,,,,,,,"CHATHAM",1827,362
"G1300530","1980","3","5","Georgia","13","1800","Chattahoochee","053",,,,,,,,,,,,"CHATTAHOOCHEE",577,25
"G1300550","1980","3","5","Georgia","13",,"Chattooga","055",,,,,,,,,,,,"CHATTOOGA",57,55
"G1300570","1980","3","5","Georgia","13","0520","Cherokee","057",,,,,,,,,,,,"CHEROKEE",200,55
"G1300590","1980","3","5","Georgia","13","0500","Clarke","059",,,,,,,,,,,,"CLARKE",462,104
"G1300610","1980","3","5","Georgia","13",,"Clay","061",,,,,,,,,,,,"CLAY",0,0
"G1300630","1980","3","5","Georgia","13","0520","Clayton","063",,,,,,,,,,,,"CLAYTON",1076,162
"G1300650","1980","3","5","Georgia","13",,"Clinch","065",,,,,,,,,,,,"CLINCH",22,36
"G1300670","1980","3","5","Georgia","13","0520","Cobb","067",,,,,,,,,,,,"COBB",2274,233
"G1300690","1980","3","5","Georgia","13",,"Coffee","069",,,,,,,,,,,,"COFFEE",134,88
"G1300710","1980","3","5","Georgia","13",,"Colquitt","071",,,,,,,,,,,,"COLQUITT",226,62
"G1300730","1980","3","5","Georgia","13","0600","Columbia","073",,,,,,,,,,,,"COLUMBIA",482,2
"G1300750","1980","3","5","Georgia","13",,"Cook","075",,,,,,,,,,,,"COOK",58,0
"G1300770","1980","3","5","Georgia","13",,"Coweta","077",,,,,,,,,,,,"COWETA",142,46
"G1300790","1980","3","5","Georgia","13",,"Crawford","079",,,,,,,,,,,,"CRAWFORD",32,43
"G1300810","1980","3","5","Georgia","13",,"Crisp","081",,,,,,,,,,,,"CRISP",40,34
"G1300830","1980","3","5","Georgia","13","1560","Dade","083",,,,,,,,,,,,"DADE",50,8
"G1300850","1980","3","5","Georgia","13",,"Dawson","085",,,,,,,,,,,,"DAWSON",0,0
"G1300870","1980","3","5","Georgia","13",,"Decatur","087",,,,,,,,,,,,"DECATUR",209,77
"G1300890","1980","3","5","Georgia","13","0520","DeKalb","089",,,,,,,,,,,,"DE KALB",6594,1004
"G1300910","1980","3","5","Georgia","13",,"Dodge","091",,,,,,,,,,,,"DODGE",117,21
"G1300930","1980","3","5","Georgia","13",,"Dooly","093",,,,,,,,,,,,"DOOLY",18,177
"G1300950","1980","3","5","Georgia","13","0120","Dougherty","095",,,,,,,,,,,,"DOUGHERTY",878,458
"G1300970","1980","3","5","Georgia","13","0520","Douglas","097",,,,,,,,,,,,"DOUGLAS",329,24
"G1300990","1980","3","5","Georgia","13",,"Early","099",,,,,,,,,,,,"EARLY",85,121
"G1301010","1980","3","5","Georgia","13",,"Echols","101",,,,,,,,,,,,"ECHOLS",0,0
"G1301030","1980","3","5","Georgia","13","7520","Effingham","103",,,,,,,,,,,,"EFFINGHAM",129,90
"G1301050","1980","3","5","Georgia","13",,"Elbert","105",,,,,,,,,,,,"ELBERT",157,55
"G1301070","1980","3","5","Georgia","13",,"Emanuel","107",,,,,,,,,,,,"EMANUEL",57,49
"G1301090","1980","3","5","Georgia","13",,"Evans","109",,,,,,,,,,,,"EVANS",55,28
"G1301110","1980","3","5","Georgia","13",,"Fannin","111",,,,,,,,,,,,"FANNIN",47,0
"G1301130","1980","3","5","Georgia","13","0520","Fayette","113",,,,,,,,,,,,"FAYETTE",238,0
"G1301150","1980","3","5","Georgia","13",,"Floyd","115",,,,,,,,,,,,"FLOYD",496,16
"G1301170","1980","3","5","Georgia","13","0520","Forsyth","117",,,,,,,,,,,,"FORSYTH",90,0
"G1301190","1980","3","5","Georgia","13",,"Franklin","119",,,,,,,,,,,,"FRANKLIN",34,64
"G1301210","1980","3","5","Georgia","13","0520","Fulton","121",,,,,,,,,,,,"FULTON",5091,2119
"G1301230","1980","3","5","Georgia","13",,"Gilmer","123",,,,,,,,,,,,"GILMER",48,0
"G1301250","1980","3","5","Georgia","13",,"Glascock","125",,,,,,,,,,,,"GLASCOCK",37,6
"G1301270","1980","3","5","Georgia","13",,"Glynn","127",,,,,,,,,,,,"GLYNN",484,132
"G1301290","1980","3","5","Georgia","13",,"Gordon","129",,,,,,,,,,,,"GORDON",110,26
"G1301310","1980","3","5","Georgia","13",,"Grady","131",,,,,,,,,,,,"GRADY",20,67
"G1301330","1980","3","5","Georgia","13",,"Greene","133",,,,,,,,,,,,"GREENE",53,66
"G1301350","1980","3","5","Georgia","13","0520","Gwinnett","135",,,,,,,,,,,,"GWINNETT",1646,71
"G1301370","1980","3","5","Georgia","13",,"Habersham","137",,,,,,,,,,,,"HABERSHAM",49,5
"G1301390","1980","3","5","Georgia","13",,"Hall","139",,,,,,,,,,,,"HALL",381,94
"G1301410","1980","3","5","Georgia","13",,"Hancock","141",,,,,,,,,,,,"HANCOCK",54,27
"G1301430","1980","3","5","Georgia","13",,"Haralson","143",,,,,,,,,,,,"HARALSON",86,15
"G1301450","1980","3","5","Georgia","13",,"Harris","145",,,,,,,,,,,,"HARRIS",211,50
"G1301470","1980","3","5","Georgia","13",,"Hart","147",,,,,,,,,,,,"HART",177,23
"G1301490","1980","3","5","Georgia","13",,"Heard","149",,,,,,,,,,,,"HEARD",76,0
"G1301510","1980","3","5","Georgia","13","0520","Henry","151",,,,,,,,,,,,"HENRY",154,2
"G1301530","1980","3","5","Georgia","13","4680","Houston","153",,,,,,,,,,,,"HOUSTON",975,182
"G1301550","1980","3","5","Georgia","13",,"Irwin","155",,,,,,,,,,,,"IRWIN",47,6
"G1301570","1980","3","5","Georgia","13","0500","Jackson","157",,,,,,,,,,,,"JACKSON",115,45
"G1301590","1980","3","5","Georgia","13",,"Jasper","159",,,,,,,,,,,,"JASPER",0,0
"G1301610","1980","3","5","Georgia","13",,"Jeff Davis","161",,,,,,,,,,,,"JEFF DAVIS",150,7
"G1301630","1980","3","5","Georgia","13",,"Jefferson","163",,,,,,,,,,,,"JEFFERSON",108,154
"G1301650","1980","3","5","Georgia","13",,"Jenkins","165",,,,,,,,,,,,"JENKINS",26,105
"G1301670","1980","3","5","Georgia","13",,"Johnson","167",,,,,,,,,,,,"JOHNSON",88,26
"G1301690","1980","3","5","Georgia","13","4680","Jones","169",,,,,,,,,,,,"JONES",206,0
"G1301710","1980","3","5","Georgia","13",,"Lamar","171",,,,,,,,,,,,"LAMAR",41,48
"G1301730","1980","3","5","Georgia","13",,"Lanier","173",,,,,,,,,,,,"LANIER",30,0
"G1301750","1980","3","5","Georgia","13",,"Laurens","175",,,,,,,,,,,,"LAURENS",122,86
"G1301770","1980","3","5","Georgia","13","0120","Lee","177",,,,,,,,,,,,"LEE",61,17
"G1301790","1980","3","5","Georgia","13",,"Liberty","179",,,,,,,,,,,,"LIBERTY",916,177
"G1301810","1980","3","5","Georgia","13",,"Lincoln","181",,,,,,,,,,,,"LINCOLN",110,25
"G1301830","1980","3","5","Georgia","13",,"Long","183",,,,,,,,,,,,"LONG",33,76
"G1301850","1980","3","5","Georgia","13",,"Lowndes","185",,,,,,,,,,,,"LOWNDES",663,233
"G1301870","1980","3","5","Georgia","13",,"Lumpkin","187",,,,,,,,,,,,"LUMPKIN",57,0
"G1301890","1980","3","5","Georgia","13",,"McDuffie","189",,,,,,,,,,,,"MCDUFFIE",127,117
"G1301910","1980","3","5","Georgia","13",,"McIntosh","191",,,,,,,,,,,,"MCINTOSH",47,9
"G1301930","1980","3","5","Georgia","13",,"Macon","193",,,,,,,,,,,,"MACON",70,139
"G1301950","1980","3","5","Georgia","13","0500","Madison","195",,,,,,,,,,,,"MADISON",169,29
"G1301970","1980","3","5","Georgia","13",,"Marion","197",,,,,,,,,,,,"MARION",0,0
"G1301990","1980","3","5","Georgia","13",,"Meriwether","199",,,,,,,,,,,,"MERIWETHER",116,53
"G1302010","1980","3","5","Georgia","13",,"Miller","201",,,,,,,,,,,,"MILLER",63,34
"G1302050","1980","3","5","Georgia","13",,"Mitchell","205",,,,,,,,,,,,"MITCHELL",56,55
"G1302070","1980","3","5","Georgia","13",,"Monroe","207",,,,,,,,,,,,"MONROE",39,15
"G1302090","1980","3","5","Georgia","13",,"Montgomery","209",,,,,,,,,,,,"MONTGOMERY",24,0
"G1302110","1980","3","5","Georgia","13",,"Morgan","211",,,,,,,,,,,,"MORGAN",116,14
"G1302130","1980","3","5","Georgia","13",,"Murray","213",,,,,,,,,,,,"MURRAY",52,77
"G1302150","1980","3","5","Georgia","13","1800","Muscogee","215",,,,,,,,,,,,"MUSCOGEE",2552,736
"G1302170","1980","3","5","Georgia","13","0520","Newton","217",,,,,,,,,,,,"NEWTON",232,104
"G1302190","1980","3","5","Georgia","13","0500","Oconee","219",,,,,,,,,,,,"OCONEE",49,42
"G1302210","1980","3","5","Georgia","13",,"Oglethorpe","221",,,,,,,,,,,,"OGLETHORPE",92,71
"G1302230","1980","3","5","Georgia","13","0520","Paulding","223",,,,,,,,,,,,"PAULDING",130,14
"G1302250","1980","3","5","Georgia","13",,"Peach","225",,,,,,,,,,,,"PEACH",74,28
"G1302270","1980","3","5","Georgia","13",,"Pickens","227",,,,,,,,,,,,"PICKENS",61,73
"G1302290","1980","3","5","Georgia","13",,"Pierce","229",,,,,,,,,,,,"PIERCE",72,28
"G1302310","1980","3","5","Georgia","13",,"Pike","231",,,,,,,,,,,,"PIKE",61,95
"G1302330","1980","3","5","Georgia","13",,"Polk","233",,,,,,,,,,,,"POLK",206,49
"G1302350","1980","3","5","Georgia","13",,"Pulaski","235",,,,,,,,,,,,"PULASKI",44,38
"G1302370","1980","3","5","Georgia","13",,"Putnam","237",,,,,,,,,,,,"PUTNAM",0,0
"G1302390","1980","3","5","Georgia","13",,"Quitman","239",,,,,,,,,,,,"QUITMAN",3,27
"G1302410","1980","3","5","Georgia","13",,"Rabun","241",,,,,,,,,,,,"RABUN",25,19
"G1302430","1980","3","5","Georgia","13",,"Randolph","243",,,,,,,,,,,,"RANDOLPH",13,80
"G1302450","1980","3","5","Georgia","13","0600","Richmond","245",,,,,,,,,,,,"RICHMOND",2018,522
"G1302470","1980","3","5","Georgia","13","0520","Rockdale","247",,,,,,,,,,,,"ROCKDALE",295,54
"G1302490","1980","3","5","Georgia","13",,"Schley","249",,,,,,,,,,,,"SCHLEY",0,51
"G1302510","1980","3","5","Georgia","13",,"Screven","251",,,,,,,,,,,,"SCREVEN",96,65
