GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,DJA001,DJA002
"G1701170","1980","2","3","Illinois","17",,"Macoupin","117",,,,,,,,,,,,"MACOUPIN",161,23
"G1701190","1980","2","3","Illinois","17","7040","Madison","119",,,,,,,,,,,,"MADISON",2164,325
"G1701210","1980","2","3","Illinois","17",,"Marion","121",,,,,,,,,,,,"MARION",199,97
"G1701230","1980","2","3","Illinois","17",,"Marshall","123",,,,,,,,,,,,"MARSHALL",36,12
"G1701250","1980","2","3","Illinois","17",,"Mason","125",,,,,,,,,,,,"MASON",30,15
"G1701270","1980","2","3","Illinois","17",,"Massac","127",,,,,,,,,,,,"MASSAC",0,0
"G1701290","1980","2","3","Illinois","17","7880","Menard","129",,,,,,,,,,,,"MENARD",34,0
"G1701310","1980","2","3","Illinois","17",,"Mercer","131",,,,,,,,,,,,"MERCER",104,7
"G1701330","1980","2","3","Illinois","17","7040","Monroe","133",,,,,,,,,,,,"MONROE",115,12
"G1701350","1980","2","3","Illinois","17",,"Montgomery","135",,,,,,,,,,,,"MONTGOMERY",129,0
"G1701370","1980","2","3","Illinois","17",,"Morgan","137",,,,,,,,,,,,"MORGAN",101,25
"G1701390","1980","2","3","Illinois","17",,"Moultrie","139",,,,,,,,,,,,"MOULTRIE",0,0
"G1701410","1980","2","3","Illinois","17",,"Ogle","141",,,,,,,,,,,,"OGLE",850,219
"G1701430","1980","2","3","Illinois","17","6120","Peoria","143",,,,,,,,,,,,"PEORIA",2246,362
"G1701450","1980","2","3","Illinois","17",,"Perry","145",,,,,,,,,,,,"PERRY",27,20
"G1701470","1980","2","3","Illinois","17",,"Piatt","147",,,,,,,,,,,,"PIATT",37,0
"G1701490","1980","2","3","Illinois","17",,"Pike","149",,,,,,,,,,,,"PIKE",40,22
"G1701510","1980","2","3","Illinois","17",,"Pope","151",,,,,,,,,,,,"POPE",0,0
"G1701530","1980","2","3","Illinois","17",,"Pulaski","153",,,,,,,,,,,,"PULASKI",0,0
"G1701550","1980","2","3","Illinois","17",,"Putnam","155",,,,,,,,,,,,"PUTNAM",28,6
"G1701570","1980","2","3","Illinois","17",,"Randolph","157",,,,,,,,,,,,"RANDOLPH",167,115
"G1701590","1980","2","3","Illinois","17",,"Richland","159",,,,,,,,,,,,"RICHLAND",48,0
"G1701610","1980","2","3","Illinois","17","1960","Rock Island","161",,,,,,,,,,,,"ROCK ISLAND",6521,1025
"G1701630","1980","2","3","Illinois","17","7040","St Clair","163",,,,,,,,,,,,"ST. CLAIR",2567,800
"G1701650","1980","2","3","Illinois","17",,"Saline","165",,,,,,,,,,,,"SALINE",173,10
"G1701670","1980","2","3","Illinois","17","7880","Sangamon","167",,,,,,,,,,,,"SANGAMON",747,106
"G1701690","1980","2","3","Illinois","17",,"Schuyler","169",,,,,,,,,,,,"SCHUYLER",28,0
"G1701710","1980","2","3","Illinois","17",,"Scott","171",,,,,,,,,,,,"SCOTT",0,0
"G1701730","1980","2","3","Illinois","17",,"Shelby","173",,,,,,,,,,,,"SHELBY",82,15
"G1701750","1980","2","3","Illinois","17",,"Stark","175",,,,,,,,,,,,"STARK",0,0
"G1701770","1980","2","3","Illinois","17",,"Stephenson","177",,,,,,,,,,,,"STEPHENSON",244,10
"G1701790","1980","2","3","Illinois","17","6120","Tazewell","179",,,,,,,,,,,,"TAZEWELL",574,107
"G1701810","1980","2","3","Illinois","17",,"Union","181",,,,,,,,,,,,"UNION",32,46
"G1701830","1980","2","3","Illinois","17",,"Vermilion","183",,,,,,,,,,,,"VERMILION",1051,307
"G1701850","1980","2","3","Illinois","17",,"Wabash","185",,,,,,,,,,,,"WABASH",81,6
"G1701870","1980","2","3","Illinois","17",,"Warren","187",,,,,,,,,,,,"WARREN",173,43
"G1701890","1980","2","3","Illinois","17",,"Washington","189",,,,,,,,,,,,"WASHINGTON",45,13
"G1701910","1980","2","3","Illinois","17",,"Wayne","191",,,,,,,,,,,,"WAYNE",85,23
"G1701930","1980","2","3","Illinois","17",,"White","193",,,,,,,,,,,,"WHITE",46,6
"G1701950","1980","2","3","Illinois","17",,"Whiteside","195",,,,,,,,,,,,"WHITESIDE",3812,671
"G1701970","1980","2","3","Illinois","17","1600","Will","197",,,,,,"14",,,,,,"WILL",11908,1731
"G1701990","1980","2","3","Illinois","17",,"Williamson","199",,,,,,,,,,,,"WILLIAMSON",177,76
"G1702010","1980","2","3","Illinois","17","6880","Winnebago","201",,,,,,,,,,,,"WINNEBAGO",4133,872
"G1702030","1980","2","3","Illinois","17","6120","Woodford","203",,,,,,,,,,,,"WOODFORD",111,24
"G1800010","1980","2","3","Indiana","18","2760","Adams","001",,,,,,,,,,,,"ADAMS",744,72
"G1800030","1980","2","3","Indiana","18","2760","Allen","003",,,,,,,,,,,,"ALLEN",3925,694
"G1800050","1980","2","3","Indiana","18",,"Bartholomew","005",,,,,,,,,,,,"BARTHOLOMEW",331,132
"G1800070","1980","2","3","Indiana","18",,"Benton","007",,,,,,,,,,,,"BENTON",58,19
"G1800090","1980","2","3","Indiana","18",,"Blackford","009",,,,,,,,,,,,"BLACKFORD",41,12
"G1800110","1980","2","3","Indiana","18","3480","Boone","011",,,,,,"44",,,,,,"BOONE",129,72
"G1800130","1980","2","3","Indiana","18",,"Brown","013",,,,,,,,,,,,"BROWN",38,0
"G1800150","1980","2","3","Indiana","18",,"Carroll","015",,,,,,,,,,,,"CARROLL",89,12
"G1800170","1980","2","3","Indiana","18",,"Cass","017",,,,,,,,,,,,"CASS",127,27
"G1800190","1980","2","3","Indiana","18","4520","Clark","019",,,,,,,,,,,,"CLARK",264,49
"G1800210","1980","2","3","Indiana","18","8320","Clay","021",,,,,,,,,,,,"CLAY",44,18
"G1800230","1980","2","3","Indiana","18",,"Clinton","023",,,,,,,,,,,,"CLINTON",385,92
"G1800250","1980","2","3","Indiana","18",,"Crawford","025",,,,,,,,,,,,"CRAWFORD",31,16
"G1800270","1980","2","3","Indiana","18",,"Daviess","027",,,,,,,,,,,,"DAVIESS",133,8
"G1800290","1980","2","3","Indiana","18","1640","Dearborn","029",,,,,,"21",,,,,,"DEARBORN",95,38
"G1800310","1980","2","3","Indiana","18",,"Decatur","031",,,,,,,,,,,,"DECATUR",68,6
"G1800330","1980","2","3","Indiana","18","2760","DeKalb","033",,,,,,,,,,,,"DE KALB",245,26
"G1800350","1980","2","3","Indiana","18","5280","Delaware","035",,,,,,,,,,,,"DELAWARE",624,147
"G1800370","1980","2","3","Indiana","18",,"Dubois","037",,,,,,,,,,,,"DUBOIS",88,26
"G1800390","1980","2","3","Indiana","18","2330","Elkhart","039",,,,,,,,,,,,"ELKHART",1372,332
"G1800410","1980","2","3","Indiana","18",,"Fayette","041",,,,,,,,,,,,"FAYETTE",44,30
"G1800430","1980","2","3","Indiana","18","4520","Floyd","043",,,,,,,,,,,,"FLOYD",241,21
"G1800450","1980","2","3","Indiana","18",,"Fountain","045",,,,,,,,,,,,"FOUNTAIN",32,3
"G1800470","1980","2","3","Indiana","18",,"Franklin","047",,,,,,,,,,,,"FRANKLIN",86,36
"G1800490","1980","2","3","Indiana","18",,"Fulton","049",,,,,,,,,,,,"FULTON",78,33
"G1800510","1980","2","3","Indiana","18","2440","Gibson","051",,,,,,,,,,,,"GIBSON",147,5
"G1800530","1980","2","3","Indiana","18",,"Grant","053",,,,,,,,,,,,"GRANT",1136,215
"G1800550","1980","2","3","Indiana","18",,"Greene","055",,,,,,,,,,,,"GREENE",47,18
"G1800570","1980","2","3","Indiana","18","3480","Hamilton","057",,,,,,"44",,,,,,"HAMILTON",488,42
"G1800590","1980","2","3","Indiana","18","3480","Hancock","059",,,,,,"44",,,,,,"HANCOCK",169,68
"G1800610","1980","2","3","Indiana","18",,"Harrison","061",,,,,,,,,,,,"HARRISON",104,6
"G1800630","1980","2","3","Indiana","18","3480","Hendricks","063",,,,,,"44",,,,,,"HENDRICKS",247,18
"G1800650","1980","2","3","Indiana","18",,"Henry","065",,,,,,,,,,,,"HENRY",263,11
"G1800670","1980","2","3","Indiana","18","3850","Howard","067",,,,,,,,,,,,"HOWARD",703,272
"G1800690","1980","2","3","Indiana","18",,"Huntington","069",,,,,,,,,,,,"HUNTINGTON",63,68
"G1800710","1980","2","3","Indiana","18",,"Jackson","071",,,,,,,,,,,,"JACKSON",110,20
"G1800730","1980","2","3","Indiana","18",,"Jasper","073",,,,,,,,,,,,"JASPER",232,4
"G1800750","1980","2","3","Indiana","18",,"Jay","075",,,,,,,,,,,,"JAY",95,22
"G1800770","1980","2","3","Indiana","18",,"Jefferson","077",,,,,,,,,,,,"JEFFERSON",99,21
"G1800790","1980","2","3","Indiana","18",,"Jennings","079",,,,,,,,,,,,"JENNINGS",96,23
"G1800810","1980","2","3","Indiana","18","3480","Johnson","081",,,,,,"44",,,,,,"JOHNSON",372,88
"G1800830","1980","2","3","Indiana","18",,"Knox","083",,,,,,,,,,,,"KNOX",89,78
"G1800850","1980","2","3","Indiana","18",,"Kosciusko","085",,,,,,,,,,,,"KOSCIUSKO",763,120
"G1800870","1980","2","3","Indiana","18",,"Lagrange","087",,,,,,,,,,,,"LAGRANGE",119,5
"G1800890","1980","2","3","Indiana","18","2960","Lake","089",,,,,,"14",,,,,,"LAKE",37638,5862
"G1800910","1980","2","3","Indiana","18",,"LaPorte","091",,,,,,,,,,,,"LA PORTE",1162,91
"G1800930","1980","2","3","Indiana","18",,"Lawrence","093",,,,,,,,,,,,"LAWRENCE",150,12
"G1800950","1980","2","3","Indiana","18","0400","Madison","095",,,,,,"44",,,,,,"MADISON",574,153
"G1800970","1980","2","3","Indiana","18","3480","Marion","097",,,,,,"44",,,,,,"MARION",5669,1122
"G1800990","1980","2","3","Indiana","18","7800","Marshall","099",,,,,,,,,,,,"MARSHALL",565,66
"G1801010","1980","2","3","Indiana","18",,"Martin","101",,,,,,,,,,,,"MARTIN",48,6
"G1801030","1980","2","3","Indiana","18",,"Miami","103",,,,,,,,,,,,"MIAMI",318,78
"G1801050","1980","2","3","Indiana","18","1020","Monroe","105",,,,,,,,,,,,"MONROE",604,239
"G1801070","1980","2","3","Indiana","18",,"Montgomery","107",,,,,,,,,,,,"MONTGOMERY",63,7
"G1801090","1980","2","3","Indiana","18","3480","Morgan","109",,,,,,"44",,,,,,"MORGAN",79,21
"G1801110","1980","2","3","Indiana","18",,"Newton","111",,,,,,,,,,,,"NEWTON",121,11
"G1801130","1980","2","3","Indiana","18",,"Noble","113",,,,,,,,,,,,"NOBLE",373,60
"G1801150","1980","2","3","Indiana","18",,"Ohio","115",,,,,,,,,,,,"OHIO",0,0
"G1801170","1980","2","3","Indiana","18",,"Orange","117",,,,,,,,,,,,"ORANGE",70,12
"G1801190","1980","2","3","Indiana","18",,"Owen","119",,,,,,,,,,,,"OWEN",46,14
"G1801210","1980","2","3","Indiana","18",,"Parke","121",,,,,,,,,,,,"PARKE",57,17
"G1801230","1980","2","3","Indiana","18",,"Perry","123",,,,,,,,,,,,"PERRY",0,0
"G1801250","1980","2","3","Indiana","18",,"Pike","125",,,,,,,,,,,,"PIKE",84,0
"G1801270","1980","2","3","Indiana","18","2960","Porter","127",,,,,,"14",,,,,,"PORTER",2372,233
"G1801290","1980","2","3","Indiana","18","2440","Posey","129",,,,,,,,,,,,"POSEY",113,8
"G1801310","1980","2","3","Indiana","18",,"Pulaski","131",,,,,,,,,,,,"PULASKI",106,8
"G1801330","1980","2","3","Indiana","18",,"Putnam","133",,,,,,,,,,,,"PUTNAM",56,32
"G1801350","1980","2","3","Indiana","18",,"Randolph","135",,,,,,,,,,,,"RANDOLPH",137,42
"G1801370","1980","2","3","Indiana","18",,"Ripley","137",,,,,,,,,,,,"RIPLEY",73,9
"G1801390","1980","2","3","Indiana","18",,"Rush","139",,,,,,,,,,,,"RUSH",39,33
"G1801410","1980","2","3","Indiana","18","7800","St Joseph","141",,,,,,,,,,,,"ST. JOSEPH",2715,591
"G1801430","1980","2","3","Indiana","18",,"Scott","143",,,,,,,,,,,,"SCOTT",153,57
"G1801450","1980","2","3","Indiana","18","3480","Shelby","145",,,,,,"44",,,,,,"SHELBY",113,3
"G1801470","1980","2","3","Indiana","18",,"Spencer","147",,,,,,,,,,,,"SPENCER",50,2
"G1801490","1980","2","3","Indiana","18",,"Starke","149",,,,,,,,,,,,"STARKE",100,6
"G1801510","1980","2","3","Indiana","18",,"Steuben","151",,,,,,,,,,,,"STEUBEN",83,12
"G1801530","1980","2","3","Indiana","18","8320","Sullivan","153",,,,,,,,,,,,"SULLIVAN",48,7
"G1801550","1980","2","3","Indiana","18",,"Switzerland","155",,,,,,,,,,,,"SWITZERLAND",57,0
"G1801570","1980","2","3","Indiana","18","3920","Tippecanoe","157",,,,,,,,,,,,"TIPPECANOE",889,275
"G1801590","1980","2","3","Indiana","18","3850","Tipton","159",,,,,,,,,,,,"TIPTON",126,0
"G1801610","1980","2","3","Indiana","18",,"Union","161",,,,,,,,,,,,"UNION",0,0
"G1801630","1980","2","3","Indiana","18","2440","Vanderburgh","163",,,,,,,,,,,,"VANDERBURGH",566,153
"G1801650","1980","2","3","Indiana","18","8320","Vermillion","165",,,,,,,,,,,,"VERMILLION",57,12
"G1801670","1980","2","3","Indiana","18","8320","Vigo","167",,,,,,,,,,,,"VIGO",462,222
"G1801690","1980","2","3","Indiana","18",,"Wabash","169",,,,,,,,,,,,"WABASH",182,6
"G1801710","1980","2","3","Indiana","18",,"Warren","171",,,,,,,,,,,,"WARREN",40,0
"G1801730","1980","2","3","Indiana","18","2440","Warrick","173",,,,,,,,,,,,"WARRICK",105,5
"G1801750","1980","2","3","Indiana","18",,"Washington","175",,,,,,,,,,,,"WASHINGTON",110,21
"G1801770","1980","2","3","Indiana","18",,"Wayne","177",,,,,,,,,,,,"WAYNE",262,43
"G1801790","1980","2","3","Indiana","18","2760","Wells","179",,,,,,,,,,,,"WELLS",202,9
"G1801810","1980","2","3","Indiana","18",,"White","181",,,,,,,,,,,,"WHITE",113,6
"G1801830","1980","2","3","Indiana","18",,"Whitley","183",,,,,,,,,,,,"WHITLEY",62,0
"G1900010","1980","2","4","Iowa","19",,"Adair","001",,,,,,,,,,,,"ADAIR",47,2
"G1900030","1980","2","4","Iowa","19",,"Adams","003",,,,,,,,,,,,"ADAMS",0,0
"G1900050","1980","2","4","Iowa","19",,"Allamakee","005",,,,,,,,,,,,"ALLAMAKEE",33,63
"G1900070","1980","2","4","Iowa","19",,"Appanoose","007",,,,,,,,,,,,"APPANOOSE",66,118
"G1900090","1980","2","4","Iowa","19",,"Audubon","009",,,,,,,,,,,,"AUDUBON",0,0
"G1900110","1980","2","4","Iowa","19",,"Benton","011",,,,,,,,,,,,"BENTON",87,28
"G1900130","1980","2","4","Iowa","19","8920","Black Hawk","013",,,,,,,,,,,,"BLACK HAWK",743,84
"G1900150","1980","2","4","Iowa","19",,"Boone","015",,,,,,,,,,,,"BOONE",19,5
"G1900170","1980","2","4","Iowa","19",,"Bremer","017",,,,,,,,,,,,"BREMER",62,12
"G1900190","1980","2","4","Iowa","19",,"Buchanan","019",,,,,,,,,,,,"BUCHANAN",86,8
"G1900210","1980","2","4","Iowa","19",,"Buena Vista","021",,,,,,,,,,,,"BUENA VISTA",35,2
"G1900230","1980","2","4","Iowa","19",,"Butler","023",,,,,,,,,,,,"BUTLER",48,0
"G1900250","1980","2","4","Iowa","19",,"Calhoun","025",,,,,,,,,,,,"CALHOUN",33,4
"G1900270","1980","2","4","Iowa","19",,"Carroll","027",,,,,,,,,,,,"CARROLL",91,0
"G1900290","1980","2","4","Iowa","19",,"Cass","029",,,,,,,,,,,,"CASS",17,13
"G1900310","1980","2","4","Iowa","19",,"Cedar","031",,,,,,,,,,,,"CEDAR",110,29
"G1900330","1980","2","4","Iowa","19",,"Cerro Gordo","033",,,,,,,,,,,,"CERRO GORDO",867,130
"G1900350","1980","2","4","Iowa","19",,"Cherokee","035",,,,,,,,,,,,"CHEROKEE",47,0
"G1900370","1980","2","4","Iowa","19",,"Chickasaw","037",,,,,,,,,,,,"CHICKASAW",0,0
"G1900390","1980","2","4","Iowa","19",,"Clarke","039",,,,,,,,,,,,"CLARKE",0,0
"G1900410","1980","2","4","Iowa","19",,"Clay","041",,,,,,,,,,,,"CLAY",40,2
"G1900430","1980","2","4","Iowa","19",,"Clayton","043",,,,,,,,,,,,"CLAYTON",57,11
"G1900450","1980","2","4","Iowa","19",,"Clinton","045",,,,,,,,,,,,"CLINTON",222,16
"G1900470","1980","2","4","Iowa","19",,"Crawford","047",,,,,,,,,,,,"CRAWFORD",87,24
"G1900490","1980","2","4","Iowa","19",,"Dallas","049",,,,,,,,,,,,"DALLAS",61,11
"G1900510","1980","2","4","Iowa","19",,"Davis","051",,,,,,,,,,,,"DAVIS",0,0
"G1900530","1980","2","4","Iowa","19",,"Decatur","053",,,,,,,,,,,,"DECATUR",72,10
"G1900550","1980","2","4","Iowa","19",,"Delaware","055",,,,,,,,,,,,"DELAWARE",48,0
"G1900570","1980","2","4","Iowa","19",,"Des Moines","057",,,,,,,,,,,,"DES MOINES",478,45
"G1900590","1980","2","4","Iowa","19",,"Dickinson","059",,,,,,,,,,,,"DICKINSON",31,5
"G1900610","1980","2","4","Iowa","19","2200","Dubuque","061",,,,,,,,,,,,"DUBUQUE",355,112
"G1900630","1980","2","4","Iowa","19",,"Emmet","063",,,,,,,,,,,,"EMMET",22,14
"G1900650","1980","2","4","Iowa","19",,"Fayette","065",,,,,,,,,,,,"FAYETTE",259,0
"G1900670","1980","2","4","Iowa","19",,"Floyd","067",,,,,,,,,,,,"FLOYD",67,9
"G1900690","1980","2","4","Iowa","19",,"Franklin","069",,,,,,,,,,,,"FRANKLIN",96,9
"G1900710","1980","2","4","Iowa","19",,"Fremont","071",,,,,,,,,,,,"FREMONT",0,0
"G1900730","1980","2","4","Iowa","19",,"Greene","073",,,,,,,,,,,,"GREENE",0,0
"G1900750","1980","2","4","Iowa","19",,"Grundy","075",,,,,,,,,,,,"GRUNDY",0,0
"G1900770","1980","2","4","Iowa","19",,"Guthrie","077",,,,,,,,,,,,"GUTHRIE",33,0
"G1900790","1980","2","4","Iowa","19",,"Hamilton","079",,,,,,,,,,,,"HAMILTON",0,0
"G1900810","1980","2","4","Iowa","19",,"Hancock","081",,,,,,,,,,,,"HANCOCK",45,11
"G1900830","1980","2","4","Iowa","19",,"Hardin","083",,,,,,,,,,,,"HARDIN",41,6
"G1900850","1980","2","4","Iowa","19",,"Harrison","085",,,,,,,,,,,,"HARRISON",0,0
"G1900870","1980","2","4","Iowa","19",,"Henry","087",,,,,,,,,,,,"HENRY",92,12
"G1900890","1980","2","4","Iowa","19",,"Howard","089",,,,,,,,,,,,"HOWARD",0,0
"G1900910","1980","2","4","Iowa","19",,"Humboldt","091",,,,,,,,,,,,"HUMBOLDT",0,0
"G1900930","1980","2","4","Iowa","19",,"Ida","093",,,,,,,,,,,,"IDA",0,0
"G1900950","1980","2","4","Iowa","19",,"Iowa","095",,,,,,,,,,,,"IOWA",24,7
"G1900970","1980","2","4","Iowa","19",,"Jackson","097",,,,,,,,,,,,"JACKSON",39,6
"G1900990","1980","2","4","Iowa","19",,"Jasper","099",,,,,,,,,,,,"JASPER",79,3
"G1901010","1980","2","4","Iowa","19",,"Jefferson","101",,,,,,,,,,,,"JEFFERSON",13,40
"G1901030","1980","2","4","Iowa","19","3500","Johnson","103",,,,,,,,,,,,"JOHNSON",620,230
"G1901050","1980","2","4","Iowa","19",,"Jones","105",,,,,,,,,,,,"JONES",37,16
"G1901070","1980","2","4","Iowa","19",,"Keokuk","107",,,,,,,,,,,,"KEOKUK",36,7
"G1901090","1980","2","4","Iowa","19",,"Kossuth","109",,,,,,,,,,,,"KOSSUTH",72,12
"G1901110","1980","2","4","Iowa","19",,"Lee","111",,,,,,,,,,,,"LEE",772,19
"G1901130","1980","2","4","Iowa","19","1360","Linn","113",,,,,,,,,,,,"LINN",1099,285
"G1901150","1980","2","4","Iowa","19",,"Louisa","115",,,,,,,,,,,,"LOUISA",122,35
"G1901170","1980","2","4","Iowa","19",,"Lucas","117",,,,,,,,,,,,"LUCAS",11,14
"G1901190","1980","2","4","Iowa","19",,"Lyon","119",,,,,,,,,,,,"LYON",0,0
"G1901210","1980","2","4","Iowa","19",,"Madison","121",,,,,,,,,,,,"MADISON",68,0
"G1901230","1980","2","4","Iowa","19",,"Mahaska","123",,,,,,,,,,,,"MAHASKA",19,40
"G1901250","1980","2","4","Iowa","19",,"Marion","125",,,,,,,,,,,,"MARION",93,29
"G1901270","1980","2","4","Iowa","19",,"Marshall","127",,,,,,,,,,,,"MARSHALL",175,101
"G1901290","1980","2","4","Iowa","19",,"Mills","129",,,,,,,,,,,,"MILLS",47,15
"G1901310","1980","2","4","Iowa","19",,"Mitchell","131",,,,,,,,,,,,"MITCHELL",0,0
"G1901330","1980","2","4","Iowa","19",,"Monona","133",,,,,,,,,,,,"MONONA",0,0
"G1901350","1980","2","4","Iowa","19",,"Monroe","135",,,,,,,,,,,,"MONROE",0,0
"G1901370","1980","2","4","Iowa","19",,"Montgomery","137",,,,,,,,,,,,"MONTGOMERY",32,0
"G1901390","1980","2","4","Iowa","19",,"Muscatine","139",,,,,,,,,,,,"MUSCATINE",1593,448
"G1901410","1980","2","4","Iowa","19",,"O Brien","141",,,,,,,,,,,,"O@BRIEN",66,2
"G1901430","1980","2","4","Iowa","19",,"Osceola","143",,,,,,,,,,,,"OSCEOLA",0,0
"G1901450","1980","2","4","Iowa","19",,"Page","145",,,,,,,,,,,,"PAGE",105,8
"G1901470","1980","2","4","Iowa","19",,"Palo Alto","147",,,,,,,,,,,,"PALO ALTO",70,7
"G1901490","1980","2","4","Iowa","19",,"Plymouth","149",,,,,,,,,,,,"PLYMOUTH",105,0
"G1901510","1980","2","4","Iowa","19",,"Pocahontas","151",,,,,,,,,,,,"POCAHONTAS",0,0
"G1901530","1980","2","4","Iowa","19","2120","Polk","153",,,,,,,,,,,,"POLK",3783,652
"G1901550","1980","2","4","Iowa","19","5920","Pottawattamie","155",,,,,,,,,,,,"POTTAWATTAMIE",1116,343
"G1901570","1980","2","4","Iowa","19",,"Poweshiek","157",,,,,,,,,,,,"POWESHIEK",36,6
"G1901590","1980","2","4","Iowa","19",,"Ringgold","159",,,,,,,,,,,,"RINGGOLD",0,0
"G1901610","1980","2","4","Iowa","19",,"Sac","161",,,,,,,,,,,,"SAC",0,0
"G1901630","1980","2","4","Iowa","19","1960","Scott","163",,,,,,,,,,,,"SCOTT",3198,558
"G1901650","1980","2","4","Iowa","19",,"Shelby","165",,,,,,,,,,,,"SHELBY",0,0
"G1901670","1980","2","4","Iowa","19",,"Sioux","167",,,,,,,,,,,,"SIOUX",54,5
"G1901690","1980","2","4","Iowa","19",,"Story","169",,,,,,,,,,,,"STORY",321,107
"G1901710","1980","2","4","Iowa","19",,"Tama","171",,,,,,,,,,,,"TAMA",70,9
"G1901730","1980","2","4","Iowa","19",,"Taylor","173",,,,,,,,,,,,"TAYLOR",0,0
"G1901750","1980","2","4","Iowa","19",,"Union","175",,,,,,,,,,,,"UNION",52,13
"G1901770","1980","2","4","Iowa","19",,"Van Buren","177",,,,,,,,,,,,"VAN BUREN",26,13
"G1901790","1980","2","4","Iowa","19",,"Wapello","179",,,,,,,,,,,,"WAPELLO",131,95
"G1901810","1980","2","4","Iowa","19","2120","Warren","181",,,,,,,,,,,,"WARREN",199,14
"G1901830","1980","2","4","Iowa","19",,"Washington","183",,,,,,,,,,,,"WASHINGTON",132,8
"G1901850","1980","2","4","Iowa","19",,"Wayne","185",,,,,,,,,,,,"WAYNE",0,0
"G1901870","1980","2","4","Iowa","19",,"Webster","187",,,,,,,,,,,,"WEBSTER",419,165
"G1901890","1980","2","4","Iowa","19",,"Winnebago","189",,,,,,,,,,,,"WINNEBAGO",45,4
"G1901910","1980","2","4","Iowa","19",,"Winneshiek","191",,,,,,,,,,,,"WINNESHIEK",24,6
"G1901930","1980","2","4","Iowa","19","7720","Woodbury","193",,,,,,,,,,,,"WOODBURY",1031,208
"G1901950","1980","2","4","Iowa","19",,"Worth","195",,,,,,,,,,,,"WORTH",73,7
"G1901970","1980","2","4","Iowa","19",,"Wright","197",,,,,,,,,,,,"WRIGHT",149,46
"G2000010","1980","2","4","Kansas","20",,"Allen","001",,,,,,,,,,,,"ALLEN",130,6
"G2000030","1980","2","4","Kansas","20",,"Anderson","003",,,,,,,,,,,,"ANDERSON",47,9
"G2000050","1980","2","4","Kansas","20",,"Atchison","005",,,,,,,,,,,,"ATCHISON",245,24
"G2000070","1980","2","4","Kansas","20",,"Barber","007",,,,,,,,,,,,"BARBER",30,14
"G2000090","1980","2","4","Kansas","20",,"Barton","009",,,,,,,,,,,,"BARTON",392,48
"G2000110","1980","2","4","Kansas","20",,"Bourbon","011",,,,,,,,,,,,"BOURBON",54,71
"G2000130","1980","2","4","Kansas","20",,"Brown","013",,,,,,,,,,,,"BROWN",151,40
"G2000150","1980","2","4","Kansas","20","9040","Butler","015",,,,,,,,,,,,"BUTLER",422,83
"G2000170","1980","2","4","Kansas","20",,"Chase","017",,,,,,,,,,,,"CHASE",0,0
"G2000190","1980","2","4","Kansas","20",,"Chautauqua","019",,,,,,,,,,,,"CHAUTAUQUA",0,0
"G2000210","1980","2","4","Kansas","20",,"Cherokee","021",,,,,,,,,,,,"CHEROKEE",98,0
"G2000230","1980","2","4","Kansas","20",,"Cheyenne","023",,,,,,,,,,,,"CHEYENNE",0,0
"G2000250","1980","2","4","Kansas","20",,"Clark","025",,,,,,,,,,,,"CLARK",0,0
"G2000270","1980","2","4","Kansas","20",,"Clay","027",,,,,,,,,,,,"CLAY",49,4
"G2000290","1980","2","4","Kansas","20",,"Cloud","029",,,,,,,,,,,,"CLOUD",22,16
"G2000310","1980","2","4","Kansas","20",,"Coffey","031",,,,,,,,,,,,"COFFEY",0,0
"G2000330","1980","2","4","Kansas","20",,"Comanche","033",,,,,,,,,,,,"COMANCHE",0,0
"G2000350","1980","2","4","Kansas","20",,"Cowley","035",,,,,,,,,,,,"COWLEY",691,120
"G2000370","1980","2","4","Kansas","20",,"Crawford","037",,,,,,,,,,,,"CRAWFORD",160,75
"G2000390","1980","2","4","Kansas","20",,"Decatur","039",,,,,,,,,,,,"DECATUR",0,0
"G2000410","1980","2","4","Kansas","20",,"Dickinson","041",,,,,,,,,,,,"DICKINSON",267,100
"G2000430","1980","2","4","Kansas","20",,"Doniphan","043",,,,,,,,,,,,"DONIPHAN",119,9
"G2000450","1980","2","4","Kansas","20","4150","Douglas","045",,,,,,,,,,,,"DOUGLAS",940,284
"G2000470","1980","2","4","Kansas","20",,"Edwards","047",,,,,,,,,,,,"EDWARDS",124,38
"G2000490","1980","2","4","Kansas","20",,"Elk","049",,,,,,,,,,,,"ELK",30,10
"G2000510","1980","2","4","Kansas","20",,"Ellis","051",,,,,,,,,,,,"ELLIS",122,14
"G2000530","1980","2","4","Kansas","20",,"Ellsworth","053",,,,,,,,,,,,"ELLSWORTH",176,18
"G2000550","1980","2","4","Kansas","20",,"Finney","055",,,,,,,,,,,,"FINNEY",2666,792
"G2000570","1980","2","4","Kansas","20",,"Ford","057",,,,,,,,,,,,"FORD",1149,298
"G2000590","1980","2","4","Kansas","20",,"Franklin","059",,,,,,,,,,,,"FRANKLIN",301,65
"G2000610","1980","2","4","Kansas","20",,"Geary","061",,,,,,,,,,,,"GEARY",1201,388
"G2000630","1980","2","4","Kansas","20",,"Gove","063",,,,,,,,,,,,"GOVE",0,0
