GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,TRACTA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URB_AREAA,ANPSADPI,FF5001,FF5002,FF5003,FF5004,FF5005,FF5006,FF5007,FF5008,FF5009,FF5010,FF5011,FF5012,FF5013,FF5014,FF5015,FF5016,FF5017,FF5018,FF5019,FF5020,FF5021,FF5022,FF5023,FF5024,FF5025,FF5026,FF5027,FF5028,FF5029,FF5030,FF5AAA001,FF5AAA002,FF5AAA003,FF5AAA004,FF5AAA005,FF5AAA006,FF5AAA007,FF5AAA008,FF5AAA009,FF5AAA010,FF5AAA011,FF5AAA012,FF5AAA013,FF5AAA014,FF5AAA015,FF5AAA016,FF5AAA017,FF5AAA018,FF5AAA019,FF5AAA020,FF5AAA021,FF5AAA022,FF5AAA023,FF5AAA024,FF5AAA025,FF5AAA026,FF5AAA027,FF5AAA028,FF5AAA029,FF5AAA030,FF5AAB001,FF5AAB002,FF5AAB003,FF5AAB004,FF5AAB005,FF5AAB006,FF5AAB007,FF5AAB008,FF5AAB009,FF5AAB010,FF5AAB011,FF5AAB012,FF5AAB013,FF5AAB014,FF5AAB015,FF5AAB016,FF5AAB017,FF5AAB018,FF5AAB019,FF5AAB020,FF5AAB021,FF5AAB022,FF5AAB023,FF5AAB024,FF5AAB025,FF5AAB026,FF5AAB027,FF5AAB028,FF5AAB029,FF5AAB030,FF5AAC001,FF5AAC002,FF5AAC003,FF5AAC004,FF5AAC005,FF5AAC006,FF5AAC007,FF5AAC008,FF5AAC009,FF5AAC010,FF5AAC011,FF5AAC012,FF5AAC013,FF5AAC014,FF5AAC015,FF5AAC016,FF5AAC017,FF5AAC018,FF5AAC019,FF5AAC020,FF5AAC021,FF5AAC022,FF5AAC023,FF5AAC024,FF5AAC025,FF5AAC026,FF5AAC027,FF5AAC028,FF5AAC029,FF5AAC030,FF5AAG001,FF5AAG002,FF5AAG003,FF5AAG004,FF5AAG005,FF5AAG006,FF5AAG007,FF5AAG008,FF5AAG009,FF5AAG010,FF5AAG011,FF5AAG012,FF5AAG013,FF5AAG014,FF5AAG015,FF5AAG016,FF5AAG017,FF5AAG018,FF5AAG019,FF5AAG020,FF5AAG021,FF5AAG022,FF5AAG023,FF5AAG024,FF5AAG025,FF5AAG026,FF5AAG027,FF5AAG028,FF5AAG029,FF5AAG030,FF5AAW001,FF5AAW002,FF5AAW003,FF5AAW004,FF5AAW005,FF5AAW006,FF5AAW007,FF5AAW008,FF5AAW009,FF5AAW010,FF5AAW011,FF5AAW012,FF5AAW013,FF5AAW014,FF5AAW015,FF5AAW016,FF5AAW017,FF5AAW018,FF5AAW019,FF5AAW020,FF5AAW021,FF5AAW022,FF5AAW023,FF5AAW024,FF5AAW025,FF5AAW026,FF5AAW027,FF5AAW028,FF5AAW029,FF5AAW030,FF5AAX001,FF5AAX002,FF5AAX003,FF5AAX004,FF5AAX005,FF5AAX006,FF5AAX007,FF5AAX008,FF5AAX009,FF5AAX010,FF5AAX011,FF5AAX012,FF5AAX013,FF5AAX014,FF5AAX015,FF5AAX016,FF5AAX017,FF5AAX018,FF5AAX019,FF5AAX020,FF5AAX021,FF5AAX022,FF5AAX023,FF5AAX024,FF5AAX025,FF5AAX026,FF5AAX027,FF5AAX028,FF5AAX029,FF5AAX030,FF5ABR001,FF5ABR002,FF5ABR003,FF5ABR004,FF5ABR005,FF5ABR006,FF5ABR007,FF5ABR008,FF5ABR009,FF5ABR010,FF5ABR011,FF5ABR012,FF5ABR013,FF5ABR014,FF5ABR015,FF5ABR016,FF5ABR017,FF5ABR018,FF5ABR019,FF5ABR020,FF5ABR021,FF5ABR022,FF5ABR023,FF5ABR024,FF5ABR025,FF5ABR026,FF5ABR027,FF5ABR028,FF5ABR029,FF5ABR030,FF5ABS001,FF5ABS002,FF5ABS003,FF5ABS004,FF5ABS005,FF5ABS006,FF5ABS007,FF5ABS008,FF5ABS009,FF5ABS010,FF5ABS011,FF5ABS012,FF5ABS013,FF5ABS014,FF5ABS015,FF5ABS016,FF5ABS017,FF5ABS018,FF5ABS019,FF5ABS020,FF5ABS021,FF5ABS022,FF5ABS023,FF5ABS024,FF5ABS025,FF5ABS026,FF5ABS027,FF5ABS028,FF5ABS029,FF5ABS030
"G2600690","1990",,,,,,,"Iosco","069",,"3","9999",,"9999","2","Michigan","26",,"Iosco County",16,67,736,221,392,387,261,3593,1919,304,200,700,378,76,18,18,16,680,264,497,565,426,4364,1656,369,255,591,150,75,0,16,67,734,217,387,382,259,3484,1805,280,191,690,350,73,18,18,14,642,262,484,543,405,4202,1598,358,253,571,150,65,0,0,0,0,0,0,3,0,56,96,15,9,10,28,0,0,0,0,0,0,2,20,0,43,36,10,2,12,0,8,0,0,0,2,4,5,2,2,34,14,9,0,0,0,0,0,0,0,17,2,0,2,14,38,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,2,21,0,11,0,7,49,13,0,0,8,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,0,6,2,10,1,0,0,0,5,0,4,7,0,52,5,0,3,3,2,0,0,16,67,734,217,387,382,259,3465,1791,280,185,688,350,72,18,18,14,637,262,480,536,405,4182,1596,358,250,568,148,65,0,0,0,0,0,0,3,0,56,96,15,9,10,18,0,0,0,0,0,0,2,20,0,43,36,10,2,12,0,8,0
"G2600710","1990",,,,,,,"Iron","071",,"3","9999",,"9999","2","Michigan","26",,"Iron County",47,46,476,159,227,188,94,1816,653,166,52,344,166,45,11,27,21,458,163,284,237,166,2406,643,193,111,302,74,17,2,47,46,474,155,220,181,94,1808,651,161,52,342,166,45,11,27,21,452,163,284,231,166,2397,631,189,111,300,74,17,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,5,0,8,2,5,0,2,0,0,0,0,0,3,0,0,6,0,9,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,47,46,474,155,220,180,94,1802,645,161,52,342,164,45,11,27,21,452,163,284,231,164,2394,631,189,111,300,74,17,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600730","1990",,,,,,,"Isabella","073",,"3","9999",,"9999","2","Michigan","26",,"Isabella County",153,48,1032,307,529,359,317,4154,2175,393,228,1451,805,179,574,102,37,942,318,488,384,350,4905,2673,586,310,1601,802,101,189,141,36,981,274,494,327,303,4033,2117,371,221,1433,777,174,524,73,30,872,300,479,351,348,4770,2562,566,310,1559,777,98,166,10,4,2,0,2,0,0,21,6,0,2,8,23,2,14,21,0,0,0,0,0,0,16,12,5,0,14,11,0,3,0,8,25,22,31,32,13,63,27,9,5,7,2,0,5,0,7,40,16,8,31,2,102,70,9,0,4,0,3,0,0,0,0,0,0,0,0,0,7,7,0,3,3,1,31,6,0,12,2,0,0,0,15,12,4,0,19,12,0,20,2,0,24,11,2,0,1,37,18,6,0,0,0,2,0,2,0,18,0,1,2,0,2,17,2,0,5,2,0,0,2,0,28,11,13,4,1,46,37,6,0,6,3,6,2,4,0,26,16,6,4,0,28,17,8,0,10,22,0,0,141,36,977,274,483,323,303,4024,2098,371,221,1427,774,170,522,71,30,864,284,473,349,348,4744,2559,560,310,1549,757,98,166,10,4,2,0,2,0,0,21,6,0,2,8,23,2,14,21,0,0,0,0,0,0,16,12,5,0,14,11,0,3
"G2600750","1990",,,,,,,"Jackson","075",,"3","3520",,"9999","2","Michigan","26",,"Jackson County",261,298,2563,1326,2580,2511,1573,15469,11284,2111,2163,4747,1382,529,185,211,210,2453,1259,2734,2263,1408,17582,10484,2009,1755,3834,1386,377,102,212,206,2316,1186,2299,1924,1147,13958,9513,1874,1694,4522,1339,509,172,190,168,2181,1205,2549,2087,1311,16797,9814,1972,1601,3645,1325,333,97,40,83,167,75,275,555,419,1362,1634,194,426,186,20,0,13,12,28,209,47,149,162,82,664,593,37,128,125,61,28,0,0,0,66,19,0,11,0,55,33,18,0,0,0,0,0,0,0,27,1,23,0,0,65,31,0,9,20,0,0,5,9,0,0,0,6,0,4,14,15,0,14,17,23,20,0,9,13,7,4,6,0,13,4,20,0,17,24,0,16,0,0,9,14,46,0,21,3,80,89,25,29,22,0,0,0,0,1,29,2,7,14,2,52,26,0,0,20,0,0,0,0,26,36,48,13,26,13,138,206,34,44,26,7,0,0,0,1,78,12,7,23,16,160,88,14,2,20,6,0,0,212,189,2294,1184,2286,1919,1137,13900,9493,1865,1686,4518,1332,509,172,190,168,2132,1195,2549,2078,1311,16689,9736,1958,1599,3645,1319,333,97,40,83,167,75,275,555,419,1362,1537,194,419,186,20,0,13,12,28,209,47,149,162,68,664,593,37,128,125,61,28,0
"G2600770","1990",,,,,,,"Kalamazoo","077",,"3","3720",,"9999","2","Michigan","26",,"Kalamazoo County",279,298,2762,1634,2199,2022,1480,15796,13578,2208,1692,10660,4677,1852,1839,345,286,3106,1640,2406,2134,1734,21309,15133,3571,2537,11259,5097,714,437,184,209,2459,1481,1897,1721,1183,14537,12315,2078,1561,10076,4168,1765,1587,236,184,2672,1442,2200,1746,1378,19641,13494,3373,2348,10503,4675,676,403,89,54,193,116,258,237,274,963,1102,114,114,344,204,33,30,85,70,326,154,185,353,275,1412,1429,149,130,433,262,26,10,0,0,10,7,26,16,0,79,33,0,5,12,7,0,9,0,0,24,21,10,11,22,56,41,7,14,43,6,0,0,0,6,4,8,0,8,12,79,67,10,12,206,281,54,213,10,7,18,4,6,9,44,110,70,30,39,255,150,12,24,6,29,96,22,18,40,11,138,61,6,0,22,17,0,0,14,25,66,19,5,15,15,90,99,12,6,25,4,0,0,12,51,151,29,42,63,38,227,156,12,6,82,42,7,6,14,47,78,30,7,15,29,145,175,28,31,123,32,0,0,178,187,2404,1463,1873,1698,1156,14437,12258,2072,1555,10008,4143,1758,1581,236,162,2660,1431,2200,1746,1364,19589,13413,3361,2330,10398,4659,676,403,89,54,193,116,258,237,274,963,1058,114,114,344,204,33,30,85,70,326,154,185,353,275,1412,1427,145,130,433,256,26,10
"G2600790","1990",,,,,,,"Kalkaska","079",,"3","9999",,"9999","2","Michigan","26",,"Kalkaska County",28,13,436,163,357,281,135,1649,668,112,33,213,63,41,5,22,13,300,162,257,296,115,2085,533,144,77,191,85,8,0,24,13,430,159,348,277,135,1621,659,110,33,209,63,41,5,22,11,293,161,253,285,115,2061,522,144,74,189,85,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,9,4,0,23,0,2,0,4,0,0,0,0,0,7,1,4,11,0,11,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,2,0,0,0,0,5,9,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,2,0,2,0,0,0,8,7,0,0,0,0,0,0,24,13,430,159,348,277,135,1619,652,110,33,209,63,41,5,22,11,293,159,253,285,115,2055,520,144,74,189,85,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600810","1990",,,,,,,"Kent","081",,"3","3000",,"9999","2","Michigan","26",,"Kent County",739,815,7990,3674,6087,4928,4236,39955,30521,5364,5188,22587,7400,3314,1146,966,569,8654,3991,6879,5952,4711,55464,31776,7083,6572,20925,6334,1240,296,521,355,6607,3047,5464,4166,3540,36633,28147,4912,5004,21701,7081,3192,1094,679,297,7279,3288,6074,5095,3876,51415,28924,6541,6141,20058,5993,1192,273,113,213,769,441,483,568,495,2609,1852,327,140,518,195,62,24,137,138,844,475,651,735,679,3228,2333,447,347,540,255,19,23,0,15,33,18,82,72,0,183,129,18,16,43,0,9,8,0,4,56,39,50,53,13,298,202,16,5,84,18,0,0,27,27,96,42,23,16,99,179,180,53,12,219,98,33,20,68,31,152,61,34,17,65,241,140,38,37,199,54,23,0,78,205,485,126,35,106,102,351,213,54,16,106,26,18,0,82,99,323,128,70,52,78,282,177,41,42,44,14,6,0,110,234,703,165,65,182,164,629,420,85,48,248,69,25,0,135,123,514,161,161,71,171,584,301,131,81,153,50,19,0,489,326,6398,3012,5434,4107,3488,36365,27957,4881,4972,21554,7039,3185,1094,630,273,7108,3255,5996,5076,3783,51145,28827,6461,6105,19960,5963,1179,273,113,213,760,441,483,568,485,2599,1818,327,140,511,189,62,24,133,138,837,475,635,735,679,3203,2319,432,347,540,255,19,23
"G2600830","1990",,,,,,,"Keweenaw","083",,"3","9999",,"9999","2","Michigan","26",,"Keweenaw County",2,6,134,18,41,20,26,218,79,5,4,45,26,2,2,0,5,83,33,39,34,18,278,67,12,22,52,11,2,3,2,6,134,18,41,20,26,218,79,5,4,45,26,2,2,0,5,83,31,39,34,18,278,67,12,22,50,11,2,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,134,18,41,20,26,218,79,5,4,45,26,2,2,0,5,83,31,39,34,18,278,67,12,22,50,11,2,3,
"G2600850","1990",,,,,,,"Lake","085",,"3","9999",,"9999","2","Michigan","26",,"Lake County",31,33,377,172,227,236,113,927,398,104,27,139,46,9,15,22,23,315,168,235,199,145,1243,396,131,19,132,27,20,2,23,12,314,135,207,194,108,849,356,89,25,139,37,7,15,12,3,228,147,182,171,137,1139,315,118,15,108,23,20,2,8,21,55,31,20,42,5,75,42,11,2,0,9,2,0,10,20,87,21,51,28,8,87,81,13,4,24,4,0,0,0,0,8,6,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,23,12,314,135,207,194,108,847,356,89,25,139,37,7,15,12,3,228,147,182,171,137,1139,312,118,15,108,23,20,2,8,21,55,31,20,42,5,75,42,11,2,0,9,2,0,10,20,87,21,51,28,8,87,81,13,4,21,4,0,0
"G2600870","1990",,,,,,,"Lapeer","087",,"3","2162",,"2160","2","Michigan","26",,"Lapeer County",162,114,1479,608,1176,903,687,8236,5206,975,500,1381,624,210,76,339,87,1068,574,1212,1077,691,9791,4687,1035,583,1386,470,82,18,133,108,1447,561,1119,858,660,8037,5036,951,500,1330,622,210,76,328,68,1021,562,1201,1071,678,9647,4614,1022,569,1367,470,82,18,23,2,0,17,10,25,0,113,113,0,0,24,0,0,0,0,0,2,0,0,0,0,0,5,0,0,9,0,0,0,0,0,2,0,19,8,15,46,32,9,0,0,2,0,0,0,6,13,6,11,3,11,42,25,0,6,0,0,0,0,0,0,0,0,3,0,10,0,2,0,0,25,0,0,0,0,6,0,0,0,0,0,50,8,0,0,10,0,0,0,6,4,30,30,25,12,2,40,23,15,0,2,0,0,0,11,7,32,6,0,3,2,52,35,13,8,0,0,0,0,10,15,47,30,31,41,4,82,44,15,0,10,5,2,0,19,7,36,9,25,10,11,86,66,15,14,4,0,0,0,129,97,1430,561,1113,838,658,7995,5016,951,500,1322,617,208,76,320,68,1017,559,1176,1063,669,9613,4583,1020,569,1363,470,82,18,23,2,0,17,10,16,0,113,112,0,0,24,0,0,0,0,0,2,0,0,0,0,0,5,0,0,9,0,0,0
"G2600890","1990",,,,,,,"Leelanau","089",,"3","9999",,"9999","2","Michigan","26",,"Leelanau County",32,40,302,80,143,131,147,1560,1089,220,175,924,392,158,34,22,5,233,60,173,155,135,1972,1221,319,227,843,262,57,16,32,40,292,80,133,125,121,1516,1060,219,166,913,392,158,34,22,5,213,55,158,150,132,1899,1182,319,223,836,262,57,16,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,10,0,26,36,29,1,9,8,0,0,0,0,0,14,5,15,5,0,51,39,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0,0,0,14,0,0,0,7,0,0,0,0,0,8,0,0,6,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,2,8,0,3,8,0,9,4,2,0,2,2,0,0,0,0,5,0,4,0,3,13,9,5,0,6,0,0,0,32,38,292,80,130,123,121,1509,1056,217,166,913,390,158,34,22,5,211,55,154,150,132,1892,1178,314,223,830,262,57,16,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"G2600910","1990",,,,,,,"Lenawee","091",,"3","9999",,"9999","2","Michigan","26",,"Lenawee County",196,183,1968,985,1439,1107,825,9552,5469,1104,474,2208,918,331,115,278,158,1920,864,1433,1097,881,12015,5371,1220,546,2447,977,160,82,150,123,1792,868,1357,1050,756,9114,5167,1074,427,2186,913,320,105,225,96,1736,814,1372,1052,824,11781,5173,1212,519,2393,977,151,82,0,0,27,61,43,44,19,193,138,6,42,2,0,0,0,0,0,6,0,22,0,0,60,28,0,10,15,0,9,0,1,0,0,12,8,0,0,39,35,0,0,2,2,0,0,0,7,23,1,0,7,11,38,4,0,0,2,0,0,0,0,0,9,7,0,0,11,11,0,22,2,2,3,11,0,9,10,13,0,2,0,11,35,24,0,15,37,0,0,0,45,60,140,37,31,13,39,195,129,2,3,16,0,0,10,44,45,142,49,37,38,35,101,142,8,2,0,0,0,0,48,66,160,83,91,46,83,336,207,22,17,17,7,2,10,89,73,215,61,60,42,73,289,252,18,17,24,7,0,0,148,117,1769,822,1297,1017,712,8999,5085,1054,427,2175,906,318,105,180,82,1679,802,1343,1048,797,11598,5068,1202,504,2369,970,151,82,0,0,27,61,43,44,19,179,138,6,28,2,0,0,0,0,0,6,0,22,0,0,60,28,0,10,15,0,9,0
"G2600930","1990",,,,,,,"Livingston","093",,"3","2162",,"2160","2","Michigan","26",,"Livingston County",144,100,1187,637,1268,1188,979,9958,9377,1614,1220,5369,1976,505,189,132,28,971,545,1191,1081,989,13486,9125,1735,1236,4097,1597,355,64,136,100,1171,629,1246,1181,967,9776,9153,1603,1203,5285,1969,505,171,124,28,955,543,1164,1076,976,13343,8997,1724,1228,4064,1576,349,64,0,0,0,8,5,7,12,53,84,7,6,13,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,8,0,16,0,7,0,0,97,87,0,5,23,0,0,0,8,0,6,2,7,5,0,88,63,11,8,0,15,0,0,0,0,0,0,0,0,0,14,6,0,6,41,7,0,18,0,0,7,0,14,0,13,43,18,0,0,33,6,6,0,0,0,0,0,10,0,0,18,47,4,0,7,0,0,0,0,0,3,0,6,0,0,12,6,0,0,0,0,0,0,0,6,0,0,16,0,11,84,92,4,12,19,6,8,5,0,0,11,0,28,0,0,34,58,0,0,9,7,0,0,136,94,1171,629,1240,1181,956,9710,9108,1603,1191,5273,1963,497,166,124,28,947,543,1142,1076,976,13321,8957,1724,1228,4055,1569,349,64,0,0,0,8,5,7,12,53,84,7,6,13,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
"G2600950","1990",,,,,,,"Luce","095",,"3","9999",,"9999","2","Michigan","26",,"Luce County",47,25,219,84,117,81,43,657,279,34,18,136,44,25,6,22,8,164,80,127,87,55,891,276,95,38,101,38,14,0,47,21,212,78,110,75,38,624,262,34,16,136,41,20,6,22,8,154,76,122,84,55,846,270,95,38,101,38,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,7,6,5,31,17,0,2,0,3,5,0,0,0,10,4,5,3,0,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,47,21,212,78,110,75,38,624,262,34,16,136,41,20,4,22,8,154,76,122,84,55,846,268,95,38,101,38,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600970","1990",,,,,,,"Mackinac","097",,"3","9999",,"9999","2","Michigan","26",,"Mackinac County",22,44,382,118,207,159,83,1299,550,93,30,275,86,55,13,32,15,357,128,217,186,98,1644,521,141,85,271,22,16,7,16,28,342,101,159,143,75,1118,501,83,30,266,85,55,13,28,13,314,101,171,139,85,1455,487,133,82,258,22,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,40,17,48,16,8,181,47,10,0,9,1,0,0,4,2,43,27,46,47,13,189,32,8,3,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,16,28,340,101,159,143,75,1118,501,83,30,266,85,55,13,28,13,314,101,171,139,85,1455,485,133,82,257,22,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600990","1990",,,,,,,"Macomb","099",,"3","2162",,"2160","2","Michigan","26",,"Macomb County",1133,1400,12116,6264,10108,9344,7744,64786,55949,9913,7508,24588,8750,3123,918,1662,2215,16718,7390,12256,11403,9218,96176,48733,8855,7810,18110,6285,1648,200,1069,1283,11815,6126,9788,9090,7511,63299,54797,9740,7260,23620,8302,2978,849,1532,2109,16263,7162,11859,11078,8915,94350,47335,8660,7538,17044,6078,1535,194,4,69,114,69,174,154,166,823,586,60,117,282,111,0,0,43,13,218,86,175,164,108,918,793,76,135,257,62,27,0,0,12,38,28,73,46,39,313,153,35,11,50,0,5,7,0,12,50,50,79,59,15,301,237,32,31,33,27,21,0,44,27,116,27,60,41,28,283,318,56,107,570,317,132,62,87,71,165,83,129,92,159,537,281,87,99,743,118,45,6,16,9,33,14,13,13,0,68,95,22,13,66,20,8,0,0,10,22,9,14,10,21,70,87,0,7,33,0,20,0,29,25,88,71,79,75,52,344,453,79,54,199,51,48,8,36,30,77,32,64,87,88,598,428,42,51,176,41,34,8,1056,1267,11760,6069,9722,9036,7459,63026,54444,9695,7226,23494,8270,2946,841,1496,2095,16202,7148,11815,11001,8856,93851,47030,8624,7494,16896,6052,1512,186,4,69,114,69,174,154,166,823,586,60,117,275,111,0,0,43,13,218,80,175,164,108,912,780,76,135,257,62,27,0
"G2601010","1990",,,,,,,"Manistee","101",,"3","9999",,"9999","2","Michigan","26",,"Manistee County",18,48,671,213,394,329,185,2846,1054,253,107,519,219,104,11,20,20,687,237,541,347,194,3266,1173,319,165,517,125,35,2,18,44,655,203,392,327,178,2784,1037,253,107,515,219,104,11,20,20,681,230,530,333,190,3250,1164,314,165,517,125,35,2,0,4,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,2,2,47,6,0,0,2,0,0,0,0,0,3,3,7,6,4,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,8,0,0,5,10,3,0,0,0,0,0,0,0,0,0,0,4,8,0,5,0,0,0,0,0,0,0,0,0,4,8,4,2,7,31,6,0,0,2,0,2,0,0,0,3,0,4,8,6,30,12,0,0,3,2,0,0,18,44,655,203,388,325,176,2763,1034,253,107,513,219,102,11,20,20,678,230,530,333,184,3225,1154,314,165,514,123,35,2,0,4,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"G2601030","1990",,,,,,,"Marquette","103",,"3","9999",,"9999","2","Michigan","26",,"Marquette County",83,67,1364,442,774,736,488,7034,4399,797,368,2891,1021,421,318,101,62,1174,480,800,610,545,8110,3773,1019,571,2816,872,169,81,72,60,1329,373,711,697,463,6829,4130,778,353,2845,1009,399,311,95,62,1146,460,762,589,523,7966,3608,982,548,2774,857,150,72,11,5,28,53,50,35,5,122,166,12,11,24,0,3,7,0,0,0,0,0,0,2,18,32,14,0,6,3,3,5,0,2,7,5,13,4,17,70,43,7,2,7,12,7,0,0,0,17,20,29,17,6,66,94,2,12,16,0,2,0,0,0,0,0,0,0,0,2,42,0,2,9,0,12,0,6,0,9,0,9,2,12,57,32,18,11,17,12,14,4,0,0,0,11,0,0,3,11,18,0,0,6,0,0,0,0,0,2,0,0,2,2,3,7,3,0,3,0,0,0,0,0,0,11,0,0,3,31,60,0,0,12,6,0,0,0,0,4,1,2,2,2,17,31,15,0,12,12,0,0,72,60,1329,373,711,697,463,6816,4098,778,353,2835,1003,399,311,95,62,1146,459,762,589,523,7954,3584,970,548,2765,847,150,72,11,5,28,53,50,35,5,115,164,12,11,24,0,3,7,0,0,0,0,0,0,2,18,32,14,0,6,3,3,5
"G2601050","1990",,,,,,,"Mason","105",,"3","9999",,"9999","2","Michigan","26",,"Mason County",8,31,696,191,423,268,286,3065,1458,326,121,618,260,153,19,34,26,727,230,474,332,284,3643,1506,435,244,687,169,80,2,8,29,684,177,401,263,274,3009,1437,326,119,611,257,153,19,34,26,698,222,458,326,281,3596,1491,421,234,684,167,80,2,0,0,2,0,0,0,5,21,8,0,0,0,0,0,0,0,0,0,0,11,0,3,9,1,3,0,0,2,0,0,0,0,0,3,7,5,7,17,4,0,2,7,1,0,0,0,0,9,6,5,6,0,22,5,9,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,2,10,11,15,0,0,18,5,0,0,0,0,0,0,0,0,20,2,0,0,0,16,6,0,5,0,0,0,0,3,6,14,18,15,5,1,20,9,4,0,3,0,3,0,0,4,24,4,0,0,3,41,20,0,5,0,0,0,0,5,25,680,170,401,258,273,2997,1433,322,119,608,257,150,19,34,22,694,220,458,326,278,3575,1477,421,234,684,167,80,2,0,0,2,0,0,0,5,21,8,0,0,0,0,0,0,0,0,0,0,11,0,3,9,1,3,0,0,2,0,0
