GISJOIN,YEAR,COUNTY,COUNTYA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,ANPSADPI,EKT001,EKT002,EKT003,EKT004,EKT005,EKT006,EKT007,EKT008,EKT009,EKT010,EKT011,EKT012,EKT013,EKT014,EKT015,EKT016,EKT017,EKT018,EKT019,EKT020
"G1300770","1990","Coweta","077","5","0520",,"9999","3","Georgia","13","Coweta County",38531,8406,26,75,0,159,0,0,0,29,2501,3487,18,54,0,11,8,0,0,0
"G1300790","1990","Crawford","079","5","9999",,"9999","3","Georgia","13","Crawford County",5502,1917,73,0,0,18,23,0,0,63,444,777,0,0,0,0,3,0,0,10
"G1300810","1990","Crisp","081","5","9999",,"9999","3","Georgia","13","Crisp County",10027,3736,37,24,5,5,16,0,0,0,1429,4207,0,20,0,6,0,0,0,0
"G1300830","1990","Dade","083","5","1560",,"9999","3","Georgia","13","Dade County",10662,32,8,12,0,0,0,0,0,3,1759,0,21,4,0,38,0,0,0,13
"G1300850","1990","Dawson","085","5","9999",,"9999","3","Georgia","13","Dawson County",7984,27,115,0,0,34,0,0,0,0,1201,0,0,0,0,0,0,0,0,0
"G1300870","1990","Decatur","087","5","9999",,"9999","3","Georgia","13","Decatur County",12971,5759,92,39,0,126,85,0,4,5,1832,3829,0,0,1,99,48,0,0,0
"G1300890","1990","DeKalb","089","5","0520",,"9999","3","Georgia","13","DeKalb County",264590,191587,760,13568,434,6092,792,58,237,4109,13544,34217,131,1939,27,1506,179,0,5,1231
"G1300910","1990","Dodge","091","5","9999",,"9999","3","Georgia","13","Dodge County",10506,2430,0,0,0,30,0,0,0,0,1724,1887,0,0,0,11,2,0,0,0
"G1300930","1990","Dooly","093","5","9999",,"9999","3","Georgia","13","Dooly County",4157,2304,5,17,0,0,17,0,7,0,738,2406,0,22,0,14,0,0,0,11
"G1300950","1990","Dougherty","095","5","0120",,"9999","3","Georgia","13","Dougherty County",42521,27392,203,387,5,301,106,0,0,176,3495,19206,43,57,8,24,76,38,16,39
"G1300970","1990","Douglas","097","5","0520",,"9999","3","Georgia","13","Douglas County",60110,4125,279,315,0,546,0,0,6,180,3334,1119,0,77,24,67,8,0,0,0
"G1300990","1990","Early","099","5","9999",,"9999","3","Georgia","13","Early County",5432,2444,36,9,0,9,26,0,0,0,1001,2565,8,0,0,7,54,0,0,0
"G1301010","1990","Echols","101","5","9999",,"9999","3","Georgia","13","Echols County",1724,219,38,4,0,6,0,0,0,0,265,47,1,0,0,13,0,0,0,15
"G1301030","1990","Effingham","103","5","7520",,"9999","3","Georgia","13","Effingham County",19918,2183,74,26,0,104,0,0,4,2,1822,1377,24,13,20,0,0,0,0,0
"G1301050","1990","Elbert","105","5","9999",,"9999","3","Georgia","13","Elbert County",11070,3645,11,72,6,92,0,0,9,14,1661,1880,8,43,0,44,33,0,0,0
"G1301070","1990","Emanuel","107","5","9999",,"9999","3","Georgia","13","Emanuel County",11356,3495,3,73,0,36,14,0,0,7,2124,2988,28,18,0,0,18,0,0,0
"G1301090","1990","Evans","109","5","9999",,"9999","3","Georgia","13","Evans County",4638,1587,2,5,0,14,6,0,0,2,895,1149,0,2,0,8,7,0,0,63
"G1301110","1990","Fannin","111","5","9999",,"9999","3","Georgia","13","Fannin County",13062,3,7,18,0,16,0,0,0,5,2719,2,9,0,0,0,0,0,0,0
"G1301130","1990","Fayette","113","5","0520",,"9999","3","Georgia","13","Fayette County",55532,2865,33,1151,11,504,22,0,0,352,1306,260,19,13,0,8,8,0,0,9
"G1301150","1990","Floyd","115","5","9999",,"9999","3","Georgia","13","Floyd County",59027,7158,99,340,0,328,48,0,0,204,7172,3323,21,5,32,40,7,0,0,6
"G1301170","1990","Forsyth","117","5","0520",,"9999","3","Georgia","13","Forsyth County",40086,0,169,40,0,130,0,0,0,234,2933,0,21,0,0,0,0,0,0,0
"G1301190","1990","Franklin","119","5","9999",,"9999","3","Georgia","13","Franklin County",12462,1048,18,33,0,4,0,0,0,2,2043,565,48,12,0,11,0,0,0,2
"G1301210","1990","Fulton","121","5","0520",,"9999","3","Georgia","13","Fulton County",276944,219265,654,5957,160,5412,683,55,126,3237,18458,92050,208,1629,59,703,360,0,30,2014
"G1301230","1990","Gilmer","123","5","9999",,"9999","3","Georgia","13","Gilmer County",10859,0,58,0,0,33,0,0,0,17,2116,0,2,0,0,60,0,0,0,0
"G1301250","1990","Glascock","125","5","9999",,"9999","3","Georgia","13","Glascock County",1653,197,1,0,0,5,0,0,0,0,292,83,0,0,0,0,0,0,0,0
"G1301270","1990","Glynn","127","5","9999",,"9999","3","Georgia","13","Glynn County",41663,10360,83,178,8,360,0,6,0,97,3531,5171,21,44,0,11,16,0,0,0
"G1301290","1990","Gordon","129","5","9999",,"9999","3","Georgia","13","Gordon County",29606,922,37,59,0,38,25,0,0,92,3438,335,16,43,4,16,0,0,0,0
"G1301310","1990","Grady","131","5","9999",,"9999","3","Georgia","13","Grady County",11384,3904,101,18,0,42,48,0,0,38,2063,2222,11,0,0,61,44,0,0,45
"G1301330","1990","Greene","133","5","9999",,"9999","3","Georgia","13","Greene County",5051,3616,31,0,0,10,15,0,0,9,708,2172,0,0,0,30,17,0,0,0
"G1301350","1990","Gwinnett","135","5","0520",,"9999","3","Georgia","13","Gwinnett County",303604,15619,762,9129,160,5005,120,33,57,2155,10645,1856,110,674,10,309,0,0,22,325
"G1301370","1990","Habersham","137","5","9999",,"9999","3","Georgia","13","Habersham County",21585,450,44,538,8,102,0,0,0,78,2735,143,14,2,0,16,0,0,0,72
"G1301390","1990","Hall","139","5","9999",,"9999","3","Georgia","13","Hall County",74650,5591,171,480,10,668,20,0,2,2180,6608,2117,55,39,0,238,0,2,0,898
"G1301410","1990","Hancock","141","5","9999",,"9999","3","Georgia","13","Hancock County",1483,4611,0,0,0,0,0,0,0,0,265,2351,12,0,0,0,0,0,0,0
"G1301430","1990","Haralson","143","5","9999",,"9999","3","Georgia","13","Haralson County",17382,978,36,23,0,28,0,0,0,9,2687,380,0,0,0,38,0,0,12,0
"G1301450","1990","Harris","145","5","9999",,"9999","3","Georgia","13","Harris County",11775,3255,51,29,0,31,1,0,0,35,1226,1167,14,0,0,0,0,0,0,0
"G1301470","1990","Hart","147","5","9999",,"9999","3","Georgia","13","Hart County",13655,2885,11,20,0,37,0,12,0,12,1702,1040,0,0,0,0,0,0,0,0
"G1301490","1990","Heard","149","5","9999",,"9999","3","Georgia","13","Heard County",6132,698,0,38,0,8,3,0,0,0,1190,421,2,6,0,0,0,0,0,0
"G1301510","1990","Henry","151","5","0520",,"9999","3","Georgia","13","Henry County",48930,4774,91,348,0,236,0,8,0,141,2273,1136,15,37,0,47,0,0,0,6
"G1301530","1990","Houston","153","5","4680",,"9999","3","Georgia","13","Houston County",62379,13996,208,871,12,817,26,15,30,215,3957,5018,56,61,0,99,5,0,0,76
"G1301550","1990","Irwin","155","5","9999",,"9999","3","Georgia","13","Irwin County",4844,1336,0,20,0,0,0,0,0,0,1080,1228,8,0,0,0,0,0,0,0
"G1301570","1990","Jackson","157","5","0500",,"9999","3","Georgia","13","Jackson County",22768,2262,59,65,0,52,4,0,2,16,3648,447,19,2,12,29,0,0,0,0
"G1301590","1990","Jasper","159","5","9999",,"9999","3","Georgia","13","Jasper County",4811,1971,32,8,0,49,0,0,0,27,519,926,0,0,0,0,0,0,0,8
"G1301610","1990","Jeff Davis","161","5","9999",,"9999","3","Georgia","13","Jeff Davis County",8575,1052,6,0,0,22,0,0,0,28,1454,752,0,0,0,25,0,0,0,11
"G1301630","1990","Jefferson","163","5","9999",,"9999","3","Georgia","13","Jefferson County",6467,5173,1,9,0,6,0,0,0,7,1053,4254,0,0,0,0,5,0,0,0
"G1301650","1990","Jenkins","165","5","9999",,"9999","3","Georgia","13","Jenkins County",4036,1786,0,9,0,0,0,0,0,0,661,1569,5,0,0,0,0,0,0,12
"G1301670","1990","Johnson","167","5","9999",,"9999","3","Georgia","13","Johnson County",4581,1679,0,32,0,24,17,0,0,0,755,1053,0,0,0,0,1,0,0,0
"G1301690","1990","Jones","169","5","4680",,"9999","3","Georgia","13","Jones County",14115,4041,42,32,0,13,0,0,0,0,1058,1133,0,7,0,0,0,0,0,4
"G1301710","1990","Lamar","171","5","9999",,"9999","3","Georgia","13","Lamar County",7476,3120,15,2,0,33,0,0,0,2,842,1228,9,0,0,0,0,0,0,0
"G1301730","1990","Lanier","173","5","9999",,"9999","3","Georgia","13","Lanier County",3066,949,0,0,0,27,5,0,0,0,893,500,10,0,0,0,0,9,0,0
"G1301750","1990","Laurens","175","5","9999",,"9999","3","Georgia","13","Laurens County",22774,7751,16,162,0,38,46,0,0,0,2841,5061,8,4,0,8,19,0,0,0
"G1301770","1990","Lee","177","5","0120",,"9999","3","Georgia","13","Lee County",11779,1584,46,3,0,114,3,0,0,35,912,1029,0,0,0,10,3,0,0,0
"G1301790","1990","Liberty","179","5","9999",,"9999","3","Georgia","13","Liberty County",20906,13114,150,959,97,867,116,0,13,961,2647,4457,37,79,3,61,95,0,9,357
"G1301810","1990","Lincoln","181","5","9999",,"9999","3","Georgia","13","Lincoln County",4082,1987,0,0,0,0,26,0,0,0,505,809,0,0,0,0,7,0,0,0
"G1301830","1990","Long","183","5","9999",,"9999","3","Georgia","13","Long County",3780,698,16,37,0,67,2,0,6,63,814,584,1,6,4,7,0,0,0,33
"G1301850","1990","Lowndes","185","5","9999",,"9999","3","Georgia","13","Lowndes County",42266,13924,193,529,8,365,8,0,15,72,5277,8476,126,28,0,122,36,19,0,161
"G1301870","1990","Lumpkin","187","5","9999",,"9999","3","Georgia","13","Lumpkin County",10762,138,251,69,0,39,0,0,0,0,1936,0,52,0,0,32,0,0,0,10
"G1301890","1990","McDuffie","189","5","0600",,"9999","3","Georgia","13","McDuffie County",11178,4260,39,17,0,24,13,0,0,17,1376,2884,12,0,0,14,7,0,0,0
"G1301910","1990","McIntosh","191","5","9999",,"9999","3","Georgia","13","McIntosh County",4111,2538,0,0,0,2,9,0,0,0,713,1169,0,0,0,28,0,0,0,0
"G1301930","1990","Macon","193","5","9999",,"9999","3","Georgia","13","Macon County",4470,4493,28,15,0,0,0,0,2,0,628,2952,0,27,33,7,20,0,0,50
"G1301950","1990","Madison","195","5","0500",,"9999","3","Georgia","13","Madison County",16396,1182,19,33,0,41,9,0,0,18,2674,543,2,44,0,2,0,0,0,28
"G1301970","1990","Marion","197","5","9999",,"9999","3","Georgia","13","Marion County",2627,1294,7,0,0,18,7,0,0,0,521,975,52,0,0,0,2,0,0,0
"G1301990","1990","Meriwether","199","5","9999",,"9999","3","Georgia","13","Meriwether County",10204,6642,0,21,6,43,4,0,1,16,1706,3168,0,3,0,8,0,0,0,0
"G1302010","1990","Miller","201","5","9999",,"9999","3","Georgia","13","Miller County",3696,1049,21,0,0,13,2,0,0,0,726,622,1,0,0,8,0,0,0,0
"G1302050","1990","Mitchell","205","5","9999",,"9999","3","Georgia","13","Mitchell County",8890,5203,5,3,0,16,13,13,0,22,1356,4309,0,8,0,10,7,4,0,18
"G1302070","1990","Monroe","207","5","9999",,"9999","3","Georgia","13","Monroe County",10270,3773,46,0,0,61,0,0,0,14,834,1389,0,14,0,21,0,0,12,0
"G1302090","1990","Montgomery","209","5","9999",,"9999","3","Georgia","13","Montgomery County",4036,996,0,5,0,8,0,0,0,12,689,844,0,2,0,13,0,3,0,94
"G1302110","1990","Morgan","211","5","9999",,"9999","3","Georgia","13","Morgan County",7416,3228,14,33,0,66,0,0,0,15,753,1141,0,0,0,0,0,0,0,2
"G1302130","1990","Murray","213","5","9999",,"9999","3","Georgia","13","Murray County",22804,10,13,27,0,103,0,7,0,5,2784,57,13,16,0,28,0,0,0,42
"G1302150","1990","Muscogee","215","5","1800",,"9999","3","Georgia","13","Muscogee County",90057,43093,300,1966,71,1810,321,18,164,1738,9057,21820,93,249,34,236,130,0,13,309
"G1302170","1990","Newton","217","5","0520",,"9999","3","Georgia","13","Newton County",28414,6439,12,54,2,99,17,0,0,0,3032,2730,11,0,3,21,0,0,0,76
"G1302190","1990","Oconee","219","5","0500",,"9999","3","Georgia","13","Oconee County",14946,949,60,27,0,79,0,0,0,2,982,331,11,0,0,38,15,0,0,0
"G1302210","1990","Oglethorpe","221","5","9999",,"9999","3","Georgia","13","Oglethorpe County",6434,1608,20,3,0,18,0,0,0,0,762,764,11,2,0,8,3,0,0,8
"G1302230","1990","Paulding","223","5","0520",,"9999","3","Georgia","13","Paulding County",36042,1074,156,120,2,160,0,0,0,41,3056,509,27,4,0,10,0,0,0,0
"G1302250","1990","Peach","225","5","4680",,"9999","3","Georgia","13","Peach County",9927,5037,76,68,0,42,34,0,0,27,703,3906,0,29,0,0,22,0,0,141
"G1302270","1990","Pickens","227","5","9999",,"9999","3","Georgia","13","Pickens County",12173,156,36,10,0,16,0,0,0,14,1757,44,7,0,0,0,0,6,0,0
"G1302290","1990","Pierce","229","5","9999",,"9999","3","Georgia","13","Pierce County",9480,803,16,0,0,29,0,0,0,60,2069,738,0,0,0,0,0,0,0,0
"G1302310","1990","Pike","231","5","9999",,"9999","3","Georgia","13","Pike County",7182,1416,34,24,0,4,22,0,0,0,783,555,0,0,0,1,0,0,0,0
"G1302330","1990","Polk","233","5","9999",,"9999","3","Georgia","13","Polk County",24137,3244,26,49,0,135,37,0,0,301,3961,1382,14,0,0,17,35,0,0,28
"G1302350","1990","Pulaski","235","5","9999",,"9999","3","Georgia","13","Pulaski County",4521,1337,7,24,0,23,0,0,0,121,675,1239,0,0,0,0,20,0,0,0
"G1302370","1990","Putnam","237","5","9999",,"9999","3","Georgia","13","Putnam County",8223,3181,0,78,0,4,0,0,0,82,880,1283,0,73,0,8,0,0,0,27
"G1302390","1990","Quitman","239","5","9999",,"9999","3","Georgia","13","Quitman County",946,525,5,0,0,0,0,0,0,0,147,575,5,0,0,0,0,0,0,0
"G1302410","1990","Rabun","241","5","9999",,"9999","3","Georgia","13","Rabun County",9787,38,28,0,0,19,0,0,0,17,1515,3,19,8,0,7,0,0,0,9
"G1302430","1990","Randolph","243","5","9999",,"9999","3","Georgia","13","Randolph County",2758,2116,8,0,0,0,4,0,0,0,346,2392,2,0,0,0,0,0,0,0
"G1302450","1990","Richmond","245","5","0600",,"9999","3","Georgia","13","Richmond County",87524,53033,322,2914,85,1319,171,40,106,1111,9300,22358,209,234,60,197,89,7,14,122
"G1302470","1990","Rockdale","247","5","0520",,"9999","3","Georgia","13","Rockdale County",45627,3512,168,444,24,281,0,0,0,129,2426,754,20,6,0,40,0,0,0,43
"G1302490","1990","Schley","249","5","9999",,"9999","3","Georgia","13","Schley County",2128,699,7,0,0,5,0,0,0,22,190,510,0,0,0,0,0,0,0,10
"G1302510","1990","Screven","251","5","9999",,"9999","3","Georgia","13","Screven County",6682,3791,0,24,0,10,0,0,0,0,785,2284,0,34,0,0,2,0,7,0
"G1302530","1990","Seminole","253","5","9999",,"9999","3","Georgia","13","Seminole County",4547,1512,0,2,0,220,0,0,0,0,905,1341,0,0,0,283,28,0,20,0
"G1302550","1990","Spalding","255","5","0520",,"9999","3","Georgia","13","Spalding County",34363,10275,85,172,0,176,0,0,0,39,3146,5128,5,22,0,7,14,0,0,30
"G1302570","1990","Stephens","257","5","9999",,"9999","3","Georgia","13","Stephens County",16764,1871,2,50,0,92,7,0,0,48,2956,814,18,9,0,22,0,0,0,25
"G1302590","1990","Stewart","259","5","9999",,"9999","3","Georgia","13","Stewart County",1859,1926,11,0,0,5,0,0,0,5,150,1591,0,0,0,0,0,0,0,0
"G1302610","1990","Sumter","261","5","9999",,"9999","3","Georgia","13","Sumter County",13344,7963,91,146,0,57,7,0,0,8,1368,5672,1,0,0,22,54,0,0,30
"G1302630","1990","Talbot","263","5","9999",,"9999","3","Georgia","13","Talbot County",2216,2641,9,0,0,9,4,0,0,0,176,1404,0,0,0,37,0,0,0,2
"G1302650","1990","Taliaferro","265","5","9999",,"9999","3","Georgia","13","Taliaferro County",638,650,0,6,0,0,2,0,0,0,89,509,0,2,0,0,6,0,0,0
"G1302670","1990","Tattnall","267","5","9999",,"9999","3","Georgia","13","Tattnall County",9666,2207,12,6,0,12,18,0,0,161,1509,1643,0,10,15,32,15,0,0,172
"G1302690","1990","Taylor","269","5","9999",,"9999","3","Georgia","13","Taylor County",3668,1672,2,5,0,9,2,0,2,6,634,1606,0,0,0,0,1,0,0,3
"G1302710","1990","Telfair","271","5","9999",,"9999","3","Georgia","13","Telfair County",5592,2155,3,0,0,0,2,0,0,10,1402,1514,0,0,0,0,0,0,0,2
"G1302730","1990","Terrell","273","5","9999",,"9999","3","Georgia","13","Terrell County",3785,3603,5,0,0,5,0,0,0,5,386,2653,3,0,0,0,0,0,0,0
"G1302750","1990","Thomas","275","5","9999",,"9999","3","Georgia","13","Thomas County",21230,8131,46,24,10,94,20,0,0,99,2258,6274,23,0,0,38,1,0,0,88
"G1302770","1990","Tift","277","5","9999",,"9999","3","Georgia","13","Tift County",20809,4648,15,131,0,227,47,0,0,273,2773,4370,33,0,0,310,39,0,13,213
"G1302790","1990","Toombs","279","5","9999",,"9999","3","Georgia","13","Toombs County",14626,2813,59,80,0,84,0,0,0,282,2537,2747,7,14,0,61,0,0,0,287
"G1302810","1990","Towns","281","5","9999",,"9999","3","Georgia","13","Towns County",5422,0,20,5,0,18,0,0,0,0,892,0,0,0,0,0,0,0,0,0
"G1302830","1990","Treutlen","283","5","9999",,"9999","3","Georgia","13","Treutlen County",3285,1036,8,0,0,0,0,0,0,0,678,928,0,0,0,5,0,0,0,0
"G1302850","1990","Troup","285","5","9999",,"9999","3","Georgia","13","Troup County",34133,10863,43,270,0,106,0,0,0,22,3328,5408,28,0,0,28,0,0,0,72
"G1302870","1990","Turner","287","5","9999",,"9999","3","Georgia","13","Turner County",4402,1477,0,14,0,12,0,0,0,0,648,2024,0,22,0,0,0,0,0,0
"G1302890","1990","Twiggs","289","5","9999",,"9999","3","Georgia","13","Twiggs County",4487,2630,14,4,0,0,6,0,0,0,694,1806,0,0,0,5,0,0,0,0
"G1302910","1990","Union","291","5","9999",,"9999","3","Georgia","13","Union County",9550,0,23,19,0,21,0,0,0,0,2142,0,10,0,0,0,0,0,0,0
"G1302930","1990","Upson","293","5","9999",,"9999","3","Georgia","13","Upson County",16682,5214,10,75,0,42,0,0,0,1,1807,1952,0,0,0,10,0,0,0,25
"G1302950","1990","Walker","295","5","1560",,"9999","3","Georgia","13","Walker County",48332,1345,120,143,2,106,7,0,7,23,6711,571,23,0,0,18,0,0,0,3
"G1302970","1990","Walton","297","5","0520",,"9999","3","Georgia","13","Walton County",28066,4641,40,111,14,197,8,0,0,44,2645,2279,11,54,0,29,0,0,0,6
"G1302990","1990","Ware","299","5","9999",,"9999","3","Georgia","13","Ware County",21550,4808,72,118,0,54,0,0,0,37,3516,3533,9,17,0,6,23,8,0,7
"G1303010","1990","Warren","301","5","9999",,"9999","3","Georgia","13","Warren County",1985,2021,0,11,0,0,0,0,0,0,354,1589,0,0,0,0,0,0,0,0
"G1303030","1990","Washington","303","5","9999",,"9999","3","Georgia","13","Washington County",8135,6489,0,3,4,8,10,0,0,0,823,3189,0,0,0,0,17,0,0,0
"G1303050","1990","Wayne","305","5","9999",,"9999","3","Georgia","13","Wayne County",14699,2239,18,27,0,103,0,0,0,0,2705,1846,0,0,0,47,0,0,0,0
"G1303070","1990","Webster","307","5","9999",,"9999","3","Georgia","13","Webster County",1001,750,0,0,0,0,0,0,0,0,126,381,0,0,0,0,0,0,0,0
"G1303090","1990","Wheeler","309","5","9999",,"9999","3","Georgia","13","Wheeler County",2661,653,0,0,0,55,0,0,0,0,680,779,0,0,0,0,0,0,0,4
"G1303110","1990","White","311","5","9999",,"9999","3","Georgia","13","White County",10729,210,30,26,0,2,0,0,0,0,1421,98,0,0,0,34,0,0,6,16
"G1303130","1990","Whitfield","313","5","9999",,"9999","3","Georgia","13","Whitfield County",59456,2181,127,260,0,638,43,9,0,1017,6883,614,77,6,0,76,0,0,0,312
"G1303150","1990","Wilcox","315","5","9999",,"9999","3","Georgia","13","Wilcox County",3905,923,10,6,0,5,0,0,0,0,760,1182,2,0,0,0,0,0,0,0
"G1303170","1990","Wilkes","317","5","9999",,"9999","3","Georgia","13","Wilkes County",4992,3005,22,36,0,8,7,0,0,8,549,1769,25,0,0,0,6,0,16,0
"G1303190","1990","Wilkinson","319","5","9999",,"9999","3","Georgia","13","Wilkinson County",5417,3163,5,3,7,3,0,0,0,0,447,1101,0,0,0,0,0,0,0,6
"G1303210","1990","Worth","321","5","9999",,"9999","3","Georgia","13","Worth County",11612,2720,43,13,0,82,0,3,0,15,1711,3302,8,0,0,58,0,0,0,63
"G1500010","1990","Hawaii","001","9","9999",,"9999","4","Hawaii","15","Hawaii County",36864,195,386,55404,297,2669,26,98,4165,1464,6646,78,257,7434,106,650,38,49,1061,457
"G1500030","1990","Honolulu","003","9","3320",,"9999","4","Hawaii","15","Honolulu County",218993,18721,2678,455544,1911,12665,801,563,21432,9803,13588,1635,308,37783,151,1623,158,115,3462,1270
"G1500050","1990","Kalawao","005","9","9999",,"9999","4","Hawaii","15","Kalawao County",27,0,0,21,0,7,0,0,7,0,14,0,0,20,0,7,0,0,7,0
"G1500070","1990","Kauai","007","9","9999",,"9999","4","Hawaii","15","Kauai County",14759,77,135,26878,134,1307,8,34,2626,862,1244,34,0,1698,31,194,0,32,308,99
"G1500090","1990","Maui","009","9","9999",,"9999","4","Hawaii","15","Maui County",33425,429,427,50099,203,2151,10,22,3603,1014,3522,15,101,3505,15,212,0,26,306,149
"G1600010","1990","Ada","001","8","1080",,"9999","4","Idaho","16","Ada County",175613,880,932,1863,23,2944,47,152,87,1048,16330,169,321,282,4,416,7,24,26,200
"G1600030","1990","Adams","003","8","9999",,"9999","4","Idaho","16","Adams County",2809,0,47,0,0,18,0,0,0,7,331,0,12,0,0,10,0,0,0,0
"G1600050","1990","Bannock","005","8","9999",,"9999","4","Idaho","16","Bannock County",52517,252,804,533,11,930,7,73,0,837,7381,54,579,236,9,174,0,82,0,429
"G1600070","1990","Bear Lake","007","8","9999",,"9999","4","Idaho","16","Bear Lake County",5078,0,0,2,0,40,0,0,0,50,800,0,1,0,0,19,0,20,0,21
"G1600090","1990","Benewah","009","8","9999",,"9999","4","Idaho","16","Benewah County",6080,0,368,22,0,59,0,6,0,18,1016,0,219,3,0,23,0,18,0,0
"G1600110","1990","Bingham","011","8","9999",,"9999","4","Idaho","16","Bingham County",27782,45,1214,227,47,633,6,71,4,1325,3301,17,1111,35,19,370,5,133,0,813
"G1600130","1990","Blaine","013","8","9999",,"9999","4","Idaho","16","Blaine County",11984,8,28,117,0,224,0,0,0,60,934,0,20,17,0,0,0,10,0,53
"G1600150","1990","Boise","015","8","9999",,"9999","4","Idaho","16","Boise County",2966,0,27,2,0,45,0,0,0,4,437,0,3,3,0,19,0,0,0,0
"G1600170","1990","Bonner","017","8","9999",,"9999","4","Idaho","16","Bonner County",21589,21,241,30,0,233,0,25,8,95,3945,3,63,12,2,56,0,0,0,22
"G1600190","1990","Bonneville","019","8","9999",,"9999","4","Idaho","16","Bonneville County",60916,304,294,878,23,977,11,28,40,940,5926,27,89,9,33,535,0,17,0,420
"G1600210","1990","Boundary","021","8","9999",,"9999","4","Idaho","16","Boundary County",6607,0,129,21,5,123,0,2,2,45,947,3,55,4,0,10,0,1,0,105
"G1600230","1990","Butte","023","8","9999",,"9999","4","Idaho","16","Butte County",2403,0,15,0,0,53,0,0,0,35,375,0,6,2,0,0,0,2,0,7
"G1600250","1990","Camas","025","8","9999",,"9999","4","Idaho","16","Camas County",635,0,2,0,0,2,0,0,0,2,84,0,0,2,0,0,0,0,0,0
"G1600270","1990","Canyon","027","8","9999",,"9999","4","Idaho","16","Canyon County",65187,48,393,746,51,2793,0,91,19,5015,9041,51,146,116,21,1158,35,20,41,2603
"G1600290","1990","Caribou","029","8","9999",,"9999","4","Idaho","16","Caribou County",6309,0,14,46,1,42,0,0,0,31,443,0,0,0,0,12,0,0,0,37
"G1600310","1990","Cassia","031","8","9999",,"9999","4","Idaho","16","Cassia County",14726,4,77,65,6,645,0,8,5,1007,1783,0,102,13,13,228,0,20,0,636
"G1600330","1990","Clark","033","8","9999",,"9999","4","Idaho","16","Clark County",628,0,6,0,0,0,0,0,0,57,53,0,0,0,0,0,0,0,0,18
"G1600350","1990","Clearwater","035","8","9999",,"9999","4","Idaho","16","Clearwater County",6804,0,109,13,0,100,0,0,2,18,912,1,61,0,0,4,0,0,0,2
"G1600370","1990","Custer","037","8","9999",,"9999","4","Idaho","16","Custer County",3397,0,45,11,0,44,0,0,8,1,587,6,3,0,0,5,0,0,0,10
"G1600390","1990","Elmore","039","8","9999",,"9999","4","Idaho","16","Elmore County",15611,567,129,360,13,407,0,12,0,480,1865,121,16,54,4,220,3,11,0,273
"G1600410","1990","Franklin","041","8","9999",,"9999","4","Idaho","16","Franklin County",7950,0,24,11,2,137,0,0,0,74,934,0,10,0,0,6,0,9,0,18
"G1600430","1990","Fremont","043","8","9999",,"9999","4","Idaho","16","Fremont County",8706,0,45,7,2,168,0,0,2,246,1311,0,61,2,0,27,0,2,0,203
"G1600450","1990","Gem","045","8","9999",,"9999","4","Idaho","16","Gem County",9175,0,106,28,0,191,0,26,0,182,1673,0,53,0,0,162,0,0,0,85
"G1600470","1990","Gooding","047","8","9999",,"9999","4","Idaho","16","Gooding County",8714,0,26,13,0,232,0,9,0,456,1699,0,15,7,0,51,0,0,0,166
"G1600490","1990","Idaho","049","8","9999",,"9999","4","Idaho","16","Idaho County",11187,0,246,15,0,52,0,0,0,21,1729,0,60,2,4,43,0,0,0,0
"G1600510","1990","Jefferson","051","8","9999",,"9999","4","Idaho","16","Jefferson County",13323,0,137,9,17,158,3,20,1,452,1962,0,43,45,0,84,1,6,0,212
"G1600530","1990","Jerome","053","8","9999",,"9999","4","Idaho","16","Jerome County",11886,3,50,15,0,139,0,37,0,477,2094,0,28,6,0,104,0,0,0,160
"G1600550","1990","Kootenai","055","8","9999",,"9999","4","Idaho","16","Kootenai County",59022,69,589,228,7,544,5,32,0,124,7766,51,170,55,0,205,7,17,5,36
"G1600570","1990","Latah","057","8","9999",,"9999","4","Idaho","16","Latah County",21618,93,110,274,5,127,0,10,0,108,4610,69,78,227,0,68,7,12,0,11
"G1600590","1990","Lemhi","059","8","9999",,"9999","4","Idaho","16","Lemhi County",5306,0,54,0,0,34,0,42,0,7,1338,0,4,0,0,28,0,0,0,12
"G1600610","1990","Lewis","061","8","9999",,"9999","4","Idaho","16","Lewis County",2743,6,154,8,0,32,0,0,0,0,497,0,20,4,0,13,0,0,9,0
"G1600630","1990","Lincoln","063","8","9999",,"9999","4","Idaho","16","Lincoln County",2648,3,9,5,0,138,0,0,0,18,417,4,2,0,0,21,0,0,0,0
"G1600650","1990","Madison","065","8","9999",,"9999","4","Idaho","16","Madison County",15325,9,38,179,0,163,2,7,4,177,5867,39,36,164,0,47,0,0,10,223
"G1600670","1990","Minidoka","067","8","9999",,"9999","4","Idaho","16","Minidoka County",13899,3,111,102,1,916,1,14,0,1543,1361,6,54,10,0,191,28,9,0,893
"G1600690","1990","Nez Perce","069","8","9999",,"9999","4","Idaho","16","Nez Perce County",27552,59,1079,107,20,221,0,50,7,124,3404,2,487,80,0,11,0,13,0,0
"G1600710","1990","Oneida","071","8","9999",,"9999","4","Idaho","16","Oneida County",2899,6,11,4,0,10,0,4,0,24,479,0,3,0,0,0,0,0,0,2
"G1600730","1990","Owyhee","073","8","9999",,"9999","4","Idaho","16","Owyhee County",5147,13,137,72,0,291,0,33,0,563,1309,29,101,0,0,90,2,16,9,496
