GISJOIN,YEAR,COUNTY,COUNTYA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,ANPSADPI,EKT001,EKT002,EKT003,EKT004,EKT005,EKT006,EKT007,EKT008,EKT009,EKT010,EKT011,EKT012,EKT013,EKT014,EKT015,EKT016,EKT017,EKT018,EKT019,EKT020
"G1600750","1990","Payette","075","8","9999",,"9999","4","Idaho","16","Payette County",12159,4,182,164,0,267,10,18,6,506,2421,0,58,13,0,64,0,0,0,333
"G1600770","1990","Power","077","8","9999",,"9999","4","Idaho","16","Power County",5282,0,100,66,0,160,0,0,4,495,604,4,103,0,0,34,0,0,0,184
"G1600790","1990","Shoshone","079","8","9999",,"9999","4","Idaho","16","Shoshone County",11109,12,120,16,0,159,3,18,5,57,2045,2,80,14,1,62,0,3,5,16
"G1600810","1990","Teton","081","8","9999",,"9999","4","Idaho","16","Teton County",2675,6,16,0,0,88,0,0,0,26,471,0,3,0,0,125,0,0,0,22
"G1600830","1990","Twin Falls","083","8","9999",,"9999","4","Idaho","16","Twin Falls County",42704,26,211,410,9,1048,33,12,0,990,6015,7,103,76,17,536,0,7,36,369
"G1600850","1990","Valley","085","8","9999",,"9999","4","Idaho","16","Valley County",5114,12,26,19,0,56,2,2,0,33,724,2,5,0,0,37,0,0,0,0
"G1600870","1990","Washington","087","8","9999",,"9999","4","Idaho","16","Washington County",5933,0,15,167,8,167,0,0,0,495,1450,0,6,0,0,17,0,0,0,177
"G1700010","1990","Adams","001","3","9999",,"9999","2","Illinois","17","Adams County",53877,985,104,200,25,58,0,0,0,11,7656,594,13,13,28,45,10,0,0,9
"G1700030","1990","Alexander","003","3","9999",,"9999","2","Illinois","17","Alexander County",5522,1543,10,31,0,28,0,0,0,0,1452,1935,8,0,0,0,0,0,0,0
"G1700050","1990","Bond","005","3","9999",,"9999","2","Illinois","17","Bond County",12169,250,61,16,0,11,0,0,10,0,1536,129,1,0,0,0,0,0,0,52
"G1700070","1990","Boone","007","3","6880",,"9999","2","Illinois","17","Boone County",26327,138,41,157,7,574,0,0,0,906,1697,4,18,0,0,239,0,0,0,229
"G1700090","1990","Brown","009","3","9999",,"9999","2","Illinois","17","Brown County",4147,0,2,15,0,0,0,0,0,0,649,0,0,0,0,2,0,0,0,0
"G1700110","1990","Bureau","011","3","9999",,"9999","2","Illinois","17","Bureau County",30538,17,44,107,0,608,0,0,6,136,3341,0,18,59,0,160,0,0,8,65
"G1700130","1990","Calhoun","013","3","9999",,"9999","2","Illinois","17","Calhoun County",4422,1,2,12,0,10,0,0,0,0,788,0,6,0,0,0,0,0,0,0
"G1700150","1990","Carroll","015","3","9999",,"9999","2","Illinois","17","Carroll County",14075,100,0,27,4,257,0,0,0,65,1820,53,0,15,6,12,0,0,0,21
"G1700170","1990","Cass","017","3","9999",,"9999","2","Illinois","17","Cass County",11203,0,6,11,0,46,0,0,0,0,1803,0,0,5,0,7,0,0,0,0
"G1700190","1990","Champaign","019","3","1400",,"9999","2","Illinois","17","Champaign County",114492,10353,340,3957,61,1072,69,13,74,376,16486,4715,52,2287,58,345,0,11,7,166
"G1700210","1990","Christian","021","3","9999",,"9999","2","Illinois","17","Christian County",29616,35,22,93,0,62,0,0,0,4,3911,12,14,3,0,16,0,0,0,0
"G1700230","1990","Clark","023","3","9999",,"9999","2","Illinois","17","Clark County",13584,6,43,99,0,0,0,0,0,8,1869,0,0,0,0,0,0,0,0,6
"G1700250","1990","Clay","025","3","9999",,"9999","2","Illinois","17","Clay County",11763,6,30,18,0,29,0,0,0,12,2367,0,2,0,0,21,0,0,0,0
"G1700270","1990","Clinton","027","3","7040",,"9999","2","Illinois","17","Clinton County",28489,184,15,30,20,102,0,0,0,59,3054,210,0,8,0,14,0,0,0,5
"G1700290","1990","Coles","029","3","9999",,"9999","2","Illinois","17","Coles County",37010,485,81,232,0,174,4,16,6,32,7125,244,54,67,0,88,0,0,0,75
"G1700310","1990","Cook","031","3","1602",,"1600","2","Illinois","17","Cook County",2720615,892485,6849,159308,3530,226747,7952,1357,4445,286980,159112,386957,1540,20431,965,50567,3509,437,914,88823
"G1700330","1990","Crawford","033","3","9999",,"9999","2","Illinois","17","Crawford County",16907,79,41,52,0,29,0,0,0,0,1987,0,0,8,0,20,0,0,0,0
"G1700350","1990","Cumberland","035","3","9999",,"9999","2","Illinois","17","Cumberland County",9289,2,2,10,0,2,0,0,6,3,1268,0,0,8,0,0,0,0,0,0
"G1700370","1990","DeKalb","037","3","9999",,"9999","2","Illinois","17","DeKalb County",56329,897,135,1009,35,712,38,41,17,551,7881,619,19,452,0,182,0,0,22,188
"G1700390","1990","De Witt","039","3","9999",,"9999","2","Illinois","17","De Witt County",14372,55,45,29,0,56,0,0,0,6,1638,7,16,3,0,11,0,0,0,0
"G1700410","1990","Douglas","041","3","9999",,"9999","2","Illinois","17","Douglas County",16986,0,34,16,0,179,0,4,0,78,1828,0,10,0,0,5,0,0,0,0
"G1700430","1990","Dupage","043","3","1602",,"1600","2","Illinois","17","DuPage County",668735,13105,821,37600,223,20403,331,116,516,8843,15782,1302,27,1556,15,1272,4,7,12,971
"G1700450","1990","Edgar","045","3","9999",,"9999","2","Illinois","17","Edgar County",16041,80,7,29,0,6,0,4,0,9,2960,108,5,0,0,9,0,0,0,0
"G1700470","1990","Edwards","047","3","9999",,"9999","2","Illinois","17","Edwards County",6385,0,2,9,2,44,0,0,9,2,884,3,0,3,0,7,0,0,0,0
"G1700490","1990","Effingham","049","3","9999",,"9999","2","Illinois","17","Effingham County",28263,8,45,30,0,55,0,0,0,19,2769,0,0,19,0,21,0,0,0,0
"G1700510","1990","Fayette","051","3","9999",,"9999","2","Illinois","17","Fayette County",16747,19,8,20,0,9,0,0,0,0,2605,0,9,1,0,28,0,0,0,6
"G1700530","1990","Ford","053","3","9999",,"9999","2","Illinois","17","Ford County",12509,0,17,14,0,26,0,0,0,10,1220,0,16,17,0,22,0,9,0,0
"G1700550","1990","Franklin","055","3","9999",,"9999","2","Illinois","17","Franklin County",31282,11,53,73,6,26,0,0,8,0,8114,16,68,11,0,28,0,0,0,7
"G1700570","1990","Fulton","057","3","9999",,"9999","2","Illinois","17","Fulton County",30422,91,57,97,0,70,12,0,5,0,5541,5,15,43,7,23,2,0,0,3
"G1700590","1990","Gallatin","059","3","9999",,"9999","2","Illinois","17","Gallatin County",5255,14,10,5,0,9,0,0,0,0,1412,18,8,0,0,6,0,0,0,0
"G1700610","1990","Greene","061","3","9999",,"9999","2","Illinois","17","Greene County",12685,0,27,7,0,19,0,0,0,13,2302,0,43,0,0,0,0,0,0,0
"G1700630","1990","Grundy","063","3","1602",,"3690","2","Illinois","17","Grundy County",29143,9,40,85,0,322,0,0,6,258,1907,2,5,0,3,128,0,16,0,55
"G1700650","1990","Hamilton","065","3","9999",,"9999","2","Illinois","17","Hamilton County",6681,6,0,25,0,7,0,0,0,0,1649,0,0,0,0,15,0,0,0,0
"G1700670","1990","Hancock","067","3","9999",,"9999","2","Illinois","17","Hancock County",18347,6,22,21,0,40,0,20,0,19,2465,0,0,0,0,3,0,0,0,0
"G1700690","1990","Hardin","069","3","9999",,"9999","2","Illinois","17","Hardin County",3621,8,0,0,0,0,0,0,0,0,1272,0,36,0,0,17,0,0,0,0
"G1700710","1990","Henderson","071","3","9999",,"9999","2","Illinois","17","Henderson County",6934,2,28,2,0,25,0,0,0,0,1012,10,2,0,0,5,0,0,0,10
"G1700730","1990","Henry","073","3","1960",,"9999","2","Illinois","17","Henry County",44168,336,31,136,25,309,0,15,2,161,4824,253,27,0,99,59,5,0,0,22
"G1700750","1990","Iroquois","075","3","9999",,"9999","2","Illinois","17","Iroquois County",26939,67,16,44,2,173,0,5,0,166,2532,92,15,0,0,12,0,24,0,102
"G1700770","1990","Jackson","077","3","9999",,"9999","2","Illinois","17","Jackson County",34612,2567,43,1121,11,301,30,0,35,124,11100,2961,63,807,3,256,0,45,11,140
"G1700790","1990","Jasper","079","3","9999",,"9999","2","Illinois","17","Jasper County",9047,0,7,19,0,58,0,0,0,3,1372,0,0,0,0,5,0,0,0,0
"G1700810","1990","Jefferson","081","3","9999",,"9999","2","Illinois","17","Jefferson County",29432,839,51,102,5,148,0,0,0,58,4674,1047,33,6,0,5,0,0,14,81
"G1700830","1990","Jersey","083","3","7040",,"9999","2","Illinois","17","Jersey County",17582,2,51,2,0,63,0,0,0,0,1839,38,0,4,0,24,0,0,0,6
"G1700850","1990","Jo Daviess","085","3","9999",,"9999","2","Illinois","17","Jo Daviess County",19646,15,24,38,0,54,3,0,0,39,1781,0,0,0,0,10,0,0,0,0
"G1700870","1990","Johnson","087","3","9999",,"9999","2","Illinois","17","Johnson County",7699,5,35,0,0,11,0,0,0,2,1347,18,36,0,0,15,0,0,0,12
"G1700890","1990","Kane","089","3","1602",,"0620","2","Illinois","17","Kane County",236678,12916,413,3868,309,16080,240,125,133,18703,10101,4543,60,207,25,2228,183,8,18,3902
"G1700910","1990","Kankakee","091","3","3740",,"9999","2","Illinois","17","Kankakee County",70501,8102,79,440,13,639,5,0,6,497,5859,5880,36,68,0,227,62,0,0,180
"G1700930","1990","Kendall","093","3","1602",,"0620","2","Illinois","17","Kendall County",35916,79,29,238,8,736,0,0,0,866,1209,34,7,0,7,40,0,0,0,30
"G1700950","1990","Knox","095","3","9999",,"9999","2","Illinois","17","Knox County",43520,1021,139,205,6,425,0,0,0,425,6126,777,11,71,14,197,4,0,0,165
"G1700970","1990","Lake","097","3","1602",,"3965","2","Illinois","17","Lake County",402171,24698,995,11061,282,15953,353,128,386,13728,14155,5860,119,483,0,2621,187,23,6,2103
"G1700990","1990","La Salle","099","3","9999",,"9999","2","Illinois","17","La Salle County",89742,310,148,310,0,1459,4,8,8,886,10632,161,80,53,7,484,0,0,0,181
"G1701010","1990","Lawrence","101","3","9999",,"9999","2","Illinois","17","Lawrence County",12025,173,15,4,33,51,0,0,0,0,3015,14,15,0,0,2,0,0,0,0
"G1701030","1990","Lee","103","3","9999",,"9999","2","Illinois","17","Lee County",28439,239,32,87,4,309,0,0,0,214,2627,108,6,41,0,22,0,0,0,34
"G1701050","1990","Livingston","105","3","9999",,"9999","2","Illinois","17","Livingston County",31468,85,28,139,0,190,6,6,0,205,3111,9,9,16,0,116,0,0,0,43
"G1701070","1990","Logan","107","3","9999",,"9999","2","Illinois","17","Logan County",24709,175,81,68,0,26,0,0,8,7,2842,110,7,23,0,36,0,0,0,12
"G1701090","1990","McDonough","109","3","9999",,"9999","2","Illinois","17","McDonough County",22540,280,64,324,8,86,0,6,0,22,4850,197,2,346,0,70,0,7,0,19
"G1701110","1990","McHenry","111","3","1602",,"1600","2","Illinois","17","McHenry County",168376,299,311,1099,47,3201,10,1,46,1904,5491,64,41,42,3,256,0,0,0,445
"G1701130","1990","McLean","113","3","1040",,"9999","2","Illinois","17","McLean County",98178,3206,157,1149,28,615,29,0,0,328,11948,1473,61,302,10,104,0,0,0,75
"G1701150","1990","Macon","115","3","2040",,"9999","2","Illinois","17","Macon County",89887,8546,128,418,23,385,31,3,0,90,9037,5253,23,48,17,90,0,0,0,63
"G1701170","1990","Macoupin","117","3","9999",,"9999","2","Illinois","17","Macoupin County",39786,217,78,47,0,106,0,0,0,24,5938,148,16,14,2,11,0,0,0,0
"G1701190","1990","Madison","119","3","7040",,"9999","2","Illinois","17","Madison County",204279,9592,478,1054,64,1436,13,21,8,603,20908,6065,152,333,22,126,19,0,10,187
"G1701210","1990","Marion","121","3","9999",,"9999","2","Illinois","17","Marion County",32684,813,114,414,14,79,0,0,0,4,5933,550,44,38,0,36,29,0,0,48
"G1701230","1990","Marshall","123","3","9999",,"9999","2","Illinois","17","Marshall County",11203,23,33,8,7,96,0,0,0,14,1160,2,2,5,0,7,0,0,0,3
"G1701250","1990","Mason","125","3","9999",,"9999","2","Illinois","17","Mason County",13448,0,25,47,0,17,0,2,0,1,2466,0,5,8,0,6,0,0,0,0
"G1701270","1990","Massac","127","3","9999",,"9999","2","Illinois","17","Massac County",11288,545,2,36,0,71,0,0,0,4,2078,305,10,0,0,9,0,0,0,0
"G1701290","1990","Menard","129","3","7880",,"9999","2","Illinois","17","Menard County",9872,0,7,3,0,32,0,0,0,2,1031,0,3,0,0,0,0,0,0,14
"G1701310","1990","Mercer","131","3","9999",,"9999","2","Illinois","17","Mercer County",15089,21,15,22,0,111,0,0,0,25,1685,0,14,0,0,17,0,0,0,7
"G1701330","1990","Monroe","133","3","7040",,"9999","2","Illinois","17","Monroe County",20718,40,64,52,0,119,0,0,0,16,1062,0,0,0,0,0,0,0,0,0
"G1701350","1990","Montgomery","135","3","9999",,"9999","2","Illinois","17","Montgomery County",24682,42,27,53,0,122,0,2,0,6,3916,37,34,7,2,36,0,0,0,37
"G1701370","1990","Morgan","137","3","9999",,"9999","2","Illinois","17","Morgan County",29084,449,50,203,64,108,4,0,0,6,3261,464,0,3,11,33,0,0,0,6
"G1701390","1990","Moultrie","139","3","9999",,"9999","2","Illinois","17","Moultrie County",11797,0,10,19,0,15,0,0,0,0,1486,0,0,0,0,14,0,0,0,15
"G1701410","1990","Ogle","141","3","9999",,"9999","2","Illinois","17","Ogle County",40300,40,122,220,72,572,0,7,10,609,3040,3,17,26,4,56,0,0,0,131
"G1701430","1990","Peoria","143","3","6120",,"9999","2","Illinois","17","Peoria County",133757,13515,241,1520,56,1104,51,10,18,712,14084,10569,101,381,17,230,30,0,11,240
"G1701450","1990","Perry","145","3","9999",,"9999","2","Illinois","17","Perry County",17343,257,9,41,0,86,7,0,0,7,3216,108,3,0,0,7,2,0,0,4
"G1701470","1990","Piatt","147","3","9999",,"9999","2","Illinois","17","Piatt County",14319,0,19,0,0,32,0,0,0,6,930,0,7,0,0,2,0,0,0,0
"G1701490","1990","Pike","149","3","9999",,"9999","2","Illinois","17","Pike County",14182,0,4,12,0,48,0,0,0,5,3080,0,16,0,0,14,0,0,0,4
"G1701510","1990","Pope","151","3","9999",,"9999","2","Illinois","17","Pope County",3061,15,3,3,0,23,0,0,0,8,903,124,12,0,0,1,0,0,0,7
"G1701530","1990","Pulaski","153","3","9999",,"9999","2","Illinois","17","Pulaski County",3946,1215,11,0,0,10,9,0,0,4,1043,1196,0,0,0,2,0,0,2,3
"G1701550","1990","Putnam","155","3","9999",,"9999","2","Illinois","17","Putnam County",5101,8,7,2,0,78,0,0,0,94,415,3,0,0,0,2,0,0,0,12
"G1701570","1990","Randolph","157","3","9999",,"9999","2","Illinois","17","Randolph County",26554,559,34,51,0,96,0,0,0,15,3125,209,9,0,0,33,0,0,0,0
"G1701590","1990","Richland","159","3","9999",,"9999","2","Illinois","17","Richland County",13865,7,12,32,7,37,0,0,0,0,2255,0,13,0,0,0,0,0,0,0
"G1701610","1990","Rock Island","161","3","1960",,"9999","2","Illinois","17","Rock Island County",113132,5685,277,632,96,3260,136,41,70,2260,13063,3815,156,200,78,919,99,11,0,732
"G1701630","1990","St Clair","163","3","7040",,"9999","2","Illinois","17","St. Clair County",167352,40003,596,1477,91,2152,148,15,54,674,14333,29671,109,128,35,264,160,5,6,165
"G1701650","1990","Saline","165","3","9999",,"9999","2","Illinois","17","Saline County",19883,362,31,20,6,61,0,0,7,19,4792,302,31,0,2,22,0,0,0,7
"G1701670","1990","Sangamon","167","3","7880",,"9999","2","Illinois","17","Sangamon County",147553,8472,209,1153,42,686,103,24,10,161,11537,5444,115,138,19,93,16,0,0,21
"G1701690","1990","Schuyler","169","3","9999",,"9999","2","Illinois","17","Schuyler County",6138,0,2,0,0,3,0,0,0,7,1215,0,0,0,0,0,0,0,0,0
"G1701710","1990","Scott","171","3","9999",,"9999","2","Illinois","17","Scott County",4918,2,4,6,0,5,0,0,0,0,640,0,3,0,0,0,0,0,0,0
"G1701730","1990","Shelby","173","3","9999",,"9999","2","Illinois","17","Shelby County",19757,12,35,0,0,4,0,0,0,0,2183,1,2,15,0,1,0,0,0,0
"G1701750","1990","Stark","175","3","9999",,"9999","2","Illinois","17","Stark County",5545,5,3,29,0,14,8,0,0,2,780,0,2,0,0,16,0,0,0,0
"G1701770","1990","Stephenson","177","3","9999",,"9999","2","Illinois","17","Stephenson County",40073,1970,30,231,9,172,9,0,0,52,3585,966,15,51,0,32,17,0,0,13
"G1701790","1990","Tazewell","179","3","6120",,"9999","2","Illinois","17","Tazewell County",109549,120,239,260,11,464,6,2,0,180,10863,33,60,40,0,122,0,0,0,21
"G1701810","1990","Union","181","3","9999",,"9999","2","Illinois","17","Union County",13643,25,3,31,0,19,0,0,8,39,3007,9,15,0,0,2,0,0,0,22
"G1701830","1990","Vermilion","183","3","9999",,"9999","2","Illinois","17","Vermilion County",66756,4069,69,481,33,398,20,0,2,320,9862,2831,54,16,33,67,10,0,0,98
"G1701850","1990","Wabash","185","3","9999",,"9999","2","Illinois","17","Wabash County",11043,7,18,86,0,22,0,0,0,10,1594,44,6,0,0,0,8,0,0,11
"G1701870","1990","Warren","187","3","9999",,"9999","2","Illinois","17","Warren County",15397,160,30,38,0,38,0,0,0,52,2436,118,0,7,0,6,0,0,0,41
"G1701890","1990","Washington","189","3","9999",,"9999","2","Illinois","17","Washington County",13142,0,47,34,0,26,0,0,12,2,1342,0,0,0,0,15,0,0,0,0
"G1701910","1990","Wayne","191","3","9999",,"9999","2","Illinois","17","Wayne County",14460,14,20,49,0,44,0,0,0,12,2403,0,30,9,0,3,2,0,0,8
"G1701930","1990","White","193","3","9999",,"9999","2","Illinois","17","White County",12879,24,61,57,0,53,0,0,0,0,3032,15,1,0,0,5,0,20,0,5
"G1701950","1990","Whiteside","195","3","9999",,"9999","2","Illinois","17","Whiteside County",48477,183,86,221,34,1646,0,15,6,1800,5505,69,39,59,0,224,41,0,0,522
"G1701970","1990","Will","197","3","1602",,"3690","2","Illinois","17","Will County",278146,27808,558,4349,75,7262,393,0,260,8509,12192,6127,132,289,38,828,97,0,39,1282
"G1701990","1990","Williamson","199","3","9999",,"9999","2","Illinois","17","Williamson County",46455,397,73,258,15,127,0,33,2,59,8252,431,25,87,3,87,0,0,0,14
"G1702010","1990","Winnebago","201","3","6880",,"9999","2","Illinois","17","Winnebago County",199499,14410,555,2942,161,2995,37,20,53,2693,15543,8086,152,176,45,521,42,0,0,577
"G1702030","1990","Woodford","203","3","6120",,"9999","2","Illinois","17","Woodford County",29142,25,69,50,0,108,0,0,0,21,2185,11,14,13,0,48,0,0,0,7
"G1800010","1990","Adams","001","3","9999",,"9999","2","Indiana","18","Adams County",26289,2,64,54,0,267,0,0,0,266,3351,0,5,2,10,25,0,0,15,140
"G1800030","1990","Allen","003","3","2760",,"9999","2","Indiana","18","Allen County",242810,21944,656,2030,308,2320,178,88,39,2402,14829,7313,163,430,83,225,32,8,0,326
"G1800050","1990","Bartholomew","005","3","9999",,"9999","2","Indiana","18","Bartholomew County",55679,699,64,543,68,202,26,0,31,107,4991,206,18,113,0,32,0,0,0,5
"G1800070","1990","Benton","007","3","9999",,"9999","2","Indiana","18","Benton County",8469,2,13,2,0,34,0,0,0,32,744,0,2,0,0,2,0,0,0,0
"G1800090","1990","Blackford","009","3","9999",,"9999","2","Indiana","18","Blackford County",12335,13,33,12,0,123,0,0,0,17,1342,0,25,1,0,2,0,0,0,0
"G1800110","1990","Boone","011","3","3480",,"9999","2","Indiana","18","Boone County",34696,25,53,82,0,147,0,2,0,42,2321,0,18,0,0,16,0,0,0,0
"G1800130","1990","Brown","013","3","9999",,"9999","2","Indiana","18","Brown County",12874,29,2,8,7,70,0,0,0,0,948,0,0,0,0,10,0,0,0,0
"G1800150","1990","Carroll","015","3","9999",,"9999","2","Indiana","18","Carroll County",17052,20,16,0,0,19,0,0,0,5,1356,5,0,0,0,8,0,0,0,17
"G1800170","1990","Cass","017","3","9999",,"9999","2","Indiana","18","Cass County",33063,105,75,82,0,112,0,0,0,9,3597,89,97,9,31,32,0,0,0,5
"G1800190","1990","Clark","019","3","4520",,"9999","2","Indiana","18","Clark County",73043,3543,143,402,54,288,9,0,0,105,7567,870,27,40,37,89,32,0,0,21
"G1800210","1990","Clay","021","3","8320",,"9999","2","Indiana","18","Clay County",21279,54,31,2,0,80,0,0,0,14,2840,38,0,5,0,0,0,0,0,0
"G1800230","1990","Clinton","023","3","9999",,"9999","2","Indiana","18","Clinton County",26809,27,50,42,0,200,0,0,0,180,2680,33,28,0,0,44,0,0,0,50
"G1800250","1990","Crawford","025","3","9999",,"9999","2","Indiana","18","Crawford County",7921,12,15,11,0,15,0,0,0,0,1788,0,16,0,0,2,0,0,0,0
"G1800270","1990","Daviess","027","3","9999",,"9999","2","Indiana","18","Daviess County",22654,15,30,0,0,10,0,0,0,7,4156,0,7,0,0,6,0,0,0,11
"G1800290","1990","Dearborn","029","3","1642",,"1640","2","Indiana","18","Dearborn County",34646,182,36,55,0,89,0,0,2,0,3120,67,5,17,0,3,0,32,0,0
"G1800310","1990","Decatur","031","3","9999",,"9999","2","Indiana","18","Decatur County",20925,8,20,116,4,46,0,0,18,1,2054,4,11,12,0,26,0,0,0,0
"G1800330","1990","DeKalb","033","3","2760",,"9999","2","Indiana","18","De Kalb County",32250,31,67,38,0,127,0,0,0,71,2153,0,41,21,0,26,0,0,0,8
"G1800350","1990","Delaware","035","3","5280",,"9999","2","Indiana","18","Delaware County",87540,4214,211,418,54,308,12,0,0,190,15983,2130,142,184,8,130,31,8,0,82
"G1800370","1990","Dubois","037","3","9999",,"9999","2","Indiana","18","Dubois County",33523,10,39,34,0,72,0,3,0,0,2133,7,49,0,13,0,0,0,0,0
"G1800390","1990","Elkhart","039","3","2330",,"9999","2","Indiana","18","Elkhart County",133692,4739,373,974,45,1335,8,17,8,991,8124,2080,96,32,25,295,7,31,0,81
"G1800410","1990","Fayette","041","3","9999",,"9999","2","Indiana","18","Fayette County",22299,319,28,97,14,47,0,0,0,9,2668,77,0,0,0,4,0,0,0,9
"G1800430","1990","Floyd","043","3","4520",,"9999","2","Indiana","18","Floyd County",54075,1712,89,302,14,108,0,0,0,39,5993,847,16,5,15,79,0,0,0,14
"G1800450","1990","Fountain","045","3","9999",,"9999","2","Indiana","18","Fountain County",15730,0,16,0,0,52,0,0,0,46,1709,0,5,0,0,2,0,0,0,13
"G1800470","1990","Franklin","047","3","9999",,"9999","2","Indiana","18","Franklin County",17096,5,110,40,0,53,0,12,0,0,2033,0,0,0,0,20,0,0,0,6
"G1800490","1990","Fulton","049","3","9999",,"9999","2","Indiana","18","Fulton County",16393,62,50,30,0,93,0,0,0,59,1819,91,0,7,0,7,0,0,0,0
"G1800510","1990","Gibson","051","3","9999",,"9999","2","Indiana","18","Gibson County",27802,386,100,29,8,16,0,0,0,0,2764,153,20,43,0,28,8,7,0,0
"G1800530","1990","Grant","053","3","9999",,"9999","2","Indiana","18","Grant County",56468,3378,168,259,13,532,6,5,0,551,7427,1389,77,0,16,138,18,8,0,165
"G1800550","1990","Greene","055","3","9999",,"9999","2","Indiana","18","Greene County",25756,11,49,39,0,89,0,0,0,65,3902,0,10,7,0,14,0,0,15,0
"G1800570","1990","Hamilton","057","3","3480",,"9999","2","Indiana","18","Hamilton County",101542,519,110,1211,33,488,16,2,14,133,3788,34,23,11,0,12,0,0,0,9
"G1800590","1990","Hancock","059","3","3480",,"9999","2","Indiana","18","Hancock County",42453,48,57,132,0,187,0,0,0,103,1945,0,0,51,0,0,0,0,12,0
"G1800610","1990","Harrison","061","3","4520",,"9999","2","Indiana","18","Harrison County",26378,92,72,67,0,27,0,6,0,11,2877,10,8,0,0,9,0,0,0,2
"G1800630","1990","Hendricks","063","3","3480",,"9999","2","Indiana","18","Hendricks County",69720,198,58,164,18,307,0,0,0,56,2553,0,45,28,0,51,0,0,0,9
"G1800650","1990","Henry","065","3","9999",,"9999","2","Indiana","18","Henry County",40911,316,43,71,0,119,0,0,0,34,5653,134,16,15,0,29,0,0,0,0
"G1800670","1990","Howard","067","3","3850",,"9999","2","Indiana","18","Howard County",65636,3406,343,429,18,575,0,15,0,134,8022,799,115,27,0,168,0,0,34,17
