GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E34001,E34002,E34003,E34004,E34005,E34006,E34007,E34008,E34009,E34010,E34011,E34012,E34013,E34014,E34015,E34016,E34017,E34018,E34019,E34020,E34021,E34022,E34023,E34024,E34025,E34026,E34027,E34028,E34029,E34030,E34031,E34032,E34033,E34034,E34035,E35001,E35002,E35003,E35004,E35005,E35006,E35007
"G4201190","1990",,,,,,,,,,"Union","119",,"2","9999",,"9999","1","Pennsylvania","42",,,,,"Union County",2492,3060,8486,2104,1080,2037,1676,135,131,184,195,40,33,32,3,5,44,0,0,0,0,28,2,7,15,19,29,40,42,29,49,9,13,0,0,144,90,135,69,17,12,10
"G4201210","1990",,,,,,,,,,"Venango","121",,"2","9999",,"9999","1","Pennsylvania","42",,,,,"Venango County",3789,6256,18782,4384,1606,2761,1425,42,32,83,46,2,17,0,4,15,28,2,0,8,0,2,0,27,0,0,12,7,0,9,9,0,0,8,0,9,22,67,0,2,8,0
"G4201230","1990",,,,,,,,,,"Warren","123",,"2","9999",,"9999","1","Pennsylvania","42",,,,,"Warren County",2417,4563,14475,3719,1579,2177,1022,9,0,7,0,0,0,0,7,19,26,16,0,0,2,14,23,11,12,8,8,24,4,9,5,0,0,0,0,4,12,17,0,2,0,2
"G4201250","1990",,,,,,,,,,"Washington","125",,"2","6282",,"6280","1","Pennsylvania","42",,,,,"Washington County",15120,20667,57348,16336,7040,12150,6414,492,1003,1549,551,209,179,97,27,61,27,13,18,7,8,5,27,77,13,21,76,91,3,7,54,6,0,19,0,49,130,301,78,43,56,15
"G4201270","1990",,,,,,,,,,"Wayne","127",,"2","9999",,"9999","1","Pennsylvania","42",,,,,"Wayne County",2594,4190,11555,3109,1534,2159,1259,21,81,47,18,6,15,12,7,2,10,3,2,0,0,4,4,11,7,0,20,22,0,0,23,7,3,0,2,24,23,88,28,8,25,23
"G4201290","1990",,,,,,,,,,"Westmoreland","129",,"2","6282",,"6280","1","Pennsylvania","42",,,,,"Westmoreland County",23990,31678,106978,34304,15167,26004,12310,398,950,1486,748,204,254,67,25,36,74,64,39,9,2,13,29,105,38,34,236,370,0,25,26,30,2,7,15,20,63,277,127,19,40,42
"G4201310","1990",,,,,,,,,,"Wyoming","131",,"2","7560",,"9999","1","Pennsylvania","42",,,,,"Wyoming County",1176,2688,8011,2118,1033,1466,823,2,1,7,7,0,4,2,0,11,2,0,2,0,0,3,2,6,2,0,0,0,0,1,0,0,0,3,0,3,3,7,5,0,6,3
"G4201330","1990",,,,,,,,,,"York","133",,"2","9280",,"9999","1","Pennsylvania","42",,,,,"York County",24896,33268,90950,26687,10661,20842,9696,590,1444,2290,811,233,311,81,27,65,78,48,8,0,3,225,147,225,109,92,173,77,308,296,250,110,31,65,24,520,538,448,261,105,172,61
"G4400010","1990",,,,,,,,,,"Bristol","001",,"1","6482",,"6480","1","Rhode Island","44",,,,,"Bristol County",4055,4407,8354,4838,1888,5345,3426,0,11,23,41,0,23,30,8,0,9,9,6,7,0,8,13,0,5,25,40,82,11,5,3,0,0,0,6,94,53,63,57,22,72,10
"G4400030","1990",,,,,,,,,,"Kent","003",,"1","####",,"####","1","Rhode Island","44",,,,,"Kent County",7853,17309,35081,18143,8013,14853,7041,33,73,147,159,70,106,87,24,34,55,47,14,16,0,118,59,138,122,47,266,145,23,54,14,8,0,16,6,72,126,128,146,85,80,65
"G4400050","1990",,,,,,,,,,"Newport","005",,"1","####",,"####","1","Rhode Island","44",,,,,"Newport County",3778,5484,15626,9625,3314,10428,6203,72,288,746,204,121,255,48,8,38,12,35,7,0,7,62,31,125,102,55,98,121,46,31,51,76,0,20,19,108,93,181,177,36,176,74
"G4400070","1990",,,,,,,,,,"Providence","007",,"1","6482",,"####","1","Rhode Island","44",,,,,"Providence County",44630,67342,104507,48877,20972,42862,24762,2291,3947,5211,2707,944,1237,616,161,356,468,200,118,101,15,2264,881,882,513,255,678,740,3562,3152,2727,1298,405,241,182,5720,4968,4371,1940,705,837,535
"G4400090","1990",,,,,,,,,,"Washington","009",,"1","####",,"####","1","Rhode Island","44",,,,,"Washington County",3682,7701,19385,11749,4939,11686,7664,61,59,173,87,37,74,61,74,145,203,133,26,39,13,18,65,124,94,32,243,252,0,17,0,20,8,0,0,63,113,102,53,41,29,37
"G4500010","1990",,,,,,,,,,"Abbeville","001",,"5","9999",,"9999","3","South Carolina","45",,,,,"Abbeville County",1564,2310,3673,1207,596,944,548,1037,1272,1313,286,122,113,25,0,0,24,0,7,0,0,0,0,9,0,3,0,3,0,0,5,0,0,0,0,0,0,20,8,6,21,0
"G4500030","1990",,,,,,,,,,"Aiken","003",,"5","0600",,"9999","3","South Carolina","45",,,,,"Aiken County",6015,8776,19341,10098,3760,8026,3759,3661,3733,4799,1784,617,810,386,25,16,51,45,38,10,9,22,46,91,39,40,33,40,36,36,23,21,19,27,28,79,74,96,46,30,54,57
"G4500050","1990",,,,,,,,,,"Allendale","005",,"5","9999",,"9999","3","South Carolina","45",,,,,"Allendale County",310,506,811,327,179,273,158,1412,1030,1228,246,126,189,34,0,6,0,0,0,0,0,0,2,0,2,0,0,0,0,23,19,0,9,0,0,13,22,33,0,12,0,0
"G4500070","1990",,,,,,,,,,"Anderson","007",,"5","0405",,"9999","3","South Carolina","45",,,,,"Anderson County",11898,15507,25191,11601,5545,8012,3444,3389,3411,3969,1519,620,524,198,6,36,72,17,6,15,6,53,33,54,35,19,33,39,0,10,26,27,7,0,8,10,46,74,81,44,26,0
"G4500090","1990",,,,,,,,,,"Bamberg","009",,"5","9999",,"9999","3","South Carolina","45",,,,,"Bamberg County",508,810,1469,733,250,365,275,1381,1189,1231,551,327,244,185,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,0,0
"G4500110","1990",,,,,,,,,,"Barnwell","011",,"5","9999",,"9999","3","South Carolina","45",,,,,"Barnwell County",1090,1277,2522,973,370,894,369,1190,1311,1297,486,168,119,42,0,0,6,0,7,0,0,0,0,6,0,0,18,0,0,8,0,7,0,0,0,21,8,0,13,2,0,6
"G4500130","1990",,,,,,,,,,"Beaufort","013",,"5","9999",,"9999","3","South Carolina","45",,,,,"Beaufort County",670,2841,9739,9880,2760,8891,3733,2294,2579,4229,1932,592,624,407,0,23,55,30,12,31,0,36,62,176,47,28,70,34,59,109,92,44,0,36,10,94,150,188,258,54,110,17
"G4500150","1990",,,,,,,,,,"Berkeley","015",,"5","1440",,"9999","3","South Carolina","45",,,,,"Berkeley County",3313,7738,19918,12638,4255,5121,1864,3033,3358,5298,2369,872,846,297,22,19,75,84,20,28,0,230,205,339,255,149,261,32,35,24,192,76,73,10,5,73,184,374,190,138,90,31
"G4500170","1990",,,,,,,,,,"Calhoun","017",,"5","9999",,"9999","3","South Carolina","45",,,,,"Calhoun County",351,699,1415,692,402,553,212,995,1055,1243,207,117,126,60,0,6,0,0,0,5,0,0,0,2,9,0,0,0,0,0,0,8,0,0,0,0,0,11,17,0,0,0
"G4500190","1990",,,,,,,,,,"Charleston","019",,"5","1440",,"9999","3","South Carolina","45",,,,,"Charleston County",5748,14104,31092,26674,9038,22492,12018,10673,13006,15350,8901,3033,3254,1645,22,74,137,143,38,39,35,124,123,364,209,67,266,291,79,50,62,90,49,41,27,289,216,345,507,136,265,147
"G4500210","1990",,,,,,,,,,"Cherokee","021",,"5","9999",,"9999","3","South Carolina","45",,,,,"Cherokee County",5212,4311,7419,2796,1112,1640,754,1176,1340,1568,356,176,164,51,18,0,27,8,0,0,0,6,0,18,0,8,0,6,0,0,12,0,0,0,0,0,0,32,5,0,1,0
"G4500230","1990",,,,,,,,,,"Chester","023",,"5","9999",,"9999","3","South Carolina","45",,,,,"Chester County",2379,2517,4425,1605,668,1021,561,1645,2062,2166,478,201,164,69,13,10,13,11,5,6,0,12,0,13,0,0,0,0,0,14,8,5,0,0,0,12,36,9,5,0,0,0
"G4500250","1990",,,,,,,,,,"Chesterfield","025",,"5","9999",,"9999","3","South Carolina","45",,,,,"Chesterfield County",3417,3659,5338,1954,971,1133,507,2102,1903,2114,558,188,193,14,21,8,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,10,0,2,16
"G4500270","1990",,,,,,,,,,"Clarendon","027",,"5","9999",,"9999","3","South Carolina","45",,,,,"Clarendon County",1047,1765,2755,1117,528,936,336,2600,2451,2457,713,198,356,147,0,0,13,13,0,0,0,0,0,9,3,8,0,0,15,0,0,0,0,0,0,32,36,0,27,8,10,0
"G4500290","1990",,,,,,,,,,"Colleton","029",,"5","9999",,"9999","3","South Carolina","45",,,,,"Colleton County",1195,2559,4576,1847,927,1127,357,2196,2157,2492,946,318,405,155,33,6,10,0,0,0,0,6,33,7,6,0,0,0,0,4,0,0,0,0,0,22,31,20,4,7,0,0
"G4500310","1990",,,,,,,,,,"Darlington","031",,"5","9999",,"9999","3","South Carolina","45",,,,,"Darlington County",3143,4701,8220,3163,1688,2733,1168,3382,3260,4361,1185,516,635,222,19,19,7,20,0,0,5,0,0,25,0,0,0,0,0,0,0,10,0,6,0,31,29,22,10,0,6,25
"G4500330","1990",,,,,,,,,,"Dillon","033",,"5","9999",,"9999","3","South Carolina","45",,,,,"Dillon County",2091,2172,3363,1205,531,638,489,1677,2000,1808,386,123,230,70,96,98,39,34,16,0,0,6,9,0,10,12,9,21,0,0,8,0,0,7,0,0,18,20,0,7,11,0
"G4500350","1990",,,,,,,,,,"Dorchester","035",,"5","1440",,"9999","3","South Carolina","45",,,,,"Dorchester County",1976,4456,12531,8594,2820,4912,2723,2354,2364,3298,1317,537,586,224,123,88,99,54,0,10,0,85,93,73,56,27,104,24,14,5,48,10,0,5,0,35,22,188,104,63,42,23
"G4500370","1990",,,,,,,,,,"Edgefield","037",,"5","9999",,"9999","3","South Carolina","45",,,,,"Edgefield County",555,1123,2181,1257,400,723,437,1128,1442,1385,379,153,186,43,6,5,5,0,0,0,0,21,0,0,0,0,6,0,5,0,7,0,6,0,0,5,12,19,0,6,0,5
"G4500390","1990",,,,,,,,,,"Fairfield","039",,"5","9999",,"9999","3","South Carolina","45",,,,,"Fairfield County",966,1101,2228,912,330,757,234,1759,1886,2321,555,268,238,75,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,6,0,0,0,0
"G4500410","1990",,,,,,,,,,"Florence","041",,"5","2655",,"9999","3","South Carolina","45",,,,,"Florence County",5132,7938,13845,7287,3217,5979,2630,5827,6002,7190,2203,803,1127,498,0,13,10,12,27,14,0,28,25,22,14,12,42,65,14,2,6,8,6,3,0,34,34,24,35,6,22,6
"G4500430","1990",,,,,,,,,,"Georgetown","043",,"5","9999",,"9999","3","South Carolina","45",,,,,"Georgetown County",2086,3066,5020,3045,969,2555,1288,2720,2365,3296,987,309,376,185,0,0,26,9,0,7,0,9,0,28,0,9,35,0,17,13,11,0,0,0,0,10,29,25,9,0,31,0
"G4500450","1990",,,,,,,,,,"Greenville","045",,"5","3160",,"9999","3","South Carolina","45",,,,,"Greenville County",17671,26149,47054,29870,12181,28147,11860,5835,8751,9348,3879,1778,1921,981,14,91,45,84,27,33,9,91,63,173,78,114,355,141,36,103,78,12,26,77,18,169,336,338,208,124,357,94
"G4500470","1990",,,,,,,,,,"Greenwood","047",,"5","9999",,"9999","3","South Carolina","45",,,,,"Greenwood County",3585,4600,7645,4078,2023,3637,1812,2321,2867,2632,1144,419,375,125,8,0,0,14,17,0,8,48,29,19,39,0,16,39,24,16,7,0,0,12,0,43,18,10,0,0,41,0
"G4500490","1990",,,,,,,,,,"Hampton","049",,"5","9999",,"9999","3","South Carolina","45",,,,,"Hampton County",811,896,2258,705,244,431,215,1349,1322,1487,496,153,199,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,14,0,0,0,0
"G4500510","1990",,,,,,,,,,"Horry","051",,"5","9999",,"9999","3","South Carolina","45",,,,,"Horry County",6181,11948,25714,17057,5735,9818,4408,2611,3404,4088,1735,413,658,139,46,58,66,36,0,47,6,32,81,145,135,63,79,11,29,18,65,61,13,8,0,37,78,162,217,54,74,26
"G4500530","1990",,,,,,,,,,"Jasper","053",,"5","9999",,"9999","3","South Carolina","45",,,,,"Jasper County",542,1073,1599,538,258,164,154,1440,1098,1585,430,111,59,63,0,3,0,0,0,0,0,0,3,8,6,0,0,0,0,3,18,0,0,0,0,0,5,18,8,0,0,0
"G4500550","1990",,,,,,,,,,"Kershaw","055",,"5","9999",,"9999","3","South Carolina","45",,,,,"Kershaw County",2195,3413,7735,2973,1275,2060,972,1593,1809,2332,831,317,284,163,0,20,24,13,0,0,11,0,17,51,0,3,0,16,0,13,0,3,0,0,0,20,18,11,43,0,0,3
"G4500570","1990",,,,,,,,,,"Lancaster","057",,"5","9999",,"9999","3","South Carolina","45",,,,,"Lancaster County",4171,5740,9050,3574,1476,1902,1035,1680,2164,2389,567,220,212,135,0,6,7,7,0,4,5,0,12,17,15,0,9,0,8,0,12,0,0,0,0,19,25,58,10,7,12,7
"G4500590","1990",,,,,,,,,,"Laurens","059",,"5","9999",,"9999","3","South Carolina","45",,,,,"Laurens County",4912,5329,8507,3174,1666,2536,1088,2510,2887,2599,657,290,381,127,16,17,13,0,0,19,0,9,6,15,7,9,19,0,0,7,9,13,0,0,0,0,13,15,13,7,16,0
"G4500610","1990",,,,,,,,,,"Lee","061",,"5","9999",,"9999","3","South Carolina","45",,,,,"Lee County",527,1076,1828,684,181,328,137,1859,1597,1813,431,87,270,70,0,7,13,0,0,0,0,17,0,0,0,0,11,0,7,5,0,0,0,0,0,7,20,9,0,0,0,0
"G4500630","1990",,,,,,,,,,"Lexington","063",,"5","1760",,"9999","3","South Carolina","45",,,,,"Lexington County",7114,12873,29379,17280,7939,13981,6938,1722,2234,2613,1743,542,851,253,36,84,121,41,10,41,8,61,32,115,75,27,86,132,62,9,67,40,14,6,34,146,84,222,102,38,27,83
"G4500650","1990",,,,,,,,,,"McCormick","065",,"5","9999",,"9999","3","South Carolina","45",,,,,"McCormick County",328,588,945,320,109,254,69,857,903,923,195,58,73,7,0,6,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"G4500670","1990",,,,,,,,,,"Marion","067",,"5","9999",,"9999","3","South Carolina","45",,,,,"Marion County",1376,2313,3507,1307,591,892,424,2521,2831,3125,576,275,381,135,29,11,5,0,0,0,0,9,5,26,0,0,10,13,0,0,0,0,0,0,0,28,0,42,0,0,0,0
"G4500690","1990",,,,,,,,,,"Marlboro","069",,"5","9999",,"9999","3","South Carolina","45",,,,,"Marlboro County",2005,2160,2990,1175,399,720,330,2262,2161,2271,555,170,241,103,80,100,105,20,0,0,0,0,0,0,0,1,9,0,0,0,9,0,0,0,8,5,12,18,0,1,0,8
"G4500710","1990",,,,,,,,,,"Newberry","071",,"5","9999",,"9999","3","South Carolina","45",,,,,"Newberry County",2012,2350,5285,1733,1013,1700,689,1579,2058,1802,433,267,182,77,2,2,1,0,0,0,0,32,0,33,0,0,1,0,24,0,0,0,0,0,0,32,2,4,7,0,2,7
"G4500730","1990",,,,,,,,,,"Oconee","073",,"5","9999",,"9999","3","South Carolina","45",,,,,"Oconee County",6051,6638,10825,4692,1961,3190,1659,509,692,1068,320,162,161,45,8,9,38,0,0,0,0,10,14,8,20,0,0,7,6,0,0,7,0,14,0,88,77,36,22,0,14,0
"G4500750","1990",,,,,,,,,,"Orangeburg","075",,"5","9999",,"9999","3","South Carolina","45",,,,,"Orangeburg County",2515,4584,7585,3622,2040,2749,1172,6049,5656,7179,2664,1204,1426,1404,30,30,52,0,7,8,0,14,19,49,17,17,21,81,0,0,11,5,2,0,0,8,5,71,39,17,0,0
"G4500770","1990",,,,,,,,,,"Pickens","077",,"5","3160",,"9999","3","South Carolina","45",,,,,"Pickens County",7806,9430,14579,6751,3342,4984,3618,834,780,1198,375,183,248,75,32,22,43,0,11,7,0,0,9,49,11,4,91,190,0,15,6,0,0,7,15,12,48,31,18,13,29,54
"G4500790","1990",,,,,,,,,,"Richland","079",,"5","1760",,"9999","3","South Carolina","45",,,,,"Richland County",5036,9132,22745,21314,8489,24907,13818,8075,13080,18032,12470,5146,6325,2531,13,52,92,116,15,94,24,143,202,380,248,158,482,535,74,108,205,186,106,95,61,151,281,510,535,259,337,216
"G4500810","1990",,,,,,,,,,"Saluda","081",,"5","9999",,"9999","3","South Carolina","45",,,,,"Saluda County",894,1664,2832,879,530,587,185,765,887,966,176,35,39,13,0,4,0,0,0,13,0,0,0,0,4,0,0,0,0,0,8,0,6,0,0,0,5,8,9,6,0,0
"G4500830","1990",,,,,,,,,,"Spartanburg","083",,"5","3160",,"9999","3","South Carolina","45",,,,,"Spartanburg County",17843,21725,33680,18431,7657,12824,6368,5897,8232,7126,2801,1018,983,438,56,54,94,56,15,5,0,142,162,223,105,43,165,106,59,43,21,17,0,14,0,180,154,85,130,38,169,81
"G4500850","1990",,,,,,,,,,"Sumter","085",,"5","9999",,"9999","3","South Carolina","45",,,,,"Sumter County",2781,4549,10528,8443,3054,4430,2368,5297,5614,6572,3175,1277,1502,661,27,8,7,28,0,1,0,63,90,96,152,48,73,84,0,20,43,27,18,13,7,12,47,137,119,61,77,46
"G4500870","1990",,,,,,,,,,"Union","087",,"5","9999",,"9999","3","South Carolina","45",,,,,"Union County",3158,2959,4651,1632,940,855,416,1351,1466,1669,409,175,94,59,2,2,0,0,6,0,7,5,9,14,0,10,0,0,0,0,6,0,0,0,0,17,0,27,0,0,0,0
"G4500890","1990",,,,,,,,,,"Williamsburg","089",,"5","9999",,"9999","3","South Carolina","45",,,,,"Williamsburg County",1137,1939,2832,1180,490,868,396,3228,3101,3935,949,289,632,203,0,7,0,0,0,0,8,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,26,0,0,0,0
"G4500910","1990",,,,,,,,,,"York","091",,"5","1520",,"9999","3","South Carolina","45",,,,,"York County",7936,11155,18268,11542,4845,8622,4114,3231,3870,3689,1740,849,698,316,98,121,127,67,35,0,7,83,27,112,60,25,14,36,5,18,21,11,11,0,0,34,85,95,62,43,36,23
"G4600030","1990",,,,,,,,,,"Aurora","003",,"4","9999",,"9999","2","South Dakota","46",,,,,"Aurora County",459,162,691,381,160,185,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600050","1990",,,,,,,,,,"Beadle","005",,"4","9999",,"9999","2","South Dakota","46",,,,,"Beadle County",1734,1190,4256,2124,878,1390,415,1,0,0,0,0,12,0,6,0,28,2,0,8,0,0,6,7,0,0,4,0,0,0,10,5,0,0,0,0,5,23,5,0,8,0
"G4600070","1990",,,,,,,,,,"Bennett","007",,"4","9999",,"9999","2","South Dakota","46",,,,,"Bennett County",132,127,402,281,91,121,42,0,0,0,2,0,0,3,139,184,107,74,76,12,10,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,2,0,0,0
"G4600090","1990",,,,,,,,,,"Bon Homme","009",,"4","9999",,"9999","2","South Dakota","46",,,,,"Bon Homme County",1148,382,1526,696,449,375,164,0,0,13,6,0,2,0,14,5,40,12,5,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,7,1,10,0,0,0,0
"G4600110","1990",,,,,,,,,,"Brookings","011",,"4","9999",,"9999","2","South Dakota","46",,,,,"Brookings County",1495,807,3620,2612,905,1936,1455,0,0,0,5,0,9,7,17,2,11,32,0,7,21,3,2,11,0,0,61,76,0,0,0,0,0,0,0,0,0,8,2,0,1,3
"G4600130","1990",,,,,,,,,,"Brown","013",,"4","9999",,"9999","2","South Dakota","46",,,,,"Brown County",3030,1760,6808,4074,1564,3235,1215,13,0,0,7,0,0,0,27,62,75,157,10,57,46,0,0,6,0,17,0,45,0,12,5,0,6,0,0,0,12,10,10,6,9,14
"G4600150","1990",,,,,,,,,,"Brule","015",,"4","9999",,"9999","2","South Dakota","46",,,,,"Brule County",632,244,1147,553,187,346,139,0,0,2,5,0,0,0,4,10,38,21,0,8,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,12,5,0,0,0
"G4600170","1990",,,,,,,,,,"Buffalo","017",,"4","9999",,"9999","2","South Dakota","46",,,,,"Buffalo County",22,23,118,56,13,17,6,0,0,0,0,0,0,0,77,194,216,49,12,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600190","1990",,,,,,,,,,"Butte","019",,"4","9999",,"9999","2","South Dakota","46",,,,,"Butte County",632,579,1725,1045,317,442,169,0,0,0,5,0,0,0,0,37,25,13,0,0,0,0,0,0,2,0,0,0,32,16,13,10,0,14,0,40,24,13,25,0,14,0
"G4600210","1990",,,,,,,,,,"Campbell","021",,"4","9999",,"9999","2","South Dakota","46",,,,,"Campbell County",331,138,442,187,115,115,30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600230","1990",,,,,,,,,,"Charles Mix","023",,"4","9999",,"9999","2","South Dakota","46",,,,,"Charles Mix County",1063,387,1662,776,360,400,121,0,0,0,0,0,0,0,135,241,252,157,24,31,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5,0,0,0
"G4600250","1990",,,,,,,,,,"Clark","025",,"4","9999",,"9999","2","South Dakota","46",,,,,"Clark County",536,329,1115,526,139,249,39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,5,0,2,0,0
"G4600270","1990",,,,,,,,,,"Clay","027",,"4","9999",,"9999","2","South Dakota","46",,,,,"Clay County",490,461,1410,1086,369,1013,1140,0,0,8,0,0,0,6,0,10,13,66,3,13,22,0,0,11,7,0,10,38,0,5,0,0,0,0,0,0,5,7,16,0,0,8
"G4600290","1990",,,,,,,,,,"Codington","029",,"4","9999",,"9999","2","South Dakota","46",,,,,"Codington County",1977,1332,5666,2223,872,1292,517,0,0,0,0,0,0,0,36,29,47,42,31,0,0,0,10,7,0,9,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"G4600310","1990",,,,,,,,,,"Corson","031",,"4","9999",,"9999","2","South Dakota","46",,,,,"Corson County",338,95,549,198,70,168,52,0,0,0,0,0,0,0,123,291,225,95,84,9,13,0,0,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,2
"G4600330","1990",,,,,,,,,,"Custer","033",,"4","9999",,"9999","2","South Dakota","46",,,,,"Custer County",415,366,1487,835,218,534,178,0,6,2,0,0,0,0,6,13,23,28,8,2,7,0,0,0,0,0,2,0,3,0,3,2,0,0,0,5,0,9,10,0,0,0
"G4600350","1990",,,,,,,,,,"Davison","035",,"4","9999",,"9999","2","South Dakota","46",,,,,"Davison County",1580,1026,3719,1821,1103,1146,467,0,0,0,0,0,0,10,7,18,19,40,13,4,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0
"G4600370","1990",,,,,,,,,,"Day","037",,"4","9999",,"9999","2","South Dakota","46",,,,,"Day County",995,373,1519,757,305,378,145,3,0,0,0,0,0,0,25,44,101,21,8,6,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0
"G4600390","1990",,,,,,,,,,"Deuel","039",,"4","9999",,"9999","2","South Dakota","46",,,,,"Deuel County",668,280,1258,336,226,225,74,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600410","1990",,,,,,,,,,"Dewey","041",,"4","9999",,"9999","2","South Dakota","46",,,,,"Dewey County",197,154,387,202,87,148,59,0,3,0,0,5,2,0,227,355,505,339,91,63,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2
"G4600430","1990",,,,,,,,,,"Douglas","043",,"4","9999",,"9999","2","South Dakota","46",,,,,"Douglas County",779,235,711,285,131,203,66,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"G4600450","1990",,,,,,,,,,"Edmunds","045",,"4","9999",,"9999","2","South Dakota","46",,,,,"Edmunds County",893,185,962,363,259,274,67,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600470","1990",,,,,,,,,,"Fall River","047",,"4","9999",,"9999","2","South Dakota","46",,,,,"Fall River County",709,557,1735,850,279,619,234,2,10,9,0,0,0,0,44,43,117,35,12,11,0,0,0,4,0,0,0,0,9,2,22,0,0,0,3,9,2,53,6,0,0,3
"G4600490","1990",,,,,,,,,,"Faulk","049",,"4","9999",,"9999","2","South Dakota","46",,,,,"Faulk County",465,154,685,212,165,154,45,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"G4600510","1990",,,,,,,,,,"Grant","051",,"4","9999",,"9999","2","South Dakota","46",,,,,"Grant County",896,501,2270,805,396,397,107,0,0,0,0,0,0,0,4,0,19,9,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"G4600530","1990",,,,,,,,,,"Gregory","053",,"4","9999",,"9999","2","South Dakota","46",,,,,"Gregory County",691,311,1324,540,196,341,75,0,0,0,0,0,0,0,18,50,19,17,8,2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"G4600550","1990",,,,,,,,,,"Haakon","055",,"4","9999",,"9999","2","South Dakota","46",,,,,"Haakon County",129,123,649,322,118,153,43,0,0,0,0,2,0,0,0,0,7,2,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,3,0,0,2,0,0,1
"G4600570","1990",,,,,,,,,,"Hamlin","057",,"4","9999",,"9999","2","South Dakota","46",,,,,"Hamlin County",684,303,1154,433,291,299,62,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,3,0,0
"G4600590","1990",,,,,,,,,,"Hand","059",,"4","9999",,"9999","2","South Dakota","46",,,,,"Hand County",458,302,1073,456,196,285,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"G4600610","1990",,,,,,,,,,"Hanson","061",,"4","9999",,"9999","2","South Dakota","46",,,,,"Hanson County",370,156,663,315,153,210,89,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600630","1990",,,,,,,,,,"Harding","063",,"4","9999",,"9999","2","South Dakota","46",,,,,"Harding County",93,78,398,225,48,137,27,1,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"G4600650","1990",,,,,,,,,,"Hughes","065",,"4","9999",,"9999","2","South Dakota","46",,,,,"Hughes County",705,570,2679,1863,668,1675,660,0,0,0,0,0,0,0,17,131,151,94,9,36,0,0,0,0,0,0,7,0,11,7,11,0,0,0,0,11,7,17,8,0,0,7
