GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E34001,E34002,E34003,E34004,E34005,E34006,E34007,E34008,E34009,E34010,E34011,E34012,E34013,E34014,E34015,E34016,E34017,E34018,E34019,E34020,E34021,E34022,E34023,E34024,E34025,E34026,E34027,E34028,E34029,E34030,E34031,E34032,E34033,E34034,E34035,E35001,E35002,E35003,E35004,E35005,E35006,E35007
"G1700770","1990",,,,,,,,,,"Jackson","077",,"3","9999",,"9999","2","Illinois","17",,,,,"Jackson County",2976,2985,7048,5102,1952,4275,3801,263,542,529,580,210,318,208,8,9,4,28,6,7,8,7,7,34,192,119,330,499,29,5,2,33,6,33,17,41,16,22,88,25,93,76
"G1700790","1990",,,,,,,,,,"Jasper","079",,"3","9999",,"9999","2","Illinois","17",,,,,"Jasper County",1304,761,2780,948,473,365,189,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,23,6,0,0,0
"G1700810","1990",,,,,,,,,,"Jefferson","081",,"3","9999",,"9999","2","Illinois","17",,,,,"Jefferson County",3550,3156,8092,3867,1649,1752,869,188,264,218,140,35,41,0,2,19,15,7,11,6,0,10,10,8,2,0,17,15,18,13,15,16,0,18,0,26,20,39,28,6,27,0
"G1700830","1990",,,,,,,,,,"Jersey","083",,"3","7040",,"9999","2","Illinois","17",,,,,"Jersey County",1728,1867,4956,2352,706,779,403,0,0,0,13,0,8,0,13,0,8,8,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,41,2,32,0,0,0,9
"G1700850","1990",,,,,,,,,,"Jo Daviess","085",,"3","9999",,"9999","2","Illinois","17",,,,,"Jo Daviess County",1839,1868,6201,2090,626,1238,486,3,0,2,0,0,5,2,0,7,5,2,0,0,0,6,0,9,0,0,0,6,0,10,0,2,2,0,0,5,17,4,4,2,2,8
"G1700870","1990",,,,,,,,,,"Johnson","087",,"3","9999",,"9999","2","Illinois","17",,,,,"Johnson County",1305,1071,2325,1392,370,377,272,3,296,257,110,41,73,0,3,2,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,102,34,64,2,2,2,0
"G1700890","1990",,,,,,,,,,"Kane","089",,"3","1602",,"0620","2","Illinois","17",,,,,"Kane County",11677,20013,51593,36737,11075,26503,12836,929,2425,2520,1863,419,410,272,22,83,88,93,45,42,6,342,407,324,313,152,453,269,4935,1903,1657,956,209,167,69,8477,3630,3140,1792,522,444,266
"G1700910","1990",,,,,,,,,,"Kankakee","091",,"3","3740",,"9999","2","Illinois","17",,,,,"Kankakee County",5209,7265,19648,10281,3023,4354,2146,1487,1900,1816,1197,376,346,149,0,11,29,9,0,9,0,21,35,51,34,6,41,87,138,34,72,31,0,11,5,224,124,191,71,17,44,30
"G1700930","1990",,,,,,,,,,"Kendall","093",,"3","1602",,"0620","2","Illinois","17",,,,,"Kendall County",1199,2398,8716,5274,1695,2984,1225,0,25,6,10,6,19,10,0,6,15,13,0,0,0,15,6,21,30,6,22,35,236,61,88,39,0,15,0,327,134,165,57,21,38,0
"G1700950","1990",,,,,,,,,,"Knox","095",,"3","9999",,"9999","2","Illinois","17",,,,,"Knox County",3049,4661,13843,6741,2370,3130,1536,183,606,407,299,111,47,22,2,31,32,24,6,0,0,29,26,19,43,9,24,31,120,133,138,40,5,6,0,174,191,199,152,40,6,24
"G1700970","1990",,,,,,,,,,"Lake","097",,"3","1602",,"3965","2","Illinois","17",,,,,"Lake County",13608,24658,72016,62721,16568,61296,34316,1399,3120,5164,4612,1065,1532,607,59,156,253,261,46,51,21,353,367,917,1125,606,2375,1433,3366,1555,1482,791,322,121,133,6166,3234,3586,2178,681,736,487
"G1700990","1990",,,,,,,,,,"La Salle","099",,"3","9999",,"9999","2","Illinois","17",,,,,"La Salle County",8258,10209,27265,11736,4424,4896,2363,20,46,89,80,19,11,0,0,20,75,14,25,8,10,7,14,77,22,12,37,27,224,109,157,45,17,22,19,484,266,377,85,39,26,47
"G1701010","1990",,,,,,,,,,"Lawrence","101",,"3","9999",,"9999","2","Illinois","17",,,,,"Lawrence County",1749,1595,4270,1623,881,473,213,6,12,28,41,20,5,0,0,7,13,5,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,9,9,14,0,8,0,2
"G1701030","1990",,,,,,,,,,"Lee","103",,"3","9999",,"9999","2","Illinois","17",,,,,"Lee County",2035,2875,8395,4079,1421,1714,885,109,233,243,220,95,20,17,2,0,7,11,0,0,0,20,6,15,15,0,15,7,68,27,79,35,6,0,7,89,57,159,57,22,0,7
"G1701050","1990",,,,,,,,,,"Livingston","105",,"3","9999",,"9999","2","Illinois","17",,,,,"Livingston County",2594,3179,10965,3813,1310,1616,721,158,647,296,314,32,50,14,2,7,9,10,0,0,0,3,10,15,20,0,6,34,57,87,45,70,0,0,0,79,98,87,88,2,0,0
"G1701070","1990",,,,,,,,,,"Logan","107",,"3","9999",,"9999","2","Illinois","17",,,,,"Logan County",2031,2376,8280,3110,1085,1715,749,149,289,118,174,27,10,17,18,2,24,14,1,7,0,6,0,22,9,0,14,6,20,7,27,0,0,17,0,63,43,106,11,15,17,0
"G1701090","1990",,,,,,,,,,"McDonough","109",,"3","9999",,"9999","2","Illinois","17",,,,,"McDonough County",1478,2156,6424,3197,838,2146,1766,14,4,36,75,20,66,52,0,22,25,3,0,8,13,17,2,34,39,27,190,111,5,2,0,5,0,5,4,21,18,7,16,0,21,7
"G1701110","1990",,,,,,,,,,"McHenry","111",,"3","1602",,"1600","2","Illinois","17",,,,,"McHenry County",5658,11257,36914,27069,8006,16449,7196,10,7,41,48,9,55,10,8,45,36,52,0,31,7,27,48,96,131,61,144,147,596,117,232,145,49,18,2,1025,421,647,398,152,166,65
"G1701130","1990",,,,,,,,,,"McLean","113",,"3","1040",,"9999","2","Illinois","17",,,,,"McLean County",4490,5951,23309,12287,3350,13747,6117,163,376,560,630,115,509,166,26,31,54,23,3,0,0,19,54,78,75,55,310,281,56,17,29,56,7,8,5,93,75,92,95,15,13,26
"G1701150","1990",,,,,,,,,,"Macon","115",,"3","2040",,"9999","2","Illinois","17",,,,,"Macon County",5176,9827,26616,12671,3627,7192,3678,1099,1966,2297,1161,221,239,73,0,31,45,42,2,0,4,10,25,76,43,13,42,48,5,11,20,22,7,8,0,15,50,111,70,18,23,35
"G1701170","1990",,,,,,,,,,"Macoupin","117",,"3","9999",,"9999","2","Illinois","17",,,,,"Macoupin County",4163,4201,13322,4894,1494,1828,1006,42,47,57,30,7,0,2,15,14,21,19,2,0,2,0,3,3,0,0,24,6,0,0,13,0,2,0,0,8,4,31,10,5,8,9
"G1701190","1990",,,,,,,,,,"Madison","119",,"3","7040",,"9999","2","Illinois","17",,,,,"Madison County",17436,18511,55369,30235,8064,14542,7434,1125,1629,2404,1954,364,357,265,24,97,145,127,44,60,3,57,36,115,124,40,285,217,69,80,104,58,35,33,75,172,153,385,251,66,108,127
"G1701210","1990",,,,,,,,,,"Marion","121",,"3","9999",,"9999","2","Illinois","17",,,,,"Marion County",4116,3511,9811,4257,1807,1670,808,226,128,158,169,42,23,33,34,22,13,20,3,0,0,11,33,61,40,0,12,56,2,6,2,3,0,0,0,19,6,21,14,2,3,0
"G1701230","1990",,,,,,,,,,"Marshall","123",,"3","9999",,"9999","2","Illinois","17",,,,,"Marshall County",919,963,3696,1452,618,665,219,2,4,6,4,0,0,0,10,6,7,2,0,2,2,0,0,2,2,0,2,0,0,7,10,0,0,0,0,13,14,20,11,0,0,0
"G1701250","1990",,,,,,,,,,"Mason","125",,"3","9999",,"9999","2","Illinois","17",,,,,"Mason County",1353,1574,4687,1627,505,633,293,0,0,0,0,0,0,0,0,10,11,0,0,0,0,5,0,5,7,0,0,18,0,0,1,0,0,0,0,2,6,3,0,0,0,0
"G1701270","1990",,,,,,,,,,"Massac","127",,"3","9999",,"9999","2","Illinois","17",,,,,"Massac County",1853,1396,3301,1614,565,488,282,113,113,109,134,29,20,6,10,2,0,0,0,0,0,6,0,4,0,7,5,7,0,0,0,0,4,0,0,0,30,9,8,9,0,0
"G1701290","1990",,,,,,,,,,"Menard","129",,"3","7880",,"9999","2","Illinois","17",,,,,"Menard County",795,877,3085,1254,346,762,260,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,4,8,2,3,0,0
"G1701310","1990",,,,,,,,,,"Mercer","131",,"3","9999",,"9999","2","Illinois","17",,,,,"Mercer County",932,1636,5026,1863,588,923,349,0,0,0,7,0,0,0,2,0,2,5,4,0,0,0,0,0,2,0,0,5,0,2,2,7,0,2,0,0,4,19,7,2,8,5
"G1701330","1990",,,,,,,,,,"Monroe","133",,"3","7040",,"9999","2","Illinois","17",,,,,"Monroe County",2069,1446,5627,2520,886,1510,469,0,0,11,0,0,13,0,0,4,17,0,11,0,0,0,0,0,0,6,0,16,8,0,0,0,0,0,0,11,14,20,9,0,23,0
"G1701350","1990",,,,,,,,,,"Montgomery","135",,"3","9999",,"9999","2","Illinois","17",,,,,"Montgomery County",2939,2527,8788,3239,724,1124,509,21,132,106,125,0,0,0,7,11,19,11,21,0,0,9,0,0,4,0,6,6,23,0,34,1,0,0,0,32,5,84,26,0,0,0
"G1701370","1990",,,,,,,,,,"Morgan","137",,"3","9999",,"9999","2","Illinois","17",,,,,"Morgan County",2494,2666,9122,3538,1047,2424,1297,224,254,174,109,26,18,0,0,11,0,13,9,0,0,11,11,20,25,20,6,39,12,5,24,0,6,0,0,18,24,40,0,8,18,5
"G1701390","1990",,,,,,,,,,"Moultrie","139",,"3","9999",,"9999","2","Illinois","17",,,,,"Moultrie County",1579,1168,3706,1342,575,598,278,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,4,0,0,8,0,8,0,0,7,0,0,0,8,0,0,13,8,0,0
"G1701410","1990",,,,,,,,,,"Ogle","141",,"3","9999",,"9999","2","Illinois","17",,,,,"Ogle County",2529,3812,11737,5403,1937,2536,1023,0,7,8,0,0,6,0,5,0,44,17,2,2,0,23,15,63,14,0,11,4,131,102,60,51,29,4,0,207,117,116,87,51,10,4
"G1701430","1990",,,,,,,,,,"Peoria","143",,"3","6120",,"9999","2","Illinois","17",,,,,"Peoria County",8861,11723,32924,21452,6663,14004,7026,1390,3184,3065,2315,637,631,238,37,44,71,34,32,8,36,69,74,140,123,56,248,328,133,75,163,123,15,27,14,210,183,365,207,57,81,68
"G1701450","1990",,,,,,,,,,"Perry","145",,"3","9999",,"9999","2","Illinois","17",,,,,"Perry County",2658,1737,5113,2315,849,701,301,21,45,56,59,12,13,0,0,7,0,2,0,0,0,0,9,0,0,6,0,6,0,0,11,0,0,0,0,7,6,26,9,0,0,0
"G1701470","1990",,,,,,,,,,"Piatt","147",,"3","9999",,"9999","2","Illinois","17",,,,,"Piatt County",725,1058,4441,1908,643,1114,543,0,0,0,5,0,0,0,0,0,6,7,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,3,6,2,0,0,0
"G1701490","1990",,,,,,,,,,"Pike","149",,"3","9999",,"9999","2","Illinois","17",,,,,"Pike County",1639,1917,4895,1919,486,675,273,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,10,6,7,5,5,2
"G1701510","1990",,,,,,,,,,"Pope","151",,"3","9999",,"9999","2","Illinois","17",,,,,"Pope County",571,387,976,408,215,107,70,0,25,25,25,9,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,0,0,0,0
"G1701530","1990",,,,,,,,,,"Pulaski","153",,"3","9999",,"9999","2","Illinois","17",,,,,"Pulaski County",635,692,1091,548,277,119,66,354,251,289,256,118,67,38,0,3,3,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,0,3,0,0,2
"G1701550","1990",,,,,,,,,,"Putnam","155",,"3","9999",,"9999","2","Illinois","17",,,,,"Putnam County",359,523,1504,717,253,242,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,22,0,0,0,0,20,25,37,4,4,0,0
"G1701570","1990",,,,,,,,,,"Randolph","157",,"3","9999",,"9999","2","Illinois","17",,,,,"Randolph County",3677,3323,8026,3114,975,1137,663,351,790,193,381,21,90,0,7,2,8,6,6,0,0,0,3,0,5,6,0,11,0,21,29,0,0,0,2,46,145,34,29,0,0,2
"G1701590","1990",,,,,,,,,,"Richland","159",,"3","9999",,"9999","2","Illinois","17",,,,,"Richland County",1604,1268,3783,1882,1044,908,379,0,7,0,0,0,0,0,6,9,2,0,0,0,0,0,0,0,8,0,0,17,0,0,0,0,0,0,0,1,0,6,6,0,0,0
"G1701610","1990",,,,,,,,,,"Rock Island","161",,"3","1960",,"9999","2","Illinois","17",,,,,"Rock Island County",6447,12596,32130,18428,5683,9710,4172,527,1450,1507,1162,281,283,87,56,50,74,73,11,18,0,42,66,116,78,32,62,66,420,228,358,306,75,96,25,901,530,1073,628,149,264,77
"G1701630","1990",,,,,,,,,,"St Clair","163",,"3","7040",,"9999","2","Illinois","17",,,,,"St. Clair County",13307,16500,39916,25776,8469,12745,7291,5338,8976,9312,7547,2005,2134,1335,36,92,132,89,32,57,22,100,78,247,231,33,131,105,125,8,156,149,42,27,7,353,210,463,531,145,179,62
"G1701650","1990",,,,,,,,,,"Saline","165",,"3","9999",,"9999","2","Illinois","17",,,,,"Saline County",3846,2596,5278,3052,1058,1019,644,88,69,126,115,29,7,6,9,5,13,6,10,0,0,0,7,0,0,7,6,2,0,7,12,0,0,0,3,7,16,29,15,0,6,8
"G1701670","1990",,,,,,,,,,"Sangamon","167",,"3","7880",,"9999","2","Illinois","17",,,,,"Sangamon County",6959,11951,36794,21300,7421,15942,8805,761,1665,2133,1522,325,522,441,16,7,57,131,15,15,0,66,20,82,71,31,159,332,0,8,2,26,10,61,36,8,17,138,155,31,121,73
"G1701690","1990",,,,,,,,,,"Schuyler","169",,"3","9999",,"9999","2","Illinois","17",,,,,"Schuyler County",653,904,2152,627,198,407,140,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,7,0,0,3,0
"G1701710","1990",,,,,,,,,,"Scott","171",,"3","9999",,"9999","2","Illinois","17",,,,,"Scott County",495,484,1814,445,146,258,84,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"G1701730","1990",,,,,,,,,,"Shelby","173",,"3","9999",,"9999","2","Illinois","17",,,,,"Shelby County",2033,1980,6028,2318,910,884,558,0,1,0,0,0,0,0,2,2,23,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"G1701750","1990",,,,,,,,,,"Stark","175",,"3","9999",,"9999","2","Illinois","17",,,,,"Stark County",484,518,1909,724,268,339,131,0,0,5,0,0,0,0,3,2,0,0,0,0,0,0,3,2,2,0,4,0,0,0,0,2,0,0,0,2,4,4,2,0,0,0
"G1701770","1990",,,,,,,,,,"Stephenson","177",,"3","9999",,"9999","2","Illinois","17",,,,,"Stephenson County",3017,3616,11784,5267,1916,3020,1186,265,416,545,258,51,13,6,5,0,15,4,0,0,0,17,13,18,18,8,33,33,6,0,7,11,5,2,0,12,8,69,29,5,7,0
"G1701790","1990",,,,,,,,,,"Tazewell","179",,"3","6120",,"9999","2","Illinois","17",,,,,"Tazewell County",7037,9996,29554,17129,5188,7682,3117,6,13,29,18,6,21,5,18,50,56,73,2,4,0,21,8,24,62,12,14,27,18,24,38,38,0,20,0,36,81,113,108,52,37,7
"G1701810","1990",,,,,,,,,,"Union","181",,"3","9999",,"9999","2","Illinois","17",,,,,"Union County",2257,1925,3693,1863,840,827,481,80,3,0,5,0,1,0,11,0,4,3,0,0,0,0,23,0,35,7,3,3,27,0,1,0,0,0,0,30,0,1,3,0,0,0
"G1701830","1990",,,,,,,,,,"Vermilion","183",,"3","9999",,"9999","2","Illinois","17",,,,,"Vermilion County",6027,7656,21013,9054,3282,3870,2163,759,1173,1424,647,156,108,82,38,22,28,81,0,2,9,4,19,31,30,27,89,105,74,56,35,8,0,15,0,160,127,74,60,26,17,19
"G1701850","1990",,,,,,,,,,"Wabash","185",,"3","9999",,"9999","2","Illinois","17",,,,,"Wabash County",1045,1078,2694,1528,1021,743,334,0,0,7,14,0,0,0,5,0,3,6,0,0,0,6,7,8,7,4,0,0,0,0,0,5,5,0,0,0,0,10,15,5,0,0
"G1701870","1990",,,,,,,,,,"Warren","187",,"3","9999",,"9999","2","Illinois","17",,,,,"Warren County",1014,1782,4741,1999,703,1199,535,26,34,53,24,15,17,0,0,0,0,8,0,0,0,0,0,0,0,7,0,24,33,6,0,0,0,0,0,33,6,14,10,0,2,7
"G1701890","1990",,,,,,,,,,"Washington","189",,"3","9999",,"9999","2","Illinois","17",,,,,"Washington County",2422,934,3415,1477,720,605,242,21,0,0,0,0,0,0,2,2,13,5,3,2,0,7,7,20,0,0,7,0,0,0,0,0,0,2,0,5,3,3,9,0,9,0
"G1701910","1990",,,,,,,,,,"Wayne","191",,"3","9999",,"9999","2","Illinois","17",,,,,"Wayne County",2456,1778,3859,1622,803,677,312,2,0,14,0,0,0,0,15,8,2,0,0,0,7,16,6,3,1,9,12,1,9,0,1,0,0,0,0,15,3,5,0,6,0,0
"G1701930","1990",,,,,,,,,,"White","193",,"3","9999",,"9999","2","Illinois","17",,,,,"White County",1976,1857,3880,1816,728,713,366,8,16,8,5,0,0,0,2,7,35,13,0,0,0,2,0,2,0,8,3,6,0,0,0,0,0,0,0,14,11,0,0,5,7,3
"G1701950","1990",,,,,,,,,,"Whiteside","195",,"3","9999",,"9999","2","Illinois","17",,,,,"Whiteside County",4732,5031,14712,6755,2488,2414,1317,23,0,42,24,29,8,0,19,23,36,9,11,0,8,32,44,12,15,6,17,48,325,194,374,159,81,23,9,618,358,659,312,113,18,16
"G1701970","1990",,,,,,,,,,"Will","197",,"3","1602",,"3690","2","Illinois","17",,,,,"Will County",11345,22609,64933,41908,12869,23560,11199,1460,3688,5124,5522,1175,1443,885,23,54,152,128,42,44,24,162,177,385,407,203,967,567,1722,996,1064,533,224,198,31,2669,1716,2261,1387,475,495,128
"G1701990","1990",,,,,,,,,,"Williamson","199",,"3","9999",,"9999","2","Illinois","17",,,,,"Williamson County",5432,5095,12333,6966,2555,3452,1831,145,171,117,94,34,93,26,30,7,20,10,19,11,6,27,21,34,48,19,8,64,2,0,5,19,29,8,2,24,63,43,31,63,8,2
"G1702010","1990",,,,,,,,,,"Winnebago","201",,"3","6880",,"9999","2","Illinois","17",,,,,"Winnebago County",10597,21634,52470,28117,9032,17825,7883,1444,3403,3527,2061,567,382,240,46,107,185,70,19,18,33,306,142,356,171,104,362,268,589,380,288,220,57,119,25,987,636,706,477,128,181,88
"G1702030","1990",,,,,,,,,,"Woodford","203",,"3","6120",,"9999","2","Illinois","17",,,,,"Woodford County",1918,2148,7833,3825,1519,2107,1016,2,0,0,0,0,10,2,8,4,24,10,0,0,0,2,2,8,0,2,12,0,0,7,7,3,0,0,0,9,29,7,7,12,0,7
"G1800010","1990",,,,,,,,,,"Adams","001",,"3","9999",,"9999","2","Indiana","18",,,,,"Adams County",2076,2487,8085,2365,973,1055,866,0,0,2,0,0,0,0,5,0,17,6,0,0,0,2,6,4,5,0,0,15,37,26,76,0,11,0,0,74,39,121,21,19,0,0
"G1800030","1990",,,,,,,,,,"Allen","003",,"3","2760",,"9999","2","Indiana","18",,,,,"Allen County",9656,19450,57383,34517,14653,21673,12163,1543,3655,4617,3200,849,763,450,16,132,190,111,23,15,35,225,86,271,175,122,270,220,338,300,380,214,80,63,18,525,438,714,544,193,174,81
"G1800050","1990",,,,,,,,,,"Bartholomew","005",,"3","9999",,"9999","2","Indiana","18",,,,,"Bartholomew County",3464,5836,15214,6542,2408,3952,2732,89,78,169,140,25,63,14,0,2,34,15,6,6,0,11,30,76,65,13,117,75,8,2,19,7,6,0,0,32,52,32,19,16,14,0
"G1800070","1990",,,,,,,,,,"Benton","007",,"3","9999",,"9999","2","Indiana","18",,,,,"Benton County",498,879,3027,807,259,311,243,6,0,2,0,0,0,0,0,0,5,1,2,0,0,0,2,0,0,0,0,0,2,0,7,2,0,0,0,2,4,15,2,0,0,0
"G1800090","1990",,,,,,,,,,"Blackford","009",,"3","9999",,"9999","2","Indiana","18",,,,,"Blackford County",811,1638,4438,1102,369,411,410,0,0,0,0,0,7,0,12,21,16,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,5,0,0,12,22,17,20,5,0,0
"G1800110","1990",,,,,,,,,,"Boone","011",,"3","3480",,"9999","2","Indiana","18",,,,,"Boone County",1327,2997,9118,4445,1391,3308,2175,0,0,0,8,0,5,8,0,12,11,8,8,6,0,7,10,8,0,2,12,13,15,0,5,10,0,6,0,15,10,39,19,0,10,0
"G1800130","1990",,,,,,,,,,"Brown","013",,"3","9999",,"9999","2","Indiana","18",,,,,"Brown County",758,1483,3871,1505,436,853,579,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,20,18,6,3,0
"G1800150","1990",,,,,,,,,,"Carroll","015",,"3","9999",,"9999","2","Indiana","18",,,,,"Carroll County",861,2042,5746,1676,666,754,465,0,2,0,0,2,5,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,7,4,4,0,0,0,0
"G1800170","1990",,,,,,,,,,"Cass","017",,"3","9999",,"9999","2","Indiana","18",,,,,"Cass County",1708,4167,11576,4006,1038,1235,975,33,83,62,23,15,0,0,20,12,49,21,11,0,6,7,23,2,2,0,10,30,0,4,0,5,0,0,0,23,12,13,13,7,0,21
"G1800190","1990",,,,,,,,,,"Clark","019",,"3","4520",,"9999","2","Indiana","18",,,,,"Clark County",5960,8580,20304,9977,3017,3824,2168,303,547,735,677,168,184,113,18,37,22,17,0,15,0,27,30,77,30,12,48,29,0,18,20,13,0,0,0,40,47,69,58,0,0,6
"G1800210","1990",,,,,,,,,,"Clay","021",,"3","8320",,"9999","2","Indiana","18",,,,,"Clay County",1382,2477,7736,2217,687,898,683,0,35,31,7,0,0,13,0,0,5,0,5,0,0,0,5,2,0,0,0,0,0,7,7,0,0,0,0,7,7,33,0,0,0,2
"G1800230","1990",,,,,,,,,,"Clinton","023",,"3","9999",,"9999","2","Indiana","18",,,,,"Clinton County",1535,3099,9073,2744,997,1296,889,12,0,19,0,0,0,0,17,12,26,8,0,0,3,0,0,24,4,0,0,4,45,18,43,7,0,0,0,64,33,80,11,5,9,0
"G1800250","1990",,,,,,,,,,"Crawford","025",,"3","9999",,"9999","2","Indiana","18",,,,,"Crawford County",1385,1143,2347,835,179,174,185,0,5,5,13,0,0,0,7,0,6,2,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0
"G1800270","1990",,,,,,,,,,"Daviess","027",,"3","9999",,"9999","2","Indiana","18",,,,,"Daviess County",2472,3338,7203,1907,968,738,580,0,0,12,0,0,0,0,7,9,17,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,7,9,10,0,0,0,0
"G1800290","1990",,,,,,,,,,"Dearborn","029",,"3","1642",,"1640","2","Indiana","18",,,,,"Dearborn County",2683,3702,10476,3468,1173,1568,1024,31,27,44,27,0,7,2,0,0,26,7,0,0,7,0,11,22,21,2,7,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0
"G1800310","1990",,,,,,,,,,"Decatur","031",,"3","9999",,"9999","2","Indiana","18",,,,,"Decatur County",1655,2368,6922,1593,611,720,653,0,0,0,0,0,4,0,5,6,13,0,0,0,0,0,12,15,0,10,23,14,0,0,0,0,0,1,0,7,10,6,7,0,13,5
"G1800330","1990",,,,,,,,,,"DeKalb","033",,"3","2760",,"9999","2","Indiana","18",,,,,"De Kalb County",1548,3271,10119,3310,1243,1182,971,2,1,8,6,0,0,0,22,8,15,11,0,0,0,9,8,12,8,1,0,0,9,17,11,9,0,0,0,9,28,27,15,0,3,7
"G1800350","1990",,,,,,,,,,"Delaware","035",,"3","5280",,"9999","2","Indiana","18",,,,,"Delaware County",5477,10939,25140,10508,3124,5467,5603,513,933,1069,653,173,134,120,38,73,57,64,11,0,7,16,13,34,19,21,76,188,25,2,43,26,6,32,5,32,22,96,27,29,33,30
"G1800370","1990",,,,,,,,,,"Dubois","037",,"3","9999",,"9999","2","Indiana","18",,,,,"Dubois County",3417,2936,10146,2433,1438,1465,1018,0,0,8,2,0,0,0,10,2,24,0,0,0,0,0,0,8,0,0,7,7,0,0,0,0,0,0,0,0,24,29,0,0,0,0
"G1800390","1990",,,,,,,,,,"Elkhart","039",,"3","2330",,"9999","2","Indiana","18",,,,,"Elkhart County",8414,15716,35821,14072,3826,8242,4980,452,1016,1284,521,113,93,80,33,75,196,20,0,2,10,85,66,110,43,43,120,73,127,123,144,47,10,37,9,303,265,405,129,39,91,66
"G1800410","1990",,,,,,,,,,"Fayette","041",,"3","9999",,"9999","2","Indiana","18",,,,,"Fayette County",2423,3507,6612,1936,553,714,599,37,48,179,20,6,0,9,0,6,7,9,0,0,0,6,9,0,9,0,6,26,7,0,16,0,0,0,0,0,14,9,0,0,0,0
"G1800430","1990",,,,,,,,,,"Floyd","043",,"3","4520",,"9999","2","Indiana","18",,,,,"Floyd County",4531,5921,14188,6994,2139,3522,2564,107,482,359,219,87,83,43,0,16,6,33,7,0,0,9,30,23,21,12,22,49,16,0,9,7,0,0,0,44,13,36,13,16,0,7
"G1800450","1990",,,,,,,,,,"Fountain","045",,"3","9999",,"9999","2","Indiana","18",,,,,"Fountain County",1058,2086,5629,1604,420,499,385,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,19,6,23,0,0,0,6
"G1800470","1990",,,,,,,,,,"Franklin","047",,"3","9999",,"9999","2","Indiana","18",,,,,"Franklin County",1813,2318,5074,1192,573,557,427,0,0,0,5,0,0,0,0,36,9,8,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,6,0,11,4,15,7,0,10,6
"G1800490","1990",,,,,,,,,,"Fulton","049",,"3","9999",,"9999","2","Indiana","18",,,,,"Fulton County",873,2086,5715,1854,563,622,516,9,36,44,0,0,9,0,0,20,0,0,0,18,0,5,6,0,0,0,0,0,17,10,2,0,0,0,0,17,18,12,9,0,8,7
"G1800510","1990",,,,,,,,,,"Gibson","051",,"3","9999",,"9999","2","Indiana","18",,,,,"Gibson County",2005,3540,8580,3130,1334,1179,726,48,77,169,40,0,0,9,10,8,15,31,0,0,0,9,0,25,14,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0
"G1800530","1990",,,,,,,,,,"Grant","053",,"3","9999",,"9999","2","Indiana","18",,,,,"Grant County",3540,8610,18372,6800,1923,2587,2379,379,668,968,314,100,106,104,5,42,53,35,13,4,3,7,5,31,10,25,0,94,80,91,95,49,11,10,28,107,172,217,97,24,23,45
"G1800550","1990",,,,,,,,,,"Greene","055",,"3","9999",,"9999","2","Indiana","18",,,,,"Greene County",2019,3652,8708,2649,1026,1099,869,0,6,0,0,0,0,0,6,14,19,0,0,0,0,7,12,0,3,0,8,7,0,2,0,18,0,0,0,6,11,34,18,11,0,0
