GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,I9HE001,I9HE002,I9HE003,I9HE004,I9HE005,I9HE006,I9HE007,I9HE008,I9HE009,I9HE010,I9HE011,I9HE012,I9HE013,I9HE014,I9HE015,I9HE016,I9HE017,I9HE018,I9HE019,I9HE020,I9HE021,I9HE022,I9HE023,I9HE024,I9HE025,I9HE026,I9HE027,I9TE001,I9TE002,I9TE003,I9TE004,I9TE005,I9TE006,I9TE007,I9TE008,I9TE009,I9TE010,I9TE011,I9TE012,I9TE013,I9TE014,I9TE015,I9TE016,I9TE017,I9TE018,I9TE019,I9TE020,I9TE021,I9TE022,I9TE023,I9TE024,I9TE025,I9TE026,I9TE027,I9VE001,I9VE002,I9VE003,I9VE004,I9VE005,I9VE006,I9VE007,I9VE008,I9VE009,I9VE010,I9VE011,I9VE012,I9VE013,I9VE014,I9VE015,I9VE016,I9VE017,I9VE018,I9VE019,I9VE020,I9VE021,I9VE022,I9VE023,I9VE024,I9VE025,I9VE026,I9VE027,NAME_M,I9HM001,I9HM002,I9HM003,I9HM004,I9HM005,I9HM006,I9HM007,I9HM008,I9HM009,I9HM010,I9HM011,I9HM012,I9HM013,I9HM014,I9HM015,I9HM016,I9HM017,I9HM018,I9HM019,I9HM020,I9HM021,I9HM022,I9HM023,I9HM024,I9HM025,I9HM026,I9HM027,I9TM001,I9TM002,I9TM003,I9TM004,I9TM005,I9TM006,I9TM007,I9TM008,I9TM009,I9TM010,I9TM011,I9TM012,I9TM013,I9TM014,I9TM015,I9TM016,I9TM017,I9TM018,I9TM019,I9TM020,I9TM021,I9TM022,I9TM023,I9TM024,I9TM025,I9TM026,I9TM027,I9VM001,I9VM002,I9VM003,I9VM004,I9VM005,I9VM006,I9VM007,I9VM008,I9VM009,I9VM010,I9VM011,I9VM012,I9VM013,I9VM014,I9VM015,I9VM016,I9VM017,I9VM018,I9VM019,I9VM020,I9VM021,I9VM022,I9VM023,I9VM024,I9VM025,I9VM026,I9VM027
"G3600890","2010","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,84836,42079,35380,25347,265,25082,21031,4051,10033,6699,1030,999,31,5669,42757,34222,22320,0,22320,20208,2112,11902,8535,692,655,37,7843,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Lawrence County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,325,212,212,1219,217,1227,1338,1007,1247,275,330,328,53,330,237,237,1090,275,1090,1142,632,1156,275,356,324,51,356,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600910","2010","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,165033,80004,67159,56885,723,56162,51996,4166,10274,12845,2358,2344,14,10487,85029,68697,51692,0,51692,48607,3085,17005,16332,1817,1817,0,14515,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saratoga County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,783,581,568,1587,477,1647,1818,1029,1652,109,559,552,23,564,471,469,1577,275,1577,1614,869,1670,36,526,526,275,537,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600930","2010","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",10776,5385,5122,4144,0,4144,2981,1163,978,263,0,0,0,263,5391,5005,3372,0,3372,2737,635,1633,386,0,0,0,386,99840,47636,38856,32122,63,32059,29033,3026,6734,8780,1204,1048,156,7576,52204,39583,29972,0,29972,28661,1311,9611,12621,1563,1563,0,11058,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady County, New York",599,434,520,488,275,488,767,712,470,223,275,275,275,223,439,472,616,275,616,630,434,683,227,275,275,275,227,897,460,460,1279,103,1306,1453,784,1279,275,434,374,249,434,572,571,1493,275,1493,1534,643,1459,89,467,467,275,466,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3601010","2010","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,74740,36759,29916,22552,98,22454,19823,2631,7364,6843,1266,1205,61,5577,37981,29474,20922,0,20922,19439,1483,8552,8507,602,602,0,7905,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,344,244,244,975,157,1001,1230,676,992,275,332,354,82,332,278,278,1009,275,1009,961,464,953,275,211,211,275,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3601030","2010","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",84940,40056,36294,25374,0,25374,21377,3997,10920,3762,1291,1094,197,2471,44884,38842,26604,0,26604,23833,2771,12238,6042,415,297,118,5627,871607,419870,344702,280900,391,280509,259689,20820,63802,75168,17758,16086,1672,57410,451737,350886,256273,66,256207,237857,18350,94613,100851,15675,14515,1160,85176,177745,92239,87362,73535,0,73535,67254,6281,13827,4877,1319,1197,122,3558,85506,78792,54857,0,54857,48515,6342,23935,6714,388,284,104,6326,"Suffolk County, New York",2616,1341,1326,1521,275,1521,1559,1156,1492,92,486,424,178,498,1686,1559,1655,275,1655,1671,914,1834,296,218,176,116,367,1536,1169,1171,3757,398,3803,4765,2494,3768,95,1431,1431,460,1423,1166,1150,4786,107,4770,4619,2260,4748,83,1719,1615,544,1754,921,590,590,1849,275,1849,2249,1543,1887,0,447,475,143,447,706,706,2348,275,2348,2383,1591,2461,0,235,210,167,235
"G3601050","2010","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,47985,23948,19157,14491,0,14491,12502,1989,4666,4791,1391,1215,176,3400,24037,18743,13045,0,13045,11371,1674,5698,5294,723,660,63,4571,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,242,196,196,806,275,806,1016,643,818,275,569,550,153,569,158,158,1051,275,1051,1101,558,1092,275,373,364,108,373,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3601090","2010","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,70723,34269,29768,20613,0,20613,19223,1390,9155,4501,1093,1072,21,3408,36454,30592,20804,0,20804,19529,1275,9788,5862,654,654,0,5208,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tompkins County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,321,185,185,1415,275,1415,1432,589,1419,275,338,327,35,338,251,251,1180,275,1180,1332,654,1120,275,359,359,275,359,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3601110","2010","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,125826,60798,49874,38676,0,38676,34577,4099,11198,10924,2336,1873,463,8588,65028,51093,37081,0,37081,33517,3564,14012,13935,2359,2258,101,11576,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ulster County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,674,512,497,1867,275,1867,1774,853,1939,92,671,575,336,689,416,408,1661,275,1661,1689,1081,1651,87,631,630,117,619,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3601130","2010","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,51696,24852,20065,15069,107,14962,14266,696,4996,4787,632,632,0,4155,26844,20632,15085,0,15085,13998,1087,5547,6212,629,594,35,5583,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,293,236,232,1044,176,1041,1069,372,1053,59,302,302,275,307,239,239,915,275,915,950,477,909,275,319,315,42,319,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3601170","2010","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,68636,33510,27781,22304,212,22092,19983,2109,5477,5729,1077,1077,0,4652,35126,28008,21509,0,21509,20425,1084,6499,7118,727,714,13,6391,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,484,304,304,1081,271,1141,1150,583,1050,275,424,424,275,424,334,334,1029,275,1029,1055,360,1041,275,404,407,21,404,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3601190","2010","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",104912,44998,38847,28829,0,28829,25712,3117,10018,6151,2205,2205,0,3946,59914,49830,36181,0,36181,32415,3766,13649,10084,1932,1932,0,8152,444251,209667,165355,136850,0,136850,125468,11382,28505,44312,12994,11702,1292,31318,234584,172004,121491,0,121491,113228,8263,50513,62580,10801,9713,1088,51779,153025,76601,72104,62340,0,62340,55410,6930,9764,4497,1286,1206,80,3211,76424,69837,50495,0,50495,45330,5165,19342,6587,926,849,77,5661,"Westchester County, New York",2559,1371,1312,1589,275,1589,1523,845,1500,402,642,642,275,538,1759,1577,1803,275,1803,1669,1091,1721,529,708,708,275,778,1308,991,976,2333,275,2333,2585,1552,2477,142,1239,1115,528,1234,670,673,2763,275,2763,3042,1560,2905,107,1216,1099,501,1232,759,508,509,1459,275,1459,1775,1473,1361,0,540,534,133,540,563,563,2111,275,2111,2172,1281,2123,0,545,544,126,544
"G3700010","2010","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",22365,9954,9369,6685,0,6685,5396,1289,2684,585,173,173,0,412,12411,10403,8565,0,8565,6571,1994,1838,2008,926,824,102,1082,84647,39380,31743,25913,0,25913,21287,4626,5830,7637,1596,1510,86,6041,45267,34500,23582,0,23582,21618,1964,10918,10767,1485,1268,217,9282,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamance County, North Carolina",728,511,591,825,289,825,935,829,783,380,223,223,289,301,510,504,930,289,930,1031,756,718,114,373,385,114,361,469,424,424,1310,289,1310,1431,1084,1267,289,571,555,124,571,352,352,1657,289,1657,1597,625,1688,289,515,547,205,515,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700190","2010","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",9331,4521,3821,2410,0,2410,1837,573,1411,700,177,177,0,523,4810,3853,2698,0,2698,1734,964,1155,957,66,66,0,891,75070,35649,25233,18842,90,18752,17054,1698,6391,10416,1818,1660,158,8598,39421,28645,18255,0,18255,15409,2846,10390,10776,1183,1034,149,9593,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brunswick County, North Carolina",835,445,445,672,289,672,492,430,642,289,203,203,289,203,672,672,608,289,608,648,590,502,289,105,105,289,105,599,384,384,1636,122,1600,1606,650,1664,289,560,545,190,560,599,599,1262,289,1262,1390,998,1231,289,464,445,163,464,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700210","2010","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,170109,80323,65237,50025,565,49460,43186,6274,15212,15086,2985,2739,246,12101,89786,69167,52313,0,52313,48129,4184,16854,20619,2424,2212,212,18195,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buncombe County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,517,323,323,2157,506,2246,2335,1340,2146,289,744,682,311,744,466,466,2075,289,2075,2331,1174,2087,289,524,477,206,524,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700230","2010","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,62278,29898,24064,18886,14,18872,15918,2954,5178,5834,869,695,174,4965,32380,24514,16852,0,16852,15030,1822,7662,7866,817,723,94,7049,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,443,371,371,969,22,965,1122,713,1036,289,364,352,139,364,216,216,1313,289,1313,1434,674,1311,289,308,296,114,308,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700250","2010","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",19346,8188,7484,6219,0,6219,4104,2115,1265,704,45,45,0,659,11158,9948,7006,0,7006,5106,1900,2942,1210,289,189,100,921,101490,48805,41331,33374,302,33072,29118,3954,7957,7474,1223,1014,209,6251,52685,42697,31283,93,31190,28427,2763,11414,9988,1230,1230,0,8758,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabarrus County, North Carolina",851,514,509,631,289,631,834,723,548,89,77,77,289,116,471,439,640,289,640,920,884,654,161,254,217,162,276,687,597,597,1500,395,1470,1691,876,1512,289,466,432,207,466,336,336,1666,154,1681,1694,837,1713,289,428,428,289,428,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700270","2010","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",3089,1440,1226,831,0,831,636,195,395,214,0,0,0,214,1649,1244,943,0,943,672,271,301,405,0,0,0,405,60205,28942,23639,17820,77,17743,15212,2531,5819,5303,1396,1167,229,3907,31263,24360,15956,0,15956,13712,2244,8404,6903,308,308,0,6595,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, North Carolina",634,561,460,441,289,441,532,190,386,215,289,289,289,215,377,378,373,289,373,395,245,211,217,289,289,289,217,329,266,266,1212,130,1223,1466,826,1210,289,481,474,223,481,186,186,1378,289,1378,1480,998,1422,289,234,234,289,234,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700310","2010","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,49693,24540,18930,14939,651,14288,12622,1666,3991,5610,1546,1279,267,4064,25153,18710,12947,284,12663,11673,990,5763,6443,1554,1489,65,4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carteret County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,355,409,409,888,363,908,1082,737,812,289,501,467,230,501,355,355,1139,402,1172,1218,597,1187,289,457,442,106,457,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700350","2010","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",10232,4910,4458,3432,0,3432,2435,997,1026,452,139,139,0,313,5322,4623,3351,0,3351,3070,281,1272,699,160,0,160,539,98228,47024,38439,32280,0,32280,28596,3684,6159,8585,1323,1162,161,7262,51204,39764,28366,0,28366,25226,3140,11398,11440,553,483,70,10887,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catawba County, North Carolina",567,176,378,847,289,847,869,606,862,301,158,158,289,251,550,626,599,289,599,656,239,464,351,251,289,251,340,448,344,344,1321,289,1321,1597,846,1340,289,434,425,168,434,310,310,1629,289,1629,1718,809,1684,289,292,292,116,292,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700450","2010","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",14744,6401,5623,3758,0,3758,2818,940,1865,778,52,52,0,726,8343,6978,5025,0,5025,3892,1133,1953,1365,36,36,0,1329,59673,28366,23054,17750,0,17750,15195,2555,5304,5312,1346,1346,0,3966,31307,24247,16406,0,16406,14697,1709,7841,7060,380,380,0,6680,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, North Carolina",349,279,279,474,289,474,580,528,430,289,83,83,289,83,176,172,634,289,634,726,473,702,15,64,64,289,68,376,335,335,759,289,759,1023,744,825,289,469,469,289,469,184,184,1130,289,1130,1140,622,1136,289,208,208,289,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700490","2010","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",16888,7663,6641,5032,624,4408,2949,1459,1609,1022,235,235,0,787,9225,7679,5069,11,5058,3880,1178,2610,1546,104,47,57,1442,57438,28650,22807,18299,4019,14280,13156,1124,4508,5843,878,802,76,4965,28788,21677,14259,211,14048,12049,1999,7418,7111,418,287,131,6693,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craven County, North Carolina",744,314,314,701,360,676,757,676,648,289,215,215,289,215,555,573,858,22,860,915,597,840,87,128,77,99,158,323,249,249,1143,1127,1367,1355,580,1142,289,351,320,123,351,250,250,1316,183,1320,1431,801,1304,289,254,225,157,254,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700510","2010","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",86766,39975,35909,25352,5397,19955,16851,3104,10557,4066,959,815,144,3107,46791,40910,29533,1084,28449,24383,4066,11377,5881,851,851,0,5030,121122,59191,51536,43082,12066,31016,28388,2628,8454,7655,1688,1152,536,5967,61931,51166,33566,2417,31149,28281,2868,17600,10765,1423,1423,0,9342,19789,9838,9491,8054,2818,5236,4187,1049,1437,347,225,90,135,122,9951,9152,5368,501,4867,3989,878,3784,799,0,0,0,799,"Cumberland County, North Carolina",1793,987,975,2112,2628,2850,2333,1286,2012,154,375,341,170,347,1253,1251,1768,591,1860,1739,1080,1617,226,415,415,289,403,646,528,528,1781,1817,2389,2352,893,1794,289,530,486,363,530,412,412,1872,907,1938,2032,864,1894,289,479,479,289,479,234,156,336,608,905,978,975,567,646,271,240,154,204,188,160,285,775,404,784,686,422,734,254,289,289,289,254
"G3700570","2010","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",11289,5230,4693,2273,0,2273,1602,671,2420,537,46,0,46,491,6059,5315,3878,0,3878,3640,238,1437,744,100,100,0,644,108260,52321,42887,34694,38,34656,30334,4322,8193,9434,1573,1438,135,7861,55939,43888,32535,0,32535,28304,4231,11353,12051,1220,1026,194,10831,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson County, North Carolina",587,649,649,878,289,878,769,484,1108,359,81,289,81,348,528,732,606,289,606,646,227,717,431,170,170,289,408,488,324,324,1437,66,1435,1949,1186,1494,289,560,554,162,560,414,414,1381,289,1381,1645,1146,1362,289,488,425,302,488,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700630","2010","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",78421,33968,30858,21557,106,21451,16457,4994,9301,3110,709,625,84,2401,44453,39228,29254,55,29199,24070,5129,9974,5225,695,695,0,4530,96934,45717,38906,31664,65,31599,29465,2134,7242,6811,1837,1740,97,4974,51217,41456,29483,0,29483,28410,1073,11973,9761,1443,1323,120,8318,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durham County, North Carolina",1303,899,898,1662,172,1639,1486,1263,1595,148,350,338,105,372,995,992,1868,95,1868,2109,1282,1836,91,491,491,289,490,392,228,228,1417,107,1404,1270,658,1407,289,489,490,119,489,332,332,1470,289,1470,1480,498,1457,289,438,465,137,438,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700670","2010","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",70263,30232,26925,19078,0,19078,16066,3012,7847,3307,473,473,0,2834,40031,34947,23397,78,23319,20357,2962,11550,5084,962,841,121,4122,171826,80224,65149,51767,113,51654,46602,5052,13382,15075,3603,3434,169,11472,91602,70547,48515,0,48515,45867,2648,22032,21055,1973,1851,122,19082,26065,13165,13026,11563,0,11563,10381,1182,1463,139,99,99,0,40,12900,12127,6838,0,6838,6091,747,5289,773,101,101,0,672,"Forsyth County, North Carolina",1423,989,989,1582,289,1582,1673,1185,1267,289,321,321,289,321,720,720,1597,129,1606,1578,850,1700,289,433,418,140,433,888,511,511,1887,130,1878,2081,1275,1866,289,624,639,166,624,542,542,1973,289,1973,1983,793,1914,289,729,729,144,729,237,338,357,807,289,807,908,657,1006,124,109,109,289,68,308,417,967,289,967,993,412,880,324,126,126,289,335
"G3700710","2010","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",23713,10476,9500,6918,0,6918,5379,1539,2582,976,128,128,0,848,13237,11523,7709,0,7709,6151,1558,3814,1714,179,179,0,1535,127941,61255,51175,38588,0,38588,31918,6670,12587,10080,2425,2143,282,7655,66686,52692,34658,44,34614,29317,5297,18034,13994,1456,1351,105,12538,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaston County, North Carolina",634,466,466,833,289,833,899,705,696,289,149,149,289,149,533,533,879,289,879,912,604,1003,289,174,174,289,174,660,403,403,1566,289,1566,1831,1263,1509,289,599,569,217,599,430,430,1730,75,1742,1644,1268,1678,289,537,542,177,537,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700810","2010","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",119683,53057,48261,37205,223,36982,29429,7553,11056,4796,1104,1016,88,3692,66626,59108,42417,44,42373,36132,6241,16691,7518,909,871,38,6609,223774,105920,86565,70389,0,70389,61861,8528,16176,19355,4836,4469,367,14519,117854,91366,66465,0,66465,60683,5782,24901,26488,2670,2487,183,23818,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guilford County, North Carolina",1850,1263,1263,1891,225,1895,2018,1566,1817,289,530,499,144,530,1210,1176,2108,75,2114,1989,1518,2006,248,389,389,63,428,495,362,362,1819,289,1819,2360,1553,1895,289,831,780,252,831,415,415,1928,289,1928,2202,1062,1972,289,542,519,171,542,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700850","2010","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",18244,8512,7679,5199,534,4665,3823,842,2480,833,30,30,0,803,9732,8500,4199,135,4064,3439,625,4301,1232,23,23,0,1209,58237,27658,23558,19545,2564,16981,14879,2102,4013,4100,940,876,64,3160,30579,25045,16141,403,15738,13913,1825,8904,5534,501,475,26,5033,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harnett County, North Carolina",372,228,228,779,371,836,793,386,744,289,37,37,289,37,265,263,728,134,722,785,414,750,53,41,41,289,67,412,282,282,886,738,999,1088,759,805,289,380,378,107,380,263,263,1458,265,1506,1464,658,1400,289,264,257,33,264,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700890","2010","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,76515,36591,26520,20418,0,20418,17262,3156,6102,10071,1445,1445,0,8626,39924,26922,19623,0,19623,17783,1840,7299,13002,662,662,0,12340,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,408,497,497,1140,289,1140,1237,1043,1222,289,525,525,289,525,379,379,988,289,988,1106,841,886,289,387,387,289,387,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700970","2010","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",14054,6112,5155,4081,401,3680,2644,1036,1074,957,90,0,90,867,7942,6733,5193,0,5193,4160,1033,1540,1209,78,78,0,1131,99096,48688,40781,32699,238,32461,28047,4414,8082,7907,1641,1469,172,6266,50408,40211,27024,0,27024,23305,3719,13187,10197,1339,1240,99,8858,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iredell County, North Carolina",1260,1165,964,908,530,967,793,645,548,429,152,289,152,421,478,473,577,289,577,687,535,594,72,92,92,289,114,585,481,481,1360,299,1367,1761,1445,1459,289,567,560,168,567,427,427,1825,289,1825,1885,1105,1872,289,490,485,166,490,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701010","2010","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",20101,9307,8397,6077,86,5991,5173,818,2320,910,122,122,0,788,10794,9420,6968,0,6968,6465,503,2452,1374,197,197,0,1177,92557,44208,37975,31817,396,31421,28158,3263,6158,6233,965,825,140,5268,48349,40004,29313,0,29313,26514,2799,10691,8345,1240,1050,190,7105,13766,7589,7322,6747,0,6747,5483,1264,575,267,0,0,0,267,6177,5962,3789,0,3789,3285,504,2173,215,0,0,0,215,"Johnston County, North Carolina",908,486,486,959,145,948,1096,603,913,289,143,143,289,143,538,532,698,289,698,768,425,674,114,166,166,289,197,519,454,454,1150,261,1135,1470,897,1256,289,382,359,159,382,292,292,1561,289,1561,1572,809,1591,289,561,544,214,561,220,368,330,304,289,304,930,914,399,232,289,289,289,232,393,450,762,289,762,886,416,738,188,289,289,289,188
"G3701090","2010","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,54761,26675,22308,18219,0,18219,15663,2556,4089,4367,916,916,0,3451,28086,22754,14974,0,14974,12585,2389,7780,5332,367,367,0,4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,331,279,279,850,289,850,1127,790,911,289,339,339,289,339,198,198,1232,289,1232,1258,727,1282,289,254,254,289,254,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701190","2010","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",212970,93246,86767,65764,210,65554,51760,13794,21003,6479,1516,1288,228,4963,119724,108201,83439,106,83333,67543,15790,24762,11523,1993,1778,215,9530,380890,184121,159940,138595,305,138290,124359,13931,21345,24181,6360,5931,429,17821,196769,162663,120342,0,120342,109404,10938,42321,34106,5777,5023,754,28329,76466,41023,39948,36763,53,36710,33005,3705,3185,1075,528,305,223,547,35443,33919,21148,53,21095,18087,3008,12771,1524,48,48,0,1476,"Mecklenburg County, North Carolina",1874,1200,1154,2401,267,2402,2959,2034,2262,240,491,475,189,494,1375,1384,2830,128,2851,2967,2574,2778,193,618,543,184,651,1203,787,787,2134,229,2139,2791,2064,2190,289,900,895,247,900,743,743,3031,289,3031,3282,1755,3045,289,1163,1025,535,1163,583,357,357,1033,90,1027,1526,1380,1091,0,266,275,218,266,482,483,2020,88,2027,2050,843,2209,0,80,80,289,80
