GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,DHN001,DHN002,DHN003,DHN004,DHN005,DHN006,DHN007,DHN008,DHN009,DHN010,DHN011,DHN012,DHN013,DHN014,DHN015,DHN016,DHN017,DHN018,DHN019,DHN020,DHN021,DHN022,DHN023,DHN024,DHN025,DHO001,DHO002,DHO003,DHO004,DHO005
"G2900050","1980","2","4","Missouri","29",,"Atchison","005",,,,,,,,,,,,"ATCHISON",1092,709,2272,710,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0
"G2900070","1980","2","4","Missouri","29",,"Audrain","007",,,,,,,,,,,,"AUDRAIN",3632,2150,6458,1418,1507,243,201,286,52,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,27,12,0
"G2900090","1980","2","4","Missouri","29",,"Barry","009",,,,,,,,,,,,"BARRY",3981,2628,6182,1560,1087,0,0,0,0,0,27,14,0,7,5,3,6,15,6,0,0,0,0,0,0,0,4,28,21,0
"G2900110","1980","2","4","Missouri","29",,"Barton","011",,,,,,,,,,,,"BARTON",1876,1188,2835,688,500,0,0,0,0,0,30,12,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900130","1980","2","4","Missouri","29",,"Bates","013",,,,,,,,,,,,"BATES",2726,1482,4174,916,740,54,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,6,0,2
"G2900150","1980","2","4","Missouri","29",,"Benton","015",,,,,,,,,,,,"BENTON",2718,1336,2892,700,518,0,0,0,0,0,23,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900170","1980","2","4","Missouri","29",,"Bollinger","017",,,,,,,,,,,,"BOLLINGER",2729,999,1915,297,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900190","1980","2","4","Missouri","29","1740","Boone","019",,,,,,,,,,,,"BOONE",5071,3689,13071,7642,16276,633,541,850,407,286,19,0,37,33,33,74,18,45,83,484,15,11,44,92,89,53,55,55,70,200
"G2900210","1980","2","4","Missouri","29","7000","Buchanan","021",,,,,,,,,,,,"BUCHANAN",10551,8039,20207,6716,5514,207,340,564,227,90,26,20,47,15,11,9,21,10,26,8,102,21,64,23,6,207,93,253,86,48
"G2900230","1980","2","4","Missouri","29",,"Butler","023",,,,,,,,,,,,"BUTLER",7591,3654,6924,1971,1833,498,158,201,123,36,0,0,0,0,0,26,29,13,22,20,0,0,0,0,0,43,0,12,8,7
"G2900250","1980","2","4","Missouri","29",,"Caldwell","025",,,,,,,,,,,,"CALDWELL",1262,839,2464,585,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0
"G2900270","1980","2","4","Missouri","29",,"Callaway","027",,,,,,,,,,,,"CALLAWAY",4130,2586,6226,2095,2030,361,242,229,91,74,26,4,11,2,5,4,16,45,0,17,7,0,7,7,0,6,16,33,0,0
"G2900290","1980","2","4","Missouri","29",,"Camden","029",,,,,,,,,,,,"CAMDEN",2843,2326,5317,1659,1154,0,0,0,0,0,24,0,14,6,7,2,8,2,4,4,0,0,0,0,0,7,16,38,6,8
"G2900310","1980","2","4","Missouri","29",,"Cape Girardeau","031",,,,,,,,,,,,"CAPE GIRARDEAU",7655,3778,10671,4409,5573,329,169,232,101,40,7,7,11,8,0,0,5,0,0,35,8,0,0,9,0,24,21,56,35,28
"G2900330","1980","2","4","Missouri","29",,"Carroll","033",,,,,,,,,,,,"CARROLL",1988,1093,3109,646,614,41,47,56,2,0,22,16,3,0,6,0,0,0,0,0,0,0,0,0,0,12,4,0,6,0
"G2900350","1980","2","4","Missouri","29",,"Carter","035",,,,,,,,,,,,"CARTER",1248,525,978,241,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0
"G2900370","1980","2","4","Missouri","29","3760","Cass","037",,,,,,,,,,,,"CASS",4373,4202,13056,3999,2916,0,35,59,85,22,29,30,40,33,13,31,14,41,22,11,6,1,42,5,0,28,20,107,12,21
"G2900390","1980","2","4","Missouri","29",,"Cedar","039",,,,,,,,,,,,"CEDAR",2505,1326,3014,627,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"G2900410","1980","2","4","Missouri","29",,"Chariton","041",,,,,,,,,,,,"CHARITON",1751,824,2827,560,511,132,72,75,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900430","1980","2","4","Missouri","29","7920","Christian","043",,,,,,,,,,,,"CHRISTIAN",2754,1886,5661,1640,1046,0,0,0,0,0,12,18,13,8,2,0,0,0,0,0,0,0,0,0,0,5,16,16,5,2
"G2900450","1980","2","4","Missouri","29",,"Clark","045",,,,,,,,,,,,"CLARK",1291,756,2264,465,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"G2900470","1980","2","4","Missouri","29","3760","Clay","047",,,,,,,,,,,,"CLAY",8181,9954,34228,13778,12181,79,122,275,161,49,63,70,132,74,4,64,46,121,33,68,26,71,194,37,72,105,151,430,145,120
"G2900490","1980","2","4","Missouri","29",,"Clinton","049",,,,,,,,,,,,"CLINTON",1636,1249,4198,1349,856,64,45,38,9,2,6,15,14,2,0,0,0,0,0,0,0,0,0,0,0,14,11,7,0,0
"G2900510","1980","2","4","Missouri","29",,"Cole","051",,,,,,,,,,,,"COLE",5871,3274,11146,4605,5922,312,406,512,408,435,0,0,20,4,19,35,2,49,21,16,5,0,6,12,5,50,35,100,33,13
"G2900530","1980","2","4","Missouri","29",,"Cooper","053",,,,,,,,,,,,"COOPER",2030,1114,3497,892,946,221,115,112,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,10,0,0
"G2900550","1980","2","4","Missouri","29",,"Crawford","055",,,,,,,,,,,,"CRAWFORD",3963,1907,3470,865,778,0,0,0,0,0,4,16,11,0,2,5,9,0,3,3,0,0,0,0,0,12,10,8,11,13
"G2900570","1980","2","4","Missouri","29",,"Dade","057",,,,,,,,,,,,"DADE",1323,734,2025,467,350,0,0,0,0,0,4,8,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900590","1980","2","4","Missouri","29",,"Dallas","059",,,,,,,,,,,,"DALLAS",2331,1349,2856,595,433,0,0,0,0,0,23,3,18,12,0,0,0,0,0,0,0,0,0,0,0,17,2,8,6,7
"G2900610","1980","2","4","Missouri","29",,"Daviess","061",,,,,,,,,,,,"DAVIESS",1399,869,2431,509,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,0,0
"G2900630","1980","2","4","Missouri","29",,"DeKalb","063",,,,,,,,,,,,"DE KALB",1111,740,2370,540,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,0,0
"G2900650","1980","2","4","Missouri","29",,"Dent","065",,,,,,,,,,,,"DENT",3322,1584,2785,597,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,7,0,20,6,0
"G2900670","1980","2","4","Missouri","29",,"Douglas","067",,,,,,,,,,,,"DOUGLAS",2467,1244,2354,546,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"G2900690","1980","2","4","Missouri","29",,"Dunklin","069",,,,,,,,,,,,"DUNKLIN",8249,3647,5915,1493,1448,418,213,233,7,9,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,48,3,22,0,7
"G2900710","1980","2","4","Missouri","29","7040","Franklin","071",,,,,,,,,,,,"FRANKLIN",12686,5962,14584,3294,2949,174,76,69,32,2,25,26,19,6,0,35,19,13,15,29,10,5,24,0,0,39,25,85,19,9
"G2900730","1980","2","4","Missouri","29",,"Gasconade","073",,,,,,,,,,,,"GASCONADE",3473,1064,2908,520,621,0,0,0,0,0,0,0,0,0,0,2,2,7,2,2,0,0,0,0,0,6,21,6,0,0
"G2900750","1980","2","4","Missouri","29",,"Gentry","075",,,,,,,,,,,,"GENTRY",1372,727,2081,535,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900770","1980","2","4","Missouri","29","7920","Greene","077",,,,,,,,,,,,"GREENE",15330,14359,39657,17967,16367,341,306,716,226,134,94,146,196,102,65,112,36,103,58,92,18,24,47,7,29,88,59,198,105,77
"G2900790","1980","2","4","Missouri","29",,"Grundy","079",,,,,,,,,,,,"GRUNDY",1707,1107,3130,1120,686,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,6,5,5
"G2900810","1980","2","4","Missouri","29",,"Harrison","081",,,,,,,,,,,,"HARRISON",1565,935,2878,628,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,2,0
"G2900830","1980","2","4","Missouri","29",,"Henry","083",,,,,,,,,,,,"HENRY",3286,1854,4977,1273,1053,68,15,33,3,10,6,4,14,8,2,9,15,15,2,0,0,0,0,0,0,19,10,28,5,0
"G2900850","1980","2","4","Missouri","29",,"Hickory","085",,,,,,,,,,,,"HICKORY",1225,861,1718,391,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900870","1980","2","4","Missouri","29",,"Holt","087",,,,,,,,,,,,"HOLT",915,641,2116,482,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900890","1980","2","4","Missouri","29",,"Howard","089",,,,,,,,,,,,"HOWARD",1565,724,2109,530,657,196,82,147,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900910","1980","2","4","Missouri","29",,"Howell","091",,,,,,,,,,,,"HOWELL",5695,2839,6208,1621,1357,7,6,0,0,0,26,22,30,11,0,0,0,0,0,0,0,0,0,0,0,42,15,19,11,0
"G2900930","1980","2","4","Missouri","29",,"Iron","093",,,,,,,,,,,,"IRON",2391,1032,2295,410,511,13,7,2,2,0,20,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,2,13
"G2900950","1980","2","4","Missouri","29","3760","Jackson","095",,,,,,,,,,,,"JACKSON",39310,42213,120883,51971,52966,11458,14683,21428,9765,5177,255,298,680,295,175,460,297,610,434,646,876,643,939,429,215,2084,1435,2271,1002,604
"G2900970","1980","2","4","Missouri","29","3710","Jasper","097",,,,,,,,,,,,"JASPER",11114,8441,19004,7162,5618,153,121,193,69,41,97,56,139,66,26,7,18,67,26,47,11,5,11,2,0,39,58,60,14,9
"G2900990","1980","2","4","Missouri","29","7040","Jefferson","099",,,,,,,,,,,,"JEFFERSON",17998,14056,32146,9255,5753,194,124,148,55,31,62,52,52,25,15,30,13,42,6,48,7,8,14,7,0,103,86,98,68,29
"G2901010","1980","2","4","Missouri","29",,"Johnson","101",,,,,,,,,,,,"JOHNSON",2822,2049,6680,2650,3254,92,106,160,203,75,0,1,8,0,18,48,14,56,29,103,9,0,26,6,16,9,28,64,29,25
"G2901030","1980","2","4","Missouri","29",,"Knox","103",,,,,,,,,,,,"KNOX",903,419,1560,331,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2901050","1980","2","4","Missouri","29",,"Laclede","105",,,,,,,,,,,,"LACLEDE",4147,2385,5712,1186,1103,6,8,35,0,0,24,14,10,24,13,0,0,0,0,0,0,0,0,0,0,26,7,18,11,0
"G2901070","1980","2","4","Missouri","29",,"Lafayette","107",,,,,,,,,,,,"LAFAYETTE",4520,2509,7386,1855,1723,126,81,168,65,4,8,8,44,6,2,0,0,0,0,0,0,0,0,0,0,7,11,13,9,7
"G2901090","1980","2","4","Missouri","29",,"Lawrence","109",,,,,,,,,,,,"LAWRENCE",4794,2544,7136,1863,1430,0,0,0,0,0,2,14,36,16,6,0,0,0,0,0,0,0,0,0,0,6,7,33,19,0
"G2901110","1980","2","4","Missouri","29",,"Lewis","111",,,,,,,,,,,,"LEWIS",1289,892,2800,675,583,82,33,25,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,3,0
"G2901130","1980","2","4","Missouri","29",,"Lincoln","113",,,,,,,,,,,,"LINCOLN",3955,1970,5074,956,744,123,100,84,18,2,35,2,10,0,0,0,0,0,0,0,0,0,0,0,0,31,14,27,2,0
"G2901150","1980","2","4","Missouri","29",,"Linn","115",,,,,,,,,,,,"LINN",2338,1513,4647,896,804,27,11,18,7,0,11,6,0,4,0,0,0,0,0,0,0,0,0,0,0,11,13,5,2,7
"G2901170","1980","2","4","Missouri","29",,"Livingston","117",,,,,,,,,,,,"LIVINGSTON",2270,1209,4120,1250,854,23,39,46,10,4,0,0,0,0,0,0,6,0,17,7,0,0,0,0,0,0,0,0,0,0
"G2901190","1980","2","4","Missouri","29",,"McDonald","119",,,,,,,,,,,,"MCDONALD",2489,1437,3466,894,612,0,0,0,0,0,32,29,22,4,9,0,0,0,0,0,0,0,0,0,0,17,0,9,7,0
"G2901210","1980","2","4","Missouri","29",,"Macon","121",,,,,,,,,,,,"MACON",2954,1328,4186,970,884,46,27,56,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,6,0,0
"G2901230","1980","2","4","Missouri","29",,"Madison","123",,,,,,,,,,,,"MADISON",2845,1063,2012,433,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14,3,8,0,0
"G2901250","1980","2","4","Missouri","29",,"Maries","125",,,,,,,,,,,,"MARIES",1877,607,1651,280,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,8,0,0
"G2901270","1980","2","4","Missouri","29",,"Marion","127",,,,,,,,,,,,"MARION",3589,2717,6590,1891,1826,249,141,215,82,37,0,0,0,0,0,8,0,17,0,47,0,0,0,0,0,23,6,44,6,12
"G2901290","1980","2","4","Missouri","29",,"Mercer","129",,,,,,,,,,,,"MERCER",899,375,1389,258,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2901310","1980","2","4","Missouri","29",,"Miller","131",,,,,,,,,,,,"MILLER",3500,1670,4086,1089,812,0,0,0,0,0,4,0,11,12,0,0,0,0,0,0,0,0,0,0,0,6,0,2,7,0
"G2901330","1980","2","4","Missouri","29",,"Mississippi","133",,,,,,,,,,,,"MISSISSIPPI",2956,1356,2302,581,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0
"G2901350","1980","2","4","Missouri","29",,"Moniteau","135",,,,,,,,,,,,"MONITEAU",2247,980,2722,739,614,26,32,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0
"G2901370","1980","2","4","Missouri","29",,"Monroe","137",,,,,,,,,,,,"MONROE",1383,855,2527,591,395,66,54,59,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,12,2,0
"G2901390","1980","2","4","Missouri","29",,"Montgomery","139",,,,,,,,,,,,"MONTGOMERY",2274,1094,2556,610,419,93,52,32,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,4,0,0
"G2901410","1980","2","4","Missouri","29",,"Morgan","141",,,,,,,,,,,,"MORGAN",2784,1451,3370,815,598,17,5,20,0,4,2,29,9,4,0,0,0,0,0,0,0,0,0,0,0,23,16,2,0,0
"G2901430","1980","2","4","Missouri","29",,"New Madrid","143",,,,,,,,,,,,"NEW MADRID",4489,1809,3427,814,843,969,260,215,44,25,0,0,0,0,0,2,0,11,5,25,0,0,0,0,0,44,11,30,2,0
"G2901450","1980","2","4","Missouri","29","3710","Newton","145",,,,,,,,,,,,"NEWTON",4755,4010,9688,3288,2285,38,24,17,18,0,78,34,64,39,38,0,10,22,2,5,9,4,0,0,0,6,7,18,35,7
"G2901470","1980","2","4","Missouri","29",,"Nodaway","147",,,,,,,,,,,,"NODAWAY",2108,1255,4794,1747,1909,0,0,5,0,6,4,9,3,0,0,8,0,2,31,29,0,0,5,2,0,0,8,11,11,0
"G2901490","1980","2","4","Missouri","29",,"Oregon","149",,,,,,,,,,,,"OREGON",2246,1000,2267,516,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
"G2901510","1980","2","4","Missouri","29",,"Osage","151",,,,,,,,,,,,"OSAGE",2705,726,2323,483,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,7,5
"G2901530","1980","2","4","Missouri","29",,"Ozark","153",,,,,,,,,,,,"OZARK",1731,749,1835,403,360,0,0,0,0,0,19,3,9,0,13,0,0,0,0,0,0,0,0,0,0,30,0,6,0,0
"G2901550","1980","2","4","Missouri","29",,"Pemiscot","155",,,,,,,,,,,,"PEMISCOT",4262,1880,3361,839,850,1783,560,317,62,68,0,0,0,0,0,10,2,0,0,5,0,0,0,0,0,94,16,25,4,0
"G2901570","1980","2","4","Missouri","29",,"Perry","157",,,,,,,,,,,,"PERRY",4298,1327,3078,585,539,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,0,0,0,0,0,6,0,0,0,0
"G2901590","1980","2","4","Missouri","29",,"Pettis","159",,,,,,,,,,,,"PETTIS",5015,3081,8241,2873,2020,226,218,313,51,37,11,5,38,16,5,6,6,10,24,18,0,0,6,6,0,8,18,14,33,7
"G2901610","1980","2","4","Missouri","29",,"Phelps","161",,,,,,,,,,,,"PHELPS",4521,2461,5983,2145,2573,12,6,12,5,19,5,0,18,9,7,0,0,34,18,72,10,5,6,10,8,21,26,19,17,16
"G2901630","1980","2","4","Missouri","29",,"Pike","163",,,,,,,,,,,,"PIKE",2613,1399,3877,998,955,300,141,117,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,16,8,4
"G2901650","1980","2","4","Missouri","29","3760","Platte","165",,,,,,,,,,,,"PLATTE",2526,2756,10773,5122,4945,34,19,100,55,28,10,6,47,0,4,38,18,54,89,82,0,0,58,17,12,8,23,140,119,32
"G2901670","1980","2","4","Missouri","29",,"Polk","167",,,,,,,,,,,,"POLK",2891,1787,4123,1235,1075,0,0,0,0,0,3,15,15,0,9,0,0,0,0,0,0,0,0,0,0,3,4,17,4,14
"G2901690","1980","2","4","Missouri","29",,"Pulaski","169",,,,,,,,,,,,"PULASKI",3091,2215,6787,1685,1637,14,161,777,227,102,37,6,40,13,0,105,41,223,73,47,38,24,62,53,15,42,47,215,151,56
"G2901710","1980","2","4","Missouri","29",,"Putnam","171",,,,,,,,,,,,"PUTNAM",1282,595,1506,329,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,15,0,3
"G2901730","1980","2","4","Missouri","29",,"Ralls","173",,,,,,,,,,,,"RALLS",1225,930,2335,452,400,43,23,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2901750","1980","2","4","Missouri","29",,"Randolph","175",,,,,,,,,,,,"RANDOLPH",3128,2294,5715,2011,1363,195,309,266,61,22,13,12,18,16,0,0,0,0,0,0,0,0,0,0,0,41,13,9,12,0
"G2901770","1980","2","4","Missouri","29","3760","Ray","177",,,,,,,,,,,,"RAY",2763,2070,5536,1140,952,62,42,84,34,0,6,37,47,5,7,0,0,0,0,0,0,0,0,0,0,28,19,35,4,7
"G2901790","1980","2","4","Missouri","29",,"Reynolds","179",,,,,,,,,,,,"REYNOLDS",1743,736,1378,241,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"G2901810","1980","2","4","Missouri","29",,"Ripley","181",,,,,,,,,,,,"RIPLEY",3569,1283,2065,468,372,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2,2,8
"G2901830","1980","2","4","Missouri","29","7040","St Charles","183",,,,,,,,,,,,"ST. CHARLES",12489,9628,32418,12165,10561,178,145,342,184,95,43,30,103,49,5,32,8,58,32,109,7,6,24,7,25,53,17,199,81,68
"G2901850","1980","2","4","Missouri","29",,"St Clair","185",,,,,,,,,,,,"ST. CLAIR",1768,883,2092,419,434,0,0,0,0,0,9,27,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2901860","1980","2","4","Missouri","29",,"Ste Genevieve","186",,,,,,,,,,,,"STE. GENEVIEVE",3051,1117,3301,543,526,10,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,2,0,7
"G2901870","1980","2","4","Missouri","29",,"St Francois","187",,,,,,,,,,,,"ST. FRANCOIS",7564,4550,9016,2544,1985,31,22,6,6,0,0,0,0,0,0,0,5,9,0,33,0,0,0,0,0,21,50,38,17,39
"G2901890","1980","2","4","Missouri","29","7040","St Louis","189",,,,,,,,,,,,"ST. LOUIS",74682,60123,182048,86700,125216,8157,9668,18273,10999,6907,144,118,255,201,100,445,288,662,591,2628,115,130,207,83,235,610,449,1034,815,1213
"G2901950","1980","2","4","Missouri","29",,"Saline","195",,,,,,,,,,,,"SALINE",4103,2059,5277,1695,1522,371,187,160,57,13,24,0,8,6,0,35,8,3,0,0,0,2,14,0,0,14,7,27,2,2
"G2901970","1980","2","4","Missouri","29",,"Schuyler","197",,,,,,,,,,,,"SCHUYLER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,13,0,2
"G2901990","1980","2","4","Missouri","29",,"Scotland","199",,,,,,,,,,,,"SCOTLAND",992,385,1460,349,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2902010","1980","2","4","Missouri","29",,"Scott","201",,,,,,,,,,,,"SCOTT",6473,3512,7686,1863,1691,637,282,243,34,26,8,2,11,0,0,0,0,0,0,0,0,0,0,0,0,101,16,22,6,0
"G2902030","1980","2","4","Missouri","29",,"Shannon","203",,,,,,,,,,,,"SHANNON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,7,0,0
"G2902050","1980","2","4","Missouri","29",,"Shelby","205",,,,,,,,,,,,"SHELBY",1286,650,2198,478,342,22,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2902070","1980","2","4","Missouri","29",,"Stoddard","207",,,,,,,,,,,,"STODDARD",6679,2692,5906,1080,1181,167,30,29,4,3,0,0,0,0,0,8,2,8,0,6,0,0,0,0,0,24,15,9,0,13
"G2902090","1980","2","4","Missouri","29",,"Stone","209",,,,,,,,,,,,"STONE",2229,1732,4097,1207,1193,0,0,0,0,0,21,23,13,26,2,0,0,0,0,0,0,0,0,0,0,7,0,2,3,6
"G2902110","1980","2","4","Missouri","29",,"Sullivan","211",,,,,,,,,,,,"SULLIVAN",1550,673,1959,412,312,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,13,2,6,2,2
"G2902130","1980","2","4","Missouri","29",,"Taney","213",,,,,,,,,,,,"TANEY",2654,1987,5412,1712,1696,0,0,0,0,0,17,9,30,5,6,12,0,0,0,0,0,0,0,0,0,6,14,8,0,5
"G2902150","1980","2","4","Missouri","29",,"Texas","215",,,,,,,,,,,,"TEXAS",4228,2202,4641,969,855,0,0,0,0,0,12,5,12,4,0,6,0,2,4,5,0,0,0,0,0,42,9,19,6,0
"G2902170","1980","2","4","Missouri","29",,"Vernon","217",,,,,,,,,,,,"VERNON",2737,1850,5119,1345,1220,0,0,0,0,0,29,15,21,2,7,15,2,3,6,6,0,0,0,0,0,13,9,20,14,7
"G2902190","1980","2","4","Missouri","29",,"Warren","219",,,,,,,,,,,,"WARREN",2565,1449,3286,782,692,114,61,52,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,15,2,7
"G2902210","1980","2","4","Missouri","29",,"Washington","221",,,,,,,,,,,,"WASHINGTON",4415,1566,2877,528,414,26,14,14,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,36,0,9,0,0
"G2902230","1980","2","4","Missouri","29",,"Wayne","223",,,,,,,,,,,,"WAYNE",3315,1256,1949,356,289,0,0,0,0,0,33,20,0,0,1,0,0,0,0,0,0,0,0,0,0,20,3,9,9,0
"G2902250","1980","2","4","Missouri","29",,"Webster","225",,,,,,,,,,,,"WEBSTER",3377,1786,4562,1128,792,13,6,11,26,0,17,12,5,10,2,0,0,0,0,0,0,0,0,0,0,2,17,23,0,0
"G2902270","1980","2","4","Missouri","29",,"Worth","227",,,,,,,,,,,,"WORTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2902290","1980","2","4","Missouri","29",,"Wright","229",,,,,,,,,,,,"WRIGHT",3570,1609,3375,671,585,0,0,0,0,0,33,7,9,2,2,0,0,0,0,0,0,0,0,0,0,27,14,22,7,0
"G2905100","1980","2","4","Missouri","29","7040","St Louis City","510",,,,,,,,,,,,"ST. LOUIS",54490,27966,46670,16125,20559,32366,25882,27756,13280,6186,118,121,92,58,57,339,154,183,177,470,138,70,157,50,108,973,506,650,318,411
"G3000010","1980","4","8","Montana","30",,"Beaverhead","001",,,,,,,,,,,,"BEAVERHEAD",567,535,1583,1060,863,0,0,0,0,0,12,13,18,21,5,0,0,0,0,0,0,0,0,0,0,8,8,12,8,0
"G3000030","1980","4","8","Montana","30",,"Big Horn","003",,,,,,,,,,,,"BIG HORN",549,466,1331,556,611,0,0,0,0,0,445,458,650,404,116,0,0,0,0,0,0,0,0,0,0,41,27,18,7,0
"G3000050","1980","4","8","Montana","30",,"Blaine","005",,,,,,,,,,,,"BLAINE",509,261,1083,567,470,0,0,0,0,0,248,164,254,152,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000070","1980","4","8","Montana","30",,"Broadwater","007",,,,,,,,,,,,"BROADWATER",303,212,851,313,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000090","1980","4","8","Montana","30",,"Carbon","009",,,,,,,,,,,,"CARBON",1077,488,1917,999,684,0,0,0,0,0,0,2,5,0,0,0,0,14,5,0,0,0,0,0,0,15,0,10,0,0
"G3000110","1980","4","8","Montana","30",,"Carter","011",,,,,,,,,,,,"CARTER",215,118,452,199,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0
"G3000130","1980","4","8","Montana","30","3040","Cascade","013",,,,,,,,,,,,"CASCADE",5351,5157,17747,7684,7773,0,43,173,100,24,371,247,337,132,59,47,29,91,55,41,20,19,45,18,25,75,85,135,95,99
"G3000150","1980","4","8","Montana","30",,"Chouteau","015",,,,,,,,,,,,"CHOUTEAU",515,319,1511,685,596,0,0,0,0,0,10,18,16,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3000170","1980","4","8","Montana","30",,"Custer","017",,,,,,,,,,,,"CUSTER",1441,844,2428,1618,1152,0,0,0,0,0,10,42,20,24,0,0,0,0,0,0,0,0,0,0,0,8,27,37,18,9
"G3000190","1980","4","8","Montana","30",,"Daniels","019",,,,,,,,,,,,"DANIELS",405,205,649,309,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
