GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,DHN001,DHN002,DHN003,DHN004,DHN005,DHN006,DHN007,DHN008,DHN009,DHN010,DHN011,DHN012,DHN013,DHN014,DHN015,DHN016,DHN017,DHN018,DHN019,DHN020,DHN021,DHN022,DHN023,DHN024,DHN025,DHO001,DHO002,DHO003,DHO004,DHO005
"G2000230","1980","2","4","Kansas","20",,"Cheyenne","023",,,,,,,,,,,,"CHEYENNE",627,272,979,308,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2000250","1980","2","4","Kansas","20",,"Clark","025",,,,,,,,,,,,"CLARK",254,189,720,380,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2000270","1980","2","4","Kansas","20",,"Clay","027",,,,,,,,,,,,"CLAY",1245,638,2989,849,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,21,0,0
"G2000290","1980","2","4","Kansas","20",,"Cloud","029",,,,,,,,,,,,"CLOUD",1451,798,3374,1267,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0
"G2000310","1980","2","4","Kansas","20",,"Coffey","031",,,,,,,,,,,,"COFFEY",1361,814,2437,611,539,0,0,0,0,0,5,5,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2000330","1980","2","4","Kansas","20",,"Comanche","033",,,,,,,,,,,,"COMANCHE",262,186,709,342,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2000350","1980","2","4","Kansas","20",,"Cowley","035",,,,,,,,,,,,"COWLEY",3659,3008,8359,3882,2541,115,148,161,72,74,40,21,104,82,17,12,1,7,3,7,71,13,97,35,1,89,35,149,31,23
"G2000370","1980","2","4","Kansas","20",,"Crawford","037",,,,,,,,,,,,"CRAWFORD",4900,3026,7972,3333,3537,53,29,13,23,40,29,25,37,21,14,19,12,18,15,44,2,0,6,33,14,20,23,22,18,29
"G2000390","1980","2","4","Kansas","20",,"Decatur","039",,,,,,,,,,,,"DECATUR",627,308,1195,486,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2000410","1980","2","4","Kansas","20",,"Dickinson","041",,,,,,,,,,,,"DICKINSON",2326,1589,5697,1667,1336,12,20,0,7,5,23,0,15,8,0,22,8,3,0,0,18,16,15,8,0,41,44,43,15,0
"G2000430","1980","2","4","Kansas","20",,"Doniphan","043",,,,,,,,,,,,"DONIPHAN",1309,680,2250,582,475,35,29,60,14,0,19,4,15,8,2,0,0,0,0,0,0,0,0,0,0,19,10,16,5,0
"G2000450","1980","2","4","Kansas","20","4150","Douglas","045",,,,,,,,,,,,"DOUGLAS",2482,2719,9034,5089,10479,192,153,318,244,207,25,65,138,221,97,9,32,84,62,522,46,12,52,61,76,56,14,93,109,215
"G2000470","1980","2","4","Kansas","20",,"Edwards","047",,,,,,,,,,,,"EDWARDS",445,273,1126,525,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,17,0,3
"G2000490","1980","2","4","Kansas","20",,"Elk","049",,,,,,,,,,,,"ELK",654,399,1103,337,186,0,0,0,0,0,5,6,4,2,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0
"G2000510","1980","2","4","Kansas","20",,"Ellis","051",,,,,,,,,,,,"ELLIS",2594,960,4537,2427,2785,2,0,0,28,2,2,5,4,6,8,0,0,10,0,14,17,3,2,10,0,14,0,5,18,22
"G2000530","1980","2","4","Kansas","20",,"Ellsworth","053",,,,,,,,,,,,"ELLSWORTH",960,399,1799,666,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,44,14,2
"G2000550","1980","2","4","Kansas","20",,"Finney","055",,,,,,,,,,,,"FINNEY",1692,1276,4169,2432,1969,8,13,10,9,0,0,12,40,11,7,53,5,11,0,0,394,144,124,92,15,618,234,267,128,39
"G2000570","1980","2","4","Kansas","20",,"Ford","057",,,,,,,,,,,,"FORD",1777,1456,4895,2641,2303,73,47,52,15,11,32,9,25,4,0,9,3,2,2,0,92,102,124,34,2,171,141,198,77,34
"G2000590","1980","2","4","Kansas","20",,"Franklin","059",,,,,,,,,,,,"FRANKLIN",2406,2012,5463,1456,1528,62,44,43,14,10,20,22,34,4,2,0,0,8,6,6,41,10,35,14,6,79,34,37,28,7
"G2000610","1980","2","4","Kansas","20",,"Geary","061",,,,,,,,,,,,"GEARY",1253,1425,5176,1613,1590,212,311,983,385,112,9,18,12,19,0,208,101,276,60,57,48,43,92,41,17,60,66,230,88,46
"G2000630","1980","2","4","Kansas","20",,"Gove","063",,,,,,,,,,,,"GOVE",498,189,836,421,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2000650","1980","2","4","Kansas","20",,"Graham","065",,,,,,,,,,,,"GRAHAM",433,247,1037,384,289,20,20,36,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2000670","1980","2","4","Kansas","20",,"Grant","067",,,,,,,,,,,,"GRANT",454,505,1312,779,438,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,264,38,86,5,0
"G2000690","1980","2","4","Kansas","20",,"Gray","069",,,,,,,,,,,,"GRAY",717,273,1097,495,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0
"G2000710","1980","2","4","Kansas","20",,"Greeley","071",,,,,,,,,,,,"GREELEY",172,96,466,207,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,11,4,0
"G2000730","1980","2","4","Kansas","20",,"Greenwood","073",,,,,,,,,,,,"GREENWOOD",1175,785,2562,797,542,0,0,0,0,0,10,0,18,5,2,0,0,0,0,0,0,0,0,0,0,6,6,8,2,2
"G2000750","1980","2","4","Kansas","20",,"Hamilton","075",,,,,,,,,,,,"HAMILTON",251,194,674,275,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,12,0,0
"G2000770","1980","2","4","Kansas","20",,"Harper","077",,,,,,,,,,,,"HARPER",933,734,2280,689,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,26,3,0
"G2000790","1980","2","4","Kansas","20",,"Harvey","079",,,,,,,,,,,,"HARVEY",2651,2073,6891,3101,2935,49,59,40,39,35,14,0,25,18,5,0,0,0,15,24,70,74,98,42,23,119,118,242,79,33
"G2000810","1980","2","4","Kansas","20",,"Haskell","081",,,,,,,,,,,,"HASKELL",302,267,821,393,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,7,16,4,13
"G2000830","1980","2","4","Kansas","20",,"Hodgeman","083",,,,,,,,,,,,"HODGEMAN",189,179,532,298,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2000850","1980","2","4","Kansas","20",,"Jackson","085",,,,,,,,,,,,"JACKSON",962,796,3542,787,662,0,0,0,0,0,96,46,109,22,0,0,0,0,0,0,0,0,0,0,0,6,2,13,7,4
"G2000870","1980","2","4","Kansas","20","8440","Jefferson","087",,,,,,,,,,,,"JEFFERSON",1397,1238,4474,1052,1008,18,4,19,4,2,19,6,19,18,2,0,0,0,0,0,0,0,0,0,0,20,9,16,9,4
"G2000890","1980","2","4","Kansas","20",,"Jewell","089",,,,,,,,,,,,"JEWELL",553,380,1785,415,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2000910","1980","2","4","Kansas","20","3760","Johnson","091",,,,,,,,,,,,"JOHNSON",7526,10071,51497,36851,52704,131,93,391,432,484,47,68,158,144,104,88,78,270,159,692,76,67,275,99,113,202,177,705,410,484
"G2000930","1980","2","4","Kansas","20",,"Kearny","093",,,,,,,,,,,,"KEARNY",280,235,653,363,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,29,45,16,0
"G2000950","1980","2","4","Kansas","20",,"Kingman","095",,,,,,,,,,,,"KINGMAN",1201,629,2334,800,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,17,3,0
"G2000970","1980","2","4","Kansas","20",,"Kiowa","097",,,,,,,,,,,,"KIOWA",393,266,1016,514,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2000990","1980","2","4","Kansas","20",,"Labette","099",,,,,,,,,,,,"LABETTE",2798,2150,5770,2395,1539,164,135,188,105,27,41,19,72,34,16,7,0,2,7,5,15,20,39,17,9,25,31,80,51,19
"G2001010","1980","2","4","Kansas","20",,"Lane","101",,,,,,,,,,,,"LANE",246,160,695,252,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,5,3,3,0,0
"G2001030","1980","2","4","Kansas","20",,"Leavenworth","103",,,,,,,,,,,,"LEAVENWORTH",4028,3459,11544,4102,5040,442,614,1142,488,213,36,53,78,50,29,33,80,100,50,73,105,47,86,35,10,127,147,247,111,49
"G2001050","1980","2","4","Kansas","20",,"Lincoln","105",,,,,,,,,,,,"LINCOLN",667,296,1271,337,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001070","1980","2","4","Kansas","20",,"Linn","107",,,,,,,,,,,,"LINN",1218,740,2358,622,421,12,4,10,2,0,9,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001090","1980","2","4","Kansas","20",,"Logan","109",,,,,,,,,,,,"LOGAN",427,234,884,370,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001110","1980","2","4","Kansas","20",,"Lyon","111",,,,,,,,,,,,"LYON",2335,1836,6733,3439,3675,39,48,84,55,67,5,19,40,30,20,13,15,14,15,41,56,50,58,33,12,191,125,151,68,34
"G2001130","1980","2","4","Kansas","20",,"McPherson","113",,,,,,,,,,,,"MCPHERSON",2796,1753,6108,2798,2490,7,41,56,7,19,2,22,27,0,2,0,6,17,0,5,6,0,11,0,5,18,10,44,4,5
"G2001150","1980","2","4","Kansas","20",,"Marion","115",,,,,,,,,,,,"MARION",2150,1076,3427,1123,989,11,6,6,2,0,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,26,7,18,6,5
"G2001170","1980","2","4","Kansas","20",,"Marshall","117",,,,,,,,,,,,"MARSHALL",1805,986,3936,839,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,10
"G2001190","1980","2","4","Kansas","20",,"Meade","119",,,,,,,,,,,,"MEADE",514,321,1122,548,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,3,6,0
"G2001210","1980","2","4","Kansas","20",,"Miami","121",,,,,,,,,,,,"MIAMI",2273,1663,5802,1629,1279,81,99,134,41,25,19,10,21,7,2,0,0,0,0,0,0,0,0,0,0,40,27,48,3,12
"G2001230","1980","2","4","Kansas","20",,"Mitchell","123",,,,,,,,,,,,"MITCHELL",872,570,2157,710,698,0,0,0,0,0,0,0,0,0,0,5,0,4,0,2,0,0,0,0,0,0,0,0,0,0
"G2001250","1980","2","4","Kansas","20",,"Montgomery","125",,,,,,,,,,,,"MONTGOMERY",4515,3721,8990,4441,2612,494,343,310,141,78,76,77,146,46,34,5,8,15,5,15,41,26,36,5,11,96,61,81,7,27
"G2001270","1980","2","4","Kansas","20",,"Morris","127",,,,,,,,,,,,"MORRIS",853,506,1864,514,454,0,0,0,0,0,6,0,8,3,0,0,0,0,0,0,0,0,0,0,0,18,0,13,2,5
"G2001290","1980","2","4","Kansas","20",,"Morton","129",,,,,,,,,,,,"MORTON",216,212,895,320,249,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,0,0,0,0,0,38,12,17,2,2
"G2001310","1980","2","4","Kansas","20",,"Nemaha","131",,,,,,,,,,,,"NEMAHA",1808,608,3149,616,561,8,6,15,0,2,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0
"G2001330","1980","2","4","Kansas","20",,"Neosho","133",,,,,,,,,,,,"NEOSHO",2079,1633,4507,1937,1177,25,26,61,25,14,2,2,6,6,0,0,12,4,4,12,29,50,18,24,11,42,84,42,37,5
"G2001350","1980","2","4","Kansas","20",,"Ness","135",,,,,,,,,,,,"NESS",606,290,1163,466,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001370","1980","2","4","Kansas","20",,"Norton","137",,,,,,,,,,,,"NORTON",1013,501,1824,635,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,14,0,3
"G2001390","1980","2","4","Kansas","20","8440","Osage","139",,,,,,,,,,,,"OSAGE",1619,1287,4633,1008,779,0,0,0,0,0,7,8,13,6,9,8,0,4,0,6,0,0,0,0,0,22,17,37,6,0
"G2001410","1980","2","4","Kansas","20",,"Osborne","141",,,,,,,,,,,,"OSBORNE",913,417,1707,499,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001430","1980","2","4","Kansas","20",,"Ottawa","143",,,,,,,,,,,,"OTTAWA",592,473,1911,521,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
"G2001450","1980","2","4","Kansas","20",,"Pawnee","145",,,,,,,,,,,,"PAWNEE",684,514,1800,1171,788,24,28,61,33,2,7,0,2,6,2,0,0,0,2,43,50,3,9,0,0,52,20,9,0,2
"G2001470","1980","2","4","Kansas","20",,"Phillips","147",,,,,,,,,,,,"PHILLIPS",1140,409,2212,689,401,2,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001490","1980","2","4","Kansas","20",,"Pottawatomie","149",,,,,,,,,,,,"POTTAWATOMIE",1228,1129,4034,1059,1204,0,0,0,0,0,5,6,8,4,5,12,2,24,2,6,0,0,0,0,0,13,22,10,7,8
"G2001510","1980","2","4","Kansas","20",,"Pratt","151",,,,,,,,,,,,"PRATT",956,783,2496,1128,975,21,18,10,0,0,10,6,15,4,0,0,0,0,0,0,0,0,0,0,0,19,0,22,6,2
"G2001530","1980","2","4","Kansas","20",,"Rawlins","153",,,,,,,,,,,,"RAWLINS",566,276,966,454,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,2,2
"G2001550","1980","2","4","Kansas","20",,"Reno","155",,,,,,,,,,,,"RENO",5319,4975,14434,7484,5030,153,165,244,80,34,39,37,61,27,0,11,5,23,10,28,237,150,149,53,8,317,203,218,136,22
"G2001570","1980","2","4","Kansas","20",,"Republic","157",,,,,,,,,,,,"REPUBLIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001590","1980","2","4","Kansas","20",,"Rice","159",,,,,,,,,,,,"RICE",1082,939,3112,1134,1031,10,9,3,6,3,5,33,10,4,8,0,0,0,0,0,0,0,0,0,0,55,24,28,11,0
"G2001610","1980","2","4","Kansas","20",,"Riley","161",,,,,,,,,,,,"RILEY",1440,1694,7901,4043,7427,81,219,878,433,221,37,26,90,23,21,62,83,170,102,390,24,48,106,81,58,41,76,282,139,128
"G2001630","1980","2","4","Kansas","20",,"Rooks","163",,,,,,,,,,,,"ROOKS",922,501,1822,607,456,0,0,0,0,0,4,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001650","1980","2","4","Kansas","20",,"Rush","165",,,,,,,,,,,,"RUSH",862,259,1064,470,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2
"G2001670","1980","2","4","Kansas","20",,"Russell","167",,,,,,,,,,,,"RUSSELL",1308,589,2279,1012,606,0,7,11,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0
"G2001690","1980","2","4","Kansas","20",,"Saline","169",,,,,,,,,,,,"SALINE",3273,2898,11758,5049,4295,145,155,213,93,69,7,11,17,14,0,27,22,24,11,22,112,65,38,40,38,172,124,84,65,51
"G2001710","1980","2","4","Kansas","20",,"Scott","171",,,,,,,,,,,,"SCOTT",512,341,1454,585,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,17,2,16,11,0
"G2001730","1980","2","4","Kansas","20","9040","Sedgwick","173",,,,,,,,,,,,"SEDGWICK",18779,22691,74822,37101,36869,2254,3397,4788,2316,1385,240,298,771,332,139,505,249,540,446,536,800,401,793,262,261,1313,708,1548,614,423
"G2001750","1980","2","4","Kansas","20",,"Seward","175",,,,,,,,,,,,"SEWARD",963,1143,3401,1602,1157,117,64,113,8,29,23,32,51,0,0,29,11,15,6,25,222,60,70,11,5,266,107,112,19,5
"G2001770","1980","2","4","Kansas","20","8440","Shawnee","177",,,,,,,,,,,,"SHAWNEE",8800,8229,35546,14134,17451,971,1126,2192,972,589,91,143,243,157,84,48,34,118,40,176,428,233,467,159,102,833,343,986,266,246
"G2001790","1980","2","4","Kansas","20",,"Sheridan","179",,,,,,,,,,,,"SHERIDAN",498,184,818,342,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001810","1980","2","4","Kansas","20",,"Sherman","181",,,,,,,,,,,,"SHERMAN",675,489,1998,717,555,0,0,0,0,0,6,8,13,0,0,0,0,0,0,0,0,0,0,0,0,111,4,17,0,7
"G2001830","1980","2","4","Kansas","20",,"Smith","183",,,,,,,,,,,,"SMITH",1001,369,1788,542,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001850","1980","2","4","Kansas","20",,"Stafford","185",,,,,,,,,,,,"STAFFORD",587,455,1546,699,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,0
"G2001870","1980","2","4","Kansas","20",,"Stanton","187",,,,,,,,,,,,"STANTON",190,166,429,220,178,0,0,0,0,0,10,2,6,6,0,0,0,0,0,0,0,0,0,0,0,70,7,22,2,0
"G2001890","1980","2","4","Kansas","20",,"Stevens","189",,,,,,,,,,,,"STEVENS",325,268,1289,481,272,0,0,0,0,0,0,2,16,0,5,0,0,0,0,0,0,0,0,0,0,32,37,39,0,11
"G2001910","1980","2","4","Kansas","20",,"Sumner","191",,,,,,,,,,,,"SUMNER",2355,2325,6740,2275,1364,36,14,0,7,0,24,33,54,10,0,3,2,13,0,13,47,46,66,15,0,79,73,105,25,4
"G2001930","1980","2","4","Kansas","20",,"Thomas","193",,,,,,,,,,,,"THOMAS",756,429,1661,960,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"G2001950","1980","2","4","Kansas","20",,"Trego","195",,,,,,,,,,,,"TREGO",701,271,963,428,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2001970","1980","2","4","Kansas","20",,"Wabaunsee","197",,,,,,,,,,,,"WABAUNSEE",861,451,2041,512,415,15,7,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,2,3
"G2001990","1980","2","4","Kansas","20",,"Wallace","199",,,,,,,,,,,,"WALLACE",200,152,503,228,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2002010","1980","2","4","Kansas","20",,"Washington","201",,,,,,,,,,,,"WASHINGTON",1810,452,2370,485,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2002030","1980","2","4","Kansas","20",,"Wichita","203",,,,,,,,,,,,"WICHITA",306,165,606,259,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,26,12,5,2
"G2002050","1980","2","4","Kansas","20",,"Wilson","205",,,,,,,,,,,,"WILSON",1631,1122,3030,1054,786,0,0,0,0,0,2,9,12,10,0,0,0,0,0,0,0,0,0,0,0,15,14,33,3,7
"G2002070","1980","2","4","Kansas","20",,"Woodson","207",,,,,,,,,,,,"WOODSON",778,431,1242,356,259,0,0,0,0,0,11,7,6,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,4
"G2002090","1980","2","4","Kansas","20","3760","Wyandotte","209",,,,,,,,,,,,"WYANDOTTE",14378,13531,30914,9415,7039,3965,4305,7155,3119,1562,88,100,182,44,30,129,53,137,105,119,619,252,536,190,32,1215,651,1246,349,107
"G2100010","1980","3","6","Kentucky","21",,"Adair","001",,,,,,,,,,,,"ADAIR",4687,1191,2007,608,489,155,32,49,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,11,0,0
"G2100030","1980","3","6","Kentucky","21",,"Allen","003",,,,,,,,,,,,"ALLEN",4205,1117,2271,636,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,0,6,0
"G2100050","1980","3","6","Kentucky","21",,"Anderson","005",,,,,,,,,,,,"ANDERSON",2397,1124,2457,646,517,67,59,72,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,6,0
"G2100070","1980","3","6","Kentucky","21",,"Ballard","007",,,,,,,,,,,,"BALLARD",1534,915,2026,450,422,87,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,2,0,0
"G2100090","1980","3","6","Kentucky","21",,"Barren","009",,,,,,,,,,,,"BARREN",8407,2526,5566,1653,1602,476,164,174,40,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,14,16,0,21
"G2100110","1980","3","6","Kentucky","21",,"Bath","011",,,,,,,,,,,,"BATH",2857,855,1314,347,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"G2100130","1980","3","6","Kentucky","21",,"Bell","013",,,,,,,,,,,,"BELL",9410,2597,4339,1227,1221,186,106,120,30,3,14,0,12,8,0,0,5,0,0,32,0,9,0,0,0,83,30,13,0,8
"G2100150","1980","3","6","Kentucky","21","1640","Boone","015",,,,,,"21",,,,,,"BOONE",4448,4194,10292,3009,2938,23,12,93,0,9,0,8,6,2,0,21,0,21,7,6,0,0,6,0,0,22,7,33,13,6
"G2100170","1980","3","6","Kentucky","21","4280","Bourbon","017",,,,,,,,,,,,"BOURBON",3195,1557,3790,929,987,427,214,383,47,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,5,10
"G2100190","1980","3","6","Kentucky","21","3400","Boyd","019",,,,,,,,,,,,"BOYD",8055,5491,12097,4078,3243,111,117,279,103,41,12,28,6,0,0,9,18,0,5,34,0,15,12,5,0,66,11,57,18,12
"G2100210","1980","3","6","Kentucky","21",,"Boyle","021",,,,,,,,,,,,"BOYLE",3641,2062,4397,1423,1776,525,247,303,142,67,0,0,0,0,0,11,7,17,0,0,0,0,0,0,0,32,8,8,0,0
"G2100230","1980","3","6","Kentucky","21",,"Bracken","023",,,,,,,,,,,,"BRACKEN",1819,763,1527,229,247,12,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0
"G2100250","1980","3","6","Kentucky","21",,"Breathitt","025",,,,,,,,,,,,"BREATHITT",4204,1305,1792,665,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,7,0,7
"G2100270","1980","3","6","Kentucky","21",,"Breckinridge","027",,,,,,,,,,,,"BRECKINRIDGE",4270,1286,3034,456,538,87,73,96,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6,0,0
"G2100290","1980","3","6","Kentucky","21","4520","Bullitt","029",,,,,,,,,,,,"BULLITT",5851,4428,8661,1712,1262,71,20,27,19,22,6,19,21,5,0,0,0,0,0,0,0,0,0,0,0,53,39,23,15,0
"G2100310","1980","3","6","Kentucky","21",,"Butler","031",,,,,,,,,,,,"BUTLER",3384,832,1749,288,199,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0
"G2100330","1980","3","6","Kentucky","21",,"Caldwell","033",,,,,,,,,,,,"CALDWELL",2830,1269,2765,654,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,13,0
"G2100350","1980","3","6","Kentucky","21",,"Calloway","035",,,,,,,,,,,,"CALLOWAY",4369,2262,4834,2013,3020,128,16,132,28,26,0,0,7,6,0,0,0,11,0,18,0,6,0,7,0,24,7,23,8,18
"G2100370","1980","3","6","Kentucky","21","1640","Campbell","037",,,,,,"21",,,,,,"CAMPBELL",12437,8486,16908,4653,4681,96,112,146,72,9,0,0,0,0,0,15,0,57,26,8,0,0,0,0,0,77,33,19,6,9
"G2100390","1980","3","6","Kentucky","21",,"Carlisle","039",,,,,,,,,,,,"CARLISLE",1099,527,1352,295,160,11,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,0,0
"G2100410","1980","3","6","Kentucky","21",,"Carroll","041",,,,,,,,,,,,"CARROLL",1746,1095,1712,374,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2100430","1980","3","6","Kentucky","21",,"Carter","043",,,,,,,,,,,,"CARTER",6279,2245,3618,868,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,17,17
"G2100450","1980","3","6","Kentucky","21",,"Casey","045",,,,,,,,,,,,"CASEY",4756,1002,1910,459,493,28,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,9,0,0
"G2100470","1980","3","6","Kentucky","21","1660","Christian","047",,,,,,,,,,,,"CHRISTIAN",6162,3475,9653,3669,2594,2008,1146,2410,831,257,12,11,31,8,0,69,86,143,60,13,12,18,168,40,0,90,81,334,124,33
"G2100490","1980","3","6","Kentucky","21","4280","Clark","049",,,,,,,,,,,,"CLARK",4396,2282,5393,1840,1559,346,234,258,126,33,0,0,0,0,0,9,0,6,13,0,0,0,0,0,0,44,24,12,14,0
"G2100510","1980","3","6","Kentucky","21",,"Clay","051",,,,,,,,,,,,"CLAY",6933,1432,1820,510,841,75,34,48,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,19,17,5,18
"G2100530","1980","3","6","Kentucky","21",,"Clinton","053",,,,,,,,,,,,"CLINTON",3060,795,1183,258,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,3
"G2100550","1980","3","6","Kentucky","21",,"Crittenden","055",,,,,,,,,,,,"CRITTENDEN",2252,838,1927,334,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,23,0,0
"G2100570","1980","3","6","Kentucky","21",,"Cumberland","057",,,,,,,,,,,,"CUMBERLAND",2640,415,737,231,303,152,22,43,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,12,0,0
"G2100590","1980","3","6","Kentucky","21","5990","Daviess","059",,,,,,,,,,,,"DAVIESS",10663,7391,17642,6106,5200,349,478,532,232,97,0,0,0,0,0,50,0,29,33,76,0,0,0,0,0,56,42,43,18,48
