GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHY001,DHY002,DHY003,DHY004,DHY005,DHY006,DHY007,DHY008,DHY009,DHY010,DHY011,DHY012,DHY013,DHY014,DHY015,DHY016,DHY017,DHY018,DHY019,DHY020,DHY021,DHY022,DHY023,DHY024,DHY025,DHY026,DHY027,DHY028,DHY029,DHY030,DHY031,DHY032,DHY033,DHY034,DHY035,DHY036,DHY037,DHY038,DHY039,DHY040
"G1701850","1980","A","2","3","Illinois","17",,"Wabash","185",,,,,,,,,,,,"09",,,,,"WABASH",,,"1",,"1",,,,,"1",,,"1",,,,,,,,,,"1","1",,,,0,3534,180,1131,0,2233,138,3077,0,0,0,0,0,0,0,0,0,15,0,7,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701870","1980","A","2","3","Illinois","17",,"Warren","187",,,,,,,,,,,,"03",,,,,"WARREN",,,,,,,,,,,"1",,"1",,,,,"1",,,,,,,,,,7,5384,390,1782,0,3605,346,4555,0,83,14,29,0,62,11,50,0,16,2,5,0,5,0,5,0,35,0,28,0,0,0,30,0,6,0,6,0,6,0,5
"G1701890","1980","A","2","3","Illinois","17",,"Washington","189",,,,,,,,,,,,"07",,,,,"WASHINGTON",,,,"1",,,,,,"1",,,"1",,,,,,"1",,,,"1",,"1","1",,23,3788,281,1588,4,2332,244,3439,0,0,0,30,0,3,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,4,2,11,0,0,0,0,0,0,0,0
"G1701910","1980","A","2","3","Illinois","17",,"Wayne","191",,,,,,,,,,,,"08",,,,,"WAYNE",,,"1","1",,,,,,"1","1",,,,,,,,,,,,"1","1","1",,,5,4175,483,1870,0,2845,292,4149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,12,0,10,0,0,0,0,0,0,0,0
"G1701930","1980","A","2","3","Illinois","17",,"White","193",,,,,,,,,,,,"09",,,,,"WHITE",,,,,"1",,,,,"1",,"1",,,,,,,,"1",,,"1","1","1",,,4,4219,439,1888,2,2751,197,4517,0,6,7,11,0,11,0,23,0,21,0,2,0,19,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701950","1980","A","2","3","Illinois","17",,"Whiteside","195",,,,,,,,,,,,"01",,,,,"WHITESIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16845,1125,4664,0,11049,702,12495,0,72,0,18,0,36,14,50,0,25,2,10,0,14,6,10,0,43,5,9,0,44,0,43,0,531,17,102,0,235,10,284
"G1701970","1980","A","2","3","Illinois","17","1600","Will","197",,,,,,"14",,,,,,"C",,,,,"WILL",,,,,,,,,,,,,,,,,,,,,,,,,,,,171,75336,6578,16587,13,49966,3189,50368,150,5671,939,4152,57,5218,781,3594,0,129,17,10,0,95,31,106,0,724,26,176,6,604,19,437,10,1541,309,556,6,795,57,1014
"G1701990","1980","A","2","3","Illinois","17",,"Williamson","199",,,,,,,,,,,,"10",,,,,"WILLIAMSON",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,10,12691,1683,5885,0,8637,917,13090,0,109,26,214,0,94,23,134,0,8,0,34,0,0,7,6,0,21,5,0,0,25,0,17,0,18,7,0,0,7,0,7
"G1702010","1980","A","2","3","Illinois","17","6880","Winnebago","201",,,,,,,,,,,,"B",,,,,"WINNEBAGO",,,,,,,,,,,,,,,,,,,,,,,,,,,,42,62712,3999,15194,7,44712,2845,41096,0,3561,792,1408,8,3710,641,2637,0,194,0,22,0,138,8,129,0,357,0,79,0,256,42,264,0,676,82,42,0,292,50,287
"G1702030","1980","A","2","3","Illinois","17","6120","Woodford","203",,,,,,,,,,,,"06",,,,,"WOODFORD",,,,,,,,,,"1",,,"1",,,,"1","1",,,,,,"1","1","1",,0,8751,489,2376,0,5571,257,6474,0,9,0,23,0,13,0,31,0,10,0,2,0,6,3,8,0,1,0,4,0,14,5,18,0,9,0,6,0,0,0,11
"G1800010","1980","A","2","3","Indiana","18","2760","Adams","001",,,,,,,,,,,,"03",,,,,"ADAMS",,,"1",,,,,,,,,,,,,,,,"1",,,,,"1","1",,,3,7362,451,1999,0,4800,387,5378,0,0,0,0,0,0,0,0,0,12,8,0,0,4,0,22,0,9,0,2,0,15,0,8,0,0,0,0,0,0,0,0
"G1800030","1980","A","2","3","Indiana","18","2760","Allen","003",,,,,,,,,,,,"C",,,,,"ALLEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,153,70427,5614,17369,13,53502,3205,46764,31,4192,1183,2061,0,4595,880,3122,0,210,25,23,0,93,8,69,0,471,34,181,0,193,36,308,6,426,120,68,0,431,61,167
"G1800050","1980","A","2","3","Indiana","18",,"Bartholomew","005",,,,,,,,,,,,"05",,,,,"BARTHOLOMEW",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,75,16697,1181,4122,0,11279,1016,12004,0,264,32,55,0,178,36,84,0,18,0,0,0,10,10,10,0,84,2,0,0,19,11,63,0,67,0,3,0,25,11,24
"G1800070","1980","A","2","3","Indiana","18",,"Benton","007",,,,,,,,,,,,"09",,,,,"BENTON",,,"1","1",,,,,,"1","1",,"1",,,,,"1",,"1",,,"1",,,"1",,0,2620,84,902,0,1778,80,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800090","1980","A","2","3","Indiana","18",,"Blackford","009",,,,,,,,,,,,"03",,,,,"BLACKFORD",,,"1","1","1",,,,,,,,,,,"1",,"1",,"1",,"1",,"1",,"1",,13,3780,348,1293,0,2466,318,3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800110","1980","A","2","3","Indiana","18","3480","Boone","011",,,,,,"44",,,,,,"05",,,,,"BOONE",,,,,,,,,,"1",,,"1",,,,"1",,"1",,,,,"1","1",,,15,9798,462,2442,0,6788,330,7096,0,7,0,10,0,0,0,19,0,8,0,0,0,0,0,27,0,36,0,0,0,10,0,20,0,4,0,13,0,5,8,8
"G1800130","1980","A","2","3","Indiana","18",,"Brown","013",,,,,,,,,,,,"07",,,,,"BROWN",,,"1",,"1",,,,,,,,,"1",,,,,,"1",,,,,,"1",,1,3120,330,1093,0,2028,185,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800150","1980","A","2","3","Indiana","18",,"Carroll","015",,,,,,,,,,,,"09",,,,,"CARROLL",,,"1",,"1",,,,,"1","1","1","1",,,,"1","1","1",,,,,"1",,,,5,5244,295,1525,0,3557,221,3764,0,0,0,0,0,0,0,0,0,4,0,3,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800170","1980","A","2","3","Indiana","18",,"Cass","017",,,,,,,,,,,,"09",,,,,"CASS",,,,"1",,,,,,,,,,,,,,,,,,,,"1","1",,,37,10322,656,3072,14,7525,722,7668,0,51,16,78,0,65,4,53,0,0,0,0,0,0,0,0,0,19,0,5,0,21,5,17,0,0,0,0,0,0,0,0
"G1800190","1980","A","2","3","Indiana","18","4520","Clark","019",,,,,,,,,,,,"F",,,,,"CLARK",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,96,21493,1849,5949,0,15462,1289,15652,6,851,113,317,8,883,126,629,0,50,14,8,0,8,6,27,0,51,0,12,0,48,14,56,0,20,0,0,0,15,8,15
"G1800210","1980","A","2","3","Indiana","18","8320","Clay","021",,,,,,,,,,,,"06",,,,,"CLAY",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,"1","1",,,"1",,13,6050,436,2227,0,3848,345,5768,0,26,0,6,0,29,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800230","1980","A","2","3","Indiana","18",,"Clinton","023",,,,,,,,,,,,"09",,,,,"CLINTON",,,"1",,,,,,,,,,,,,,"1",,,,,,"1",,,,,13,7834,617,2462,0,5558,474,6411,0,0,0,0,0,0,0,0,0,18,0,11,0,13,0,14,0,12,0,1,0,20,0,8,0,0,0,0,0,0,0,0
"G1800250","1980","A","2","3","Indiana","18",,"Crawford","025",,,,,,,,,,,,"07",,,,,"CRAWFORD",,,"1",,"1",,,,,"1","1",,,,,,"1","1",,,,"1",,"1",,,,9,2122,331,1029,0,1183,197,2261,0,0,0,0,0,0,0,0,0,16,0,2,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800270","1980","A","2","3","Indiana","18",,"Daviess","027",,,,,,,,,,,,"06",,,,,"DAVIESS",,,,,,,,,,"1",,"1",,,,,"1","1",,,,"1",,"1",,"1",,16,6407,433,2753,2,4167,325,6301,0,5,0,6,0,0,0,5,0,16,0,0,0,7,0,13,0,2,0,2,0,8,0,14,0,0,0,0,0,0,0,0
"G1800290","1980","A","2","3","Indiana","18","1640","Dearborn","029",,,,,,"21",,,,,,"08",,,,,"DEARBORN",,,,"1",,,,,,,,,,,,,,"1","1",,,,,"1","1",,,13,8340,766,2685,9,5246,580,6817,0,42,0,23,0,40,4,23,0,0,0,0,0,0,0,0,0,20,0,8,0,5,13,30,0,0,0,0,0,0,0,0
"G1800310","1980","A","2","3","Indiana","18",,"Decatur","031",,,,,,,,,,,,"05",,,,,"DECATUR",,,,"1",,,,,,,"1","1",,,,,,"1","1",,,,,,,"1",,8,6010,378,1827,0,3599,333,4970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,15,0,0,0,0,0,0,0,0
"G1800330","1980","A","2","3","Indiana","18","2760","DeKalb","033",,,,,,,,,,,,"03",,,,,"DE KALB",,,,,,,,,,,,,,,,,"1",,,,,,,,,,,18,8350,875,2349,0,5783,607,6055,0,20,0,8,0,14,0,0,0,18,2,6,0,4,0,6,0,22,0,6,0,7,8,13,0,18,1,1,0,12,2,5
"G1800350","1980","A","2","3","Indiana","18","5280","Delaware","035",,,,,,,,,,,,"H",,,,,"DELAWARE",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,12,29119,2665,11298,0,21891,1824,25527,7,1252,322,816,0,1314,319,1329,0,23,20,42,0,9,10,72,0,147,6,18,0,83,13,107,0,24,0,12,0,27,0,26
"G1800370","1980","A","2","3","Indiana","18",,"Dubois","037",,,,,,,,,,,,"07",,,,,"DUBOIS",,,"1","1",,,,,,"1",,"1",,,,,"1","1","1",,,"1",,"1",,,,2,9384,417,2305,0,6623,302,5887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"G1800390","1980","A","2","3","Indiana","18","2330","Elkhart","039",,,,,,,,,,,,"01",,,,,"ELKHART",,,,,,,,,,,,,,,,,,,,,,,,,,,,33,34699,2617,7934,10,25481,2512,22369,0,984,229,383,0,981,217,700,0,98,23,18,0,55,10,68,0,147,0,35,0,45,22,82,0,216,20,31,0,36,26,57
"G1800410","1980","A","2","3","Indiana","18",,"Fayette","041",,,,,,,,,,,,"04",,,,,"FAYETTE",,,,"1",,,,,,,,"1","1",,,,,,"1",,,,"1","1",,,,1,6575,744,2124,1,3955,925,5617,0,107,22,26,0,93,22,95,0,0,0,0,0,0,0,0,0,7,0,8,0,6,6,32,0,0,0,0,0,0,0,0
"G1800430","1980","A","2","3","Indiana","18","4520","Floyd","043",,,,,,,,,,,,"F",,,,,"FLOYD",,,,"1",,,,,,,,,,,,,,,"1",,,,,"1",,,,26,15057,1206,4328,0,10436,893,11828,0,402,37,196,0,505,82,383,0,0,0,0,0,0,0,0,0,12,0,0,0,50,0,34,0,0,0,0,0,0,0,0
"G1800450","1980","A","2","3","Indiana","18",,"Fountain","045",,,,,,,,,,,,"09",,,,,"FOUNTAIN",,,,"1",,,,,,,"1","1","1",,,,,"1","1","1",,,,,,"1",,0,4845,266,1668,3,3062,328,4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,2,16,0,0,0,0,0,0,0,0
"G1800470","1980","A","2","3","Indiana","18",,"Franklin","047",,,,,,,,,,,,"08",,,,,"FRANKLIN",,,"1","1",,,,,,,"1","1",,,,,,"1","1",,,,,,,"1",,2,4686,509,1522,0,2711,419,3870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,6,0,12,0,0,0,0,0,0,0,0
"G1800490","1980","A","2","3","Indiana","18",,"Fulton","049",,,,,,,,,,,,"02",,,,,"FULTON",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,"1",,"1",,,3,5000,374,1455,0,3686,295,3568,0,31,0,19,0,9,0,39,0,6,0,17,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800510","1980","A","2","3","Indiana","18","2440","Gibson","051",,,,,,,,,,,,"06",,,,,"GIBSON",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,"1",,,,,4,8288,485,3016,0,5442,325,7160,0,131,19,56,0,78,11,135,0,0,0,0,0,0,0,0,0,22,6,7,0,0,7,19,0,0,0,0,0,0,0,0
"G1800530","1980","A","2","3","Indiana","18",,"Grant","053",,,,,,,,,,,,"04",,,,,"GRANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,51,17998,1878,6755,0,13497,1481,14591,0,739,317,541,0,920,210,680,0,45,7,44,0,38,15,63,0,35,0,0,0,35,2,68,0,131,81,43,0,46,36,53
"G1800550","1980","A","2","3","Indiana","18",,"Greene","055",,,,,,,,,,,,"06",,,,,"GREENE",,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,"1",,"1","1",,15,6986,598,3090,3,4583,530,7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,6,0,25,0,0,0,0,0,0,0,0
"G1800570","1980","A","2","3","Indiana","18","3480","Hamilton","057",,,,,,"44",,,,,,"05",,,,,"HAMILTON",,,,,,,,,,,"1",,"1",,,,,"1",,,,,"1","1",,,,80,22699,979,4398,18,15367,628,14094,0,67,0,51,0,54,2,57,0,3,1,2,0,18,2,17,0,86,13,24,0,54,11,74,0,21,5,0,0,21,0,23
"G1800590","1980","A","2","3","Indiana","18","3480","Hancock","059",,,,,,"44",,,,,,"05",,,,,"HANCOCK",,,,,,,,,,,,,,,,,"1",,,,,,"1","1","1",,,21,11457,865,2632,29,8051,448,7610,0,12,0,2,0,10,0,0,0,16,0,0,0,2,0,4,0,31,0,15,0,39,0,35,0,29,0,2,0,7,0,0
"G1800610","1980","A","2","3","Indiana","18",,"Harrison","061",,,,,,,,,,,,"07",,,,,"HARRISON",,,,"1",,,,,,,"1","1",,,,,,"1","1",,,,,"1","1","1",,21,6836,534,2158,0,4142,391,5471,16,15,6,30,0,43,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0
"G1800630","1980","A","2","3","Indiana","18","3480","Hendricks","063",,,,,,"44",,,,,,"05",,,,,"HENDRICKS",,,,,,,,,,,"1",,"1",,,,,,,,,,,"1","1",,,25,19331,749,4645,8,12090,593,12605,0,52,0,206,0,15,6,26,0,9,0,0,0,0,0,21,0,23,0,21,0,19,0,26,0,14,0,13,0,12,0,6
"G1800650","1980","A","2","3","Indiana","18",,"Henry","065",,,,,,,,,,,,"04",,,,,"HENRY",,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,0,11397,2167,4757,0,8105,1164,11187,0,78,6,90,0,69,11,152,0,13,9,3,0,10,9,16,0,18,0,9,0,10,14,11,0,14,0,0,0,0,2,10
"G1800670","1980","A","2","3","Indiana","18","3850","Howard","067",,,,,,,,,,,,"04",,,,,"HOWARD",,,,,,,,,,,,,,,,,,,,,,,,,,,,184,19629,2809,5509,16,14495,1985,15115,0,797,224,345,0,755,227,537,0,51,29,24,0,27,12,33,0,92,8,27,0,21,14,100,0,43,17,21,0,28,48,46
"G1800690","1980","A","2","3","Indiana","18",,"Huntington","069",,,,,,,,,,,,"03",,,,,"HUNTINGTON",,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,2,8904,787,2584,3,6678,672,6578,0,23,0,3,0,15,0,3,0,9,5,1,0,22,2,10,0,37,0,8,0,23,0,14,0,13,0,2,0,2,0,4
"G1800710","1980","A","2","3","Indiana","18",,"Jackson","071",,,,,,,,,,,,"08",,,,,"JACKSON",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,"1",,,,14,9123,811,2705,9,6097,637,7310,0,35,0,4,0,21,0,14,0,0,0,0,0,0,0,0,0,11,0,2,0,15,0,15,0,0,0,0,0,0,0,0
"G1800730","1980","A","2","3","Indiana","18",,"Jasper","073",,,,,,,,,,,,"02",,,,,"JASPER",,,,"1",,,,,,"1","1",,,,,,"1",,,,,,,"1",,,,7,6564,471,2004,2,4100,291,5122,0,5,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,28,0,0,0,0,0,0,0,0
"G1800750","1980","A","2","3","Indiana","18",,"Jay","075",,,,,,,,,,,,"03",,,,,"JAY",,,,"1","1",,,,,,,,,,,,,"1",,,,,"1",,,,,0,5701,499,1834,0,4005,404,4577,0,20,0,6,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800770","1980","A","2","3","Indiana","18",,"Jefferson","077",,,,,,,,,,,,"08",,,,,"JEFFERSON",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,"1","1",,,14,6907,815,2978,0,5070,508,5980,0,104,10,70,0,94,9,84,0,0,0,0,0,0,0,0,0,13,0,6,0,19,0,39,0,0,0,0,0,0,0,0
"G1800790","1980","A","2","3","Indiana","18",,"Jennings","079",,,,,,,,,,,,"08",,,,,"JENNINGS",,,,,,,,,,,"1","1",,,,,,"1","1",,,,"1","1","1","1",,0,5054,557,2424,0,3551,427,4337,0,19,0,37,0,14,6,32,0,2,0,5,0,14,0,8,0,9,0,0,0,23,0,9,0,0,0,0,0,0,0,0
"G1800810","1980","A","2","3","Indiana","18","3480","Johnson","081",,,,,,"44",,,,,,"05",,,,,"JOHNSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,66,20407,1125,4442,20,14288,917,13598,26,73,7,422,15,88,9,149,0,30,11,6,0,31,0,24,0,64,0,6,0,48,0,21,18,8,3,10,0,19,2,28
"G1800830","1980","A","2","3","Indiana","18",,"Knox","083",,,,,,,,,,,,"06",,,,,"KNOX",,,,,,,,,,,,"1","1",,,,,,"1",,,,,,,,,15,9725,1061,4401,0,6892,478,9597,0,54,25,79,0,52,9,60,0,9,8,23,0,2,0,10,0,7,2,35,0,10,0,24,0,9,0,31,0,0,0,12
"G1800850","1980","A","2","3","Indiana","18",,"Kosciusko","085",,,,,,,,,,,,"02",,,,,"KOSCIUSKO",,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15917,887,3925,0,10972,876,10494,0,88,4,15,0,26,7,33,0,29,0,8,0,40,0,15,0,48,0,22,0,67,7,32,0,72,4,9,0,37,2,19
"G1800870","1980","A","2","3","Indiana","18",,"Lagrange","087",,,,,,,,,,,,"03",,,,,"LAGRANGE",,,"1","1","1",,,,,"1","1","1",,,,,,"1",,,,,"1",,"1","1",,0,6243,382,1651,0,3760,343,4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800890","1980","A","2","3","Indiana","18","2960","Lake","089",,,,,,"14",,,,,,"A",,,,,"LAKE",,,,,,,,,,,,,,,,,,,,,,,,,,,,51,100363,8071,27764,9,61207,4819,79077,21,22666,4012,11081,12,19793,3987,22449,0,182,41,34,0,93,20,252,0,523,29,81,0,432,33,453,7,4416,567,1170,0,2119,328,3515
"G1800910","1980","A","2","3","Indiana","18",,"LaPorte","091",,,,,,,,,,,,"01",,,,,"LA PORTE",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,35,25928,1742,8204,6,17539,1510,19103,0,1546,262,1443,0,1379,213,860,0,40,16,38,0,22,21,56,0,91,0,21,0,54,0,101,0,164,15,40,0,59,11,31
"G1800930","1980","A","2","3","Indiana","18",,"Lawrence","093",,,,,,,,,,,,"07",,,,,"LAWRENCE",,,"1",,,,,,,"1",,,"1",,,,,"1",,,,,"1",,"1","1",,12,9932,1048,3870,0,6501,594,9393,0,0,0,0,0,0,0,0,0,23,0,0,0,2,7,9,0,22,0,12,0,32,2,36,0,0,0,0,0,0,0,0
"G1800950","1980","A","2","3","Indiana","18","0400","Madison","095",,,,,,"44",,,,,,"04",,,,,"MADISON",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,35,30526,3694,11592,2,21371,2922,26272,0,1329,493,1303,0,1266,682,1167,0,55,10,7,0,39,6,62,0,101,11,0,0,95,20,101,0,25,6,9,0,5,0,22
"G1800970","1980","B","2","3","Indiana","18","3480","Marion","097",,,,,,"44",,,,,,"D",,,,,"MARION",,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,161649,10144,43683,431,128675,6077,112391,751,28234,5829,13467,293,32006,3846,22642,17,330,44,129,0,317,29,280,45,1214,52,194,8,1126,56,799,103,433,12,103,8,254,35,312
"G1800990","1980","A","2","3","Indiana","18","7800","Marshall","099",,,,,,,,,,,,"02",,,,,"MARSHALL",,,,,,,,,,,,"1","1",,,,,"1","1",,,,"1",,"1",,,7,9873,803,2875,0,6852,613,7504,0,14,0,12,0,2,0,16,0,10,0,0,0,0,6,0,0,5,0,0,0,21,0,10,0,43,6,25,0,27,10,52
"G1801010","1980","A","2","3","Indiana","18",,"Martin","101",,,,,,,,,,,,"07",,,,,"MARTIN",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,"1","1",,,31,2540,191,1064,0,1611,240,2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,13,9,14,0,0,0,0,0,0,0,0
"G1801030","1980","A","2","3","Indiana","18",,"Miami","103",,,,,,,,,,,,"09",,,,,"MIAMI",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,1712,8498,687,2581,184,6190,711,7040,273,79,33,8,37,105,35,111,22,68,4,23,0,39,8,40,12,0,0,1,0,53,26,64,13,18,4,4,0,19,2,23
"G1801050","1980","A","2","3","Indiana","18","1020","Monroe","105",,,,,,,,,,,,"07",,,,,"MONROE",,,,,,,,,,,,,,,,,,,,,,,,,,,,120,22930,1785,12399,12,19830,1164,18405,0,562,52,508,10,468,68,532,0,30,2,19,0,10,6,25,0,225,16,378,0,209,0,473,0,75,13,96,0,50,2,81
"G1801070","1980","A","2","3","Indiana","18",,"Montgomery","107",,,,,,,,,,,,"09",,,,,"MONTGOMERY",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,"1","1","1",,,7,9424,434,3172,2,6360,369,7051,0,13,0,16,0,12,0,7,0,15,0,5,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801090","1980","A","2","3","Indiana","18","3480","Morgan","109",,,,,,"44",,,,,,"06",,,,,"MORGAN",,,"1",,,,,,,"1",,,"1",,,,"1",,,,,,,"1","1",,,35,13580,864,3494,16,8121,691,10180,0,0,0,0,0,0,0,0,0,11,5,6,0,7,0,0,0,46,7,12,0,11,0,47,0,0,0,0,0,0,0,0
"G1801110","1980","A","2","3","Indiana","18",,"Newton","111",,,,,,,,,,,,"02",,,,,"NEWTON",,,"1",,"1",,,,,"1","1","1","1",,,,"1","1","1",,,"1",,,"1","1",,2,3748,278,1077,0,2287,157,3056,0,0,0,0,0,0,0,0,0,2,2,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801130","1980","A","2","3","Indiana","18",,"Noble","113",,,,,,,,,,,,"03",,,,,"NOBLE",,,,,"1",,,,,"1",,"1",,,,,"1",,"1",,,,,"1",,,,6,8630,902,2603,0,6492,677,6082,0,5,0,10,0,2,0,8,0,13,4,0,0,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801150","1980","A","2","3","Indiana","18",,"Ohio","115",,,,,,,,,,,,"08",,,,,"OHIO",,,,"1","1","1",,,,,"1","1",,,,,,"1","1",,,"1","1",,,,,8,1233,121,426,0,743,84,1137,0,14,4,6,0,5,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801170","1980","A","2","3","Indiana","18",,"Orange","117",,,,,,,,,,,,"07",,,,,"ORANGE",,,,"1","1",,,,,,"1","1","1",,,,,"1","1",,,,"1","1",,"1",,4,4281,429,1875,0,2936,338,3886,0,97,0,72,0,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801190","1980","A","2","3","Indiana","18",,"Owen","119",,,,,,,,,,,,"06",,,,,"OWEN",,,"1",,,,,,,"1","1",,,,,,"1",,"1",,,,,"1","1","1",,2,3728,398,1635,0,2297,215,3410,0,0,0,0,0,0,0,0,0,8,5,10,0,6,4,8,0,5,2,4,0,2,0,16,0,0,0,0,0,0,0,0
"G1801210","1980","A","2","3","Indiana","18",,"Parke","121",,,,,,,,,,,,"09",,,,,"PARKE",,,,,"1",,,,,"1",,"1","1",,,,,"1","1",,,,"1","1",,,,11,4000,288,1643,0,2386,162,3820,0,0,0,11,0,0,0,2,0,9,0,2,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801230","1980","A","2","3","Indiana","18",,"Perry","123",,,,,,,,,,,,"07",,,,,"PERRY",,,"1",,,"1",,,,"1","1",,"1",,,,"1","1",,"1",,"1",,"1",,"1",,7,4725,448,1747,0,3135,415,3772,0,0,0,0,0,0,0,0,0,6,2,0,0,6,5,14,0,0,0,0,0,25,0,12,0,0,0,0,0,0,0,0
"G1801250","1980","A","2","3","Indiana","18",,"Pike","125",,,,,,,,,,,,"06",,,,,"PIKE",,,"1",,,,,,,,,"1","1",,,,,,"1",,,,,"1","1",,,9,3177,315,1319,0,1825,155,3331,0,0,0,0,0,0,0,0,0,5,6,9,0,5,0,13,0,8,0,0,0,7,0,8,0,0,0,0,0,0,0,0
"G1801270","1980","A","2","3","Indiana","18","2960","Porter","127",,,,,,"14",,,,,,"A",,,,,"PORTER",,,,,,,,,,,,,,,,,,,,,,,,,,,,14,31779,2462,7153,0,20133,1356,22251,0,94,4,39,0,43,0,59,0,59,10,6,0,29,6,35,0,128,0,14,0,47,6,129,0,191,12,17,0,104,7,106
"G1801290","1980","A","2","3","Indiana","18","2440","Posey","129",,,,,,,,,,,,"06",,,,,"POSEY",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,"1",,,,8,6915,370,1957,0,4170,230,5410,0,22,16,14,0,33,31,63,0,27,0,2,0,14,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
