GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHY001,DHY002,DHY003,DHY004,DHY005,DHY006,DHY007,DHY008,DHY009,DHY010,DHY011,DHY012,DHY013,DHY014,DHY015,DHY016,DHY017,DHY018,DHY019,DHY020,DHY021,DHY022,DHY023,DHY024,DHY025,DHY026,DHY027,DHY028,DHY029,DHY030,DHY031,DHY032,DHY033,DHY034,DHY035,DHY036,DHY037,DHY038,DHY039,DHY040
"G2801450","1980","A","3","6","Mississippi","28",,"Union","145",,,,,,,,,,,,"04",,,,,"UNION",,,,"1","1",,,,,,,,,,,,,"1","1",,,,,,,,,0,4554,194,1934,0,3310,127,3891,0,505,114,284,0,588,68,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2801470","1980","A","3","6","Mississippi","28",,"Walthall","147",,,,,,,,,,,,"06",,,,,"WALTHALL",,,,,"1",,,,,,,"1","1",,,,"1",,"1",,,,"1",,,"1",,0,1867,72,946,0,1182,68,1946,0,741,143,683,0,686,129,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2801490","1980","A","3","6","Mississippi","28",,"Warren","149",,,,,,,,,,,,"03",,,,,"WARREN",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,72,8686,336,2103,0,5631,244,6299,6,3183,322,2115,0,2874,432,3987,0,8,0,9,0,22,0,14,0,90,5,15,0,54,0,56,0,25,0,6,0,15,0,12
"G2801510","1980","A","3","6","Mississippi","28",,"Washington","151",,,,,,,,,,,,"01",,,,,"WASHINGTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,34,8562,262,2166,0,5637,373,6396,23,5621,677,4326,0,5226,919,8105,0,30,0,11,0,18,0,21,0,67,0,20,0,79,0,65,0,50,0,16,0,0,0,17
"G2801530","1980","A","3","6","Mississippi","28",,"Wayne","153",,,,,,,,,,,,"06",,,,,"WAYNE",,,,,"1",,,,,"1",,"1",,,,,,,,,,,"1",,"1",,,7,3008,173,1342,0,1818,159,2895,0,891,147,773,0,879,152,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2801550","1980","A","3","6","Mississippi","28",,"Webster","155",,,,,,,,,,,,"06",,,,,"WEBSTER",,,,"1","1",,,,,"1",,"1",,,,,"1",,"1","1",,,,,,"1",,5,1888,104,1049,0,1243,57,2037,0,335,40,220,0,309,22,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2801570","1980","A","3","6","Mississippi","28",,"Wilkinson","157",,,,,,,,,,,,"03",,,,,"WILKINSON",,"1",,"1",,,,,"1",,"1",,,,,"1",,"1",,,,,,,,"1",,0,0,0,0,0,0,0,0,11,907,142,1067,0,819,154,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2801590","1980","A","3","6","Mississippi","28",,"Winston","159",,,,,,,,,,,,"06",,,,,"WINSTON",,,,,,,,,,,,,,,,,,,,,,,,,,"1",,0,2948,136,1192,0,1846,149,2819,0,1135,147,977,7,909,253,1387,0,25,0,14,0,24,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2801610","1980","A","3","6","Mississippi","28",,"Yalobusha","161",,,,,,,,,,,,"02",,,,,"YALOBUSHA",,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,0,1695,78,1156,0,1425,69,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2801630","1980","A","3","6","Mississippi","28",,"Yazoo","163",,,,,,,,,,,,"02",,,,,"YAZOO",,,,"1","1",,,,,,,"1","1",,,,"1","1",,,,,,"1","1",,,0,3468,66,1241,0,2204,81,2981,0,1975,197,1833,0,1483,347,3263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900010","1980","A","2","4","Missouri","29",,"Adair","001",,,,,,,,,,,,"02",,,,,"ADAIR",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,,"1",,,13,5555,378,2983,0,5049,194,5329,0,21,22,93,0,90,0,58,0,0,0,0,0,0,0,0,0,54,0,91,0,13,0,94,0,0,0,0,0,0,0,0
"G2900030","1980","A","2","4","Missouri","29","7000","Andrew","003",,,,,,,,,,,,"01",,,,,"ANDREW",,,,,"1",,,,,,"1","1",,,,"1",,"1",,,,,,"1","1","1",,7,3536,161,1296,0,1985,151,3205,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900050","1980","A","2","4","Missouri","29",,"Atchison","005",,,,,,,,,,,,"01",,,,,"ATCHISON",,,,,"1",,,,,,,"1","1",,,"1",,,,"1",,,,,"1",,,0,2210,76,849,0,1268,92,2102,6,0,0,20,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900070","1980","A","2","4","Missouri","29",,"Audrain","007",,,,,,,,,,,,"02",,,,,"AUDRAIN",,,,"1","1",,,,,,"1",,"1",,,,"1","1",,,,,"1",,,"1",,0,6519,285,2125,0,4252,277,5381,0,267,28,194,0,249,17,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900090","1980","A","2","4","Missouri","29",,"Barry","009",,,,,,,,,,,,"04",,,,,"BARRY",,,"1",,,,,,,,,,,,,,,,"1",,,,,"1",,"1",,0,5351,323,3159,0,3725,198,5865,0,0,0,0,0,0,0,0,0,13,0,11,0,9,5,24,0,20,0,1,0,12,0,11,0,0,0,0,0,0,0,0
"G2900110","1980","A","2","4","Missouri","29",,"Barton","011",,,,,,,,,,,,"03",,,,,"BARTON",,,,,"1","1",,,,,,,,,,,,"1",,"1",,,,"1",,"1",,0,2751,104,1213,0,1614,78,2872,0,0,0,0,0,0,0,0,0,11,3,7,0,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900130","1980","A","2","4","Missouri","29",,"Bates","013",,,,,,,,,,,,"03",,,,,"BATES",,,,"1",,,,,,,,,,,,,,,,,,,,,,"1",,3,3785,251,1647,0,2325,113,3966,0,25,0,24,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900150","1980","A","2","4","Missouri","29",,"Benton","015",,,,,,,,,,,,"05",,,,,"BENTON",,,,,"1","1",,,,,,,,"1",,,,,,"1",,"1",,"1",,,,5,2352,383,1880,0,1596,172,3199,0,0,0,0,0,0,0,0,0,19,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900170","1980","A","2","4","Missouri","29",,"Bollinger","017",,,,,,,,,,,,"06",,,,,"BOLLINGER",,,,"1",,,,,,,,,,,,,,,,,,"1",,,,,,0,2163,293,1302,0,1235,94,2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900190","1980","A","2","4","Missouri","29","1740","Boone","019",,,,,,,,,,,,"02",,,,,"BOONE",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,61,24939,1179,9589,9,22224,670,15717,0,1352,138,647,0,1500,104,848,0,87,24,30,0,32,13,23,0,315,19,198,0,272,0,240,0,134,0,73,0,145,0,56
"G2900210","1980","A","2","4","Missouri","29","7000","Buchanan","021",,,,,,,,,,,,"01",,,,,"BUCHANAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,120,19762,1693,8117,0,15310,1087,18620,0,646,90,265,0,592,40,302,0,45,21,8,0,37,5,60,0,27,7,0,0,23,6,47,0,115,0,62,0,78,6,70
"G2900230","1980","A","2","4","Missouri","29",,"Butler","023",,,,,,,,,,,,"09",,,,,"BUTLER",,,,"1",,,,,,,,,,,,,,"1","1",,,,,"1","1",,,28,7028,915,4570,0,5712,508,8336,0,256,34,287,0,286,8,449,0,0,0,0,0,0,0,0,0,31,16,4,0,12,8,55,0,0,0,0,0,0,0,0
"G2900250","1980","A","2","4","Missouri","29",,"Caldwell","025",,,,,,,,,,,,"02",,,,,"CALDWELL",,,,"1","1",,,,,,"1","1",,"1",,"1",,,"1","1",,"1",,"1",,,,0,2029,159,989,0,1300,58,2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900270","1980","A","2","4","Missouri","29",,"Callaway","027",,,,,,,,,,,,"02",,,,,"CALLAWAY",,,,,,,,,,,,"1","1",,,,,,,,,,,"1",,,,18,7706,534,2755,0,5768,205,5773,0,317,57,270,0,334,27,341,0,16,0,14,0,16,0,16,0,19,0,3,0,16,9,54,0,13,0,0,0,0,0,18
"G2900290","1980","A","2","4","Missouri","29",,"Camden","029",,,,,,,,,,,,"05",,,,,"CAMDEN",,,"1",,,,,,,"1",,"1",,,,,"1",,"1",,,,"1","1","1",,,6,4479,384,2795,0,3059,321,4760,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,41,0,4,0,2,0,2,0,12,0,0,0,0,0,0,0,0
"G2900310","1980","A","2","4","Missouri","29",,"Cape Girardeau","031",,,,,,,,,,,,"06",,,,,"CAPE GIRARDEAU",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,35,14450,1082,5422,7,11381,493,11640,0,331,46,245,0,436,76,304,0,26,0,12,0,21,0,5,0,28,9,27,0,19,0,33,0,13,0,14,0,0,0,15
"G2900330","1980","A","2","4","Missouri","29",,"Carroll","033",,,,,,,,,,,,"01",,,,,"CARROLL",,,,,"1",,,,,,,"1","1",,,,,,,,,,,"1",,"1",,6,2898,149,1199,0,1596,106,3041,0,38,5,43,0,34,4,61,0,14,0,6,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900350","1980","A","2","4","Missouri","29",,"Carter","035",,,,,,,,,,,,"08",,,,,"CARTER",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,,,,,0,980,196,741,0,640,102,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900370","1980","A","2","4","Missouri","29","3760","Cass","037",,,,,,,,,,,,"03",,,,,"CASS",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,246,12943,920,3308,43,9231,473,8902,51,71,0,12,0,59,5,34,5,68,20,14,0,61,0,25,0,51,0,6,0,63,6,25,0,35,0,0,0,12,13,16
"G2900390","1980","A","2","4","Missouri","29",,"Cedar","039",,,,,,,,,,,,"03",,,,,"CEDAR",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,6,2460,176,1733,0,1668,45,3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900410","1980","A","2","4","Missouri","29",,"Chariton","041",,,,,,,,,,,,"02",,,,,"CHARITON",,,,"1","1","1",,,,,"1","1",,"1",,,"1","1",,"1",,,"1",,"1",,,0,2438,191,1157,0,1534,71,2431,0,52,6,90,0,80,12,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900430","1980","A","2","4","Missouri","29","7920","Christian","043",,,,,,,,,,,,"07",,,,,"CHRISTIAN",,,"1",,"1",,,,,"1",,"1","1",,,,,"1",,,,,"1",,"1","1",,8,5457,426,1977,0,3662,290,4486,0,0,0,0,0,0,0,0,0,17,0,4,0,17,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900450","1980","A","2","4","Missouri","29",,"Clark","045",,,,,,,,,,,,"02",,,,,"CLARK",,,"1","1","1",,,,,"1","1",,,"1",,,"1","1",,,,"1","1",,,"1",,2,2004,134,909,0,1266,83,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900470","1980","A","2","4","Missouri","29","3760","Clay","047",,,,,,,,,,,,"A",,,,,"CLAY",,,,,,,,,,,,,,,,,,,,,,,,,,,,56,37954,2087,8218,12,29031,1601,21896,32,292,47,174,5,302,31,239,0,178,12,40,0,140,12,77,0,144,0,20,0,92,6,124,0,224,0,12,0,211,5,106
"G2900490","1980","A","2","4","Missouri","29",,"Clinton","049",,,,,,,,,,,,"01",,,,,"CLINTON",,,,,"1",,,,,,"1",,"1",,,,"1","1",,,,,,"1",,"1",,25,3864,256,1249,0,2375,169,3393,0,63,9,32,0,43,8,62,0,23,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900510","1980","A","2","4","Missouri","29",,"Cole","051",,,,,,,,,,,,"06",,,,,"COLE",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,28,13653,724,4856,3,11447,498,7910,0,414,69,2065,0,606,45,430,0,21,0,40,0,6,10,0,0,39,8,7,0,39,0,38,0,10,0,22,0,11,0,10
"G2900530","1980","A","2","4","Missouri","29",,"Cooper","053",,,,,,,,,,,,"03",,,,,"COOPER",,,,"1","1",,,,,,"1","1",,,,,"1",,"1",,,,"1","1",,"1",,49,3464,231,1282,0,2483,90,2942,0,166,8,150,0,144,15,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900550","1980","A","2","4","Missouri","29",,"Crawford","055",,,,,,,,,,,,"05",,,,,"CRAWFORD",,,,,,,,,,,,,,,,,,,,,,"1",,"1",,,,0,3907,525,2116,6,2628,278,4139,0,0,0,0,0,0,0,0,0,11,7,2,0,6,2,11,0,0,0,6,0,8,0,10,0,0,0,0,0,0,0,0
"G2900570","1980","A","2","4","Missouri","29",,"Dade","057",,,,,,,,,,,,"03",,,,,"DADE",,,"1",,"1","1",,,,"1",,"1",,"1",,,"1","1",,"1",,,,"1","1",,,0,1684,107,967,0,1092,64,1887,0,0,0,0,0,0,0,0,0,9,1,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900590","1980","A","2","4","Missouri","29",,"Dallas","059",,,,,,,,,,,,"07",,,,,"DALLAS",,,"1",,"1",,,,,,,,,,,,,,,,,"1",,"1",,"1",,4,2452,173,1739,0,1613,156,2899,0,0,0,0,0,0,0,0,0,25,0,13,0,11,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900610","1980","A","2","4","Missouri","29",,"Daviess","061",,,,,,,,,,,,"02",,,,,"DAVIESS",,,"1","1","1",,,,,"1","1","1",,,,,"1","1","1","1",,"1",,,"1","1",,0,2106,121,977,3,1231,76,2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900630","1980","A","2","4","Missouri","29",,"DeKalb","063",,,,,,,,,,,,"02",,,,,"DE KALB",,,,"1","1",,,,,,"1","1","1",,,,,"1",,"1",,,,,"1","1",,4,2042,147,847,0,1247,89,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900650","1980","A","2","4","Missouri","29",,"Dent","065",,,,,,,,,,,,"08",,,,,"DENT",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,,,"1",,0,3286,216,1687,6,1954,150,3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"G2900670","1980","A","2","4","Missouri","29",,"Douglas","067",,,,,,,,,,,,"07",,,,,"DOUGLAS",,,,"1",,,,,,,,,,"1",,,,,,"1",,,,,,,,8,2459,169,1553,0,1696,158,2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900690","1980","A","2","4","Missouri","29",,"Dunklin","069",,,,,,,,,,,,"09",,,,,"DUNKLIN",,,,,"1",,,,,,"1","1",,,,,,,,,,,"1",,"1",,,22,6875,725,4138,2,4848,590,8330,7,241,65,233,0,257,71,439,0,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900710","1980","A","2","4","Missouri","29","7040","Franklin","071",,,,,,,,,,,,"06",,,,,"FRANKLIN",,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,9,17159,1893,5532,0,11667,896,13508,0,153,11,88,0,96,6,144,6,39,5,11,0,36,4,6,0,21,0,4,0,47,0,60,0,24,0,0,0,14,0,20
"G2900730","1980","A","2","4","Missouri","29",,"Gasconade","073",,,,,,,,,,,,"06",,,,,"GASCONADE",,,,,,,,,"1",,,"1",,,,"1",,,"1",,,,,,,"1",,8,3289,243,1452,0,2167,116,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,11,0,0,0,0,0,0,0,0
"G2900750","1980","A","2","4","Missouri","29",,"Gentry","075",,,,,,,,,,,,"02",,,,,"GENTRY",,,,"1","1","1",,,,,"1","1",,"1",,,,"1","1","1",,,,"1","1",,,0,1925,102,845,0,1324,48,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900770","1980","A","2","4","Missouri","29","7920","Greene","077",,,,,,,,,,,,"C",,,,,"GREENE",,,,,,,,,,,,,,,,,,,,,,,,,,,,80,44943,3018,16954,12,34029,2487,38440,6,528,93,580,0,481,43,495,2,282,19,110,0,142,29,207,0,217,13,48,0,142,20,162,0,57,6,22,0,74,12,63
"G2900790","1980","A","2","4","Missouri","29",,"Grundy","079",,,,,,,,,,,,"02",,,,,"GRUNDY",,,,"1","1",,,,,"1","1","1",,,,,,"1","1",,,,"1","1","1","1",,2,2856,183,1249,2,2069,88,2806,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900810","1980","A","2","4","Missouri","29",,"Harrison","081",,,,,,,,,,,,"02",,,,,"HARRISON",,,,"1","1",,,,,,"1","1",,"1",,,,"1","1","1",,"1",,,"1","1",,0,2456,96,1142,0,1498,59,2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900830","1980","A","2","4","Missouri","29",,"Henry","083",,,,,,,,,,,,"03",,,,,"HENRY",,,,,,,,,,,,,,,,,,,,,,,,"1","1","1",,10,4447,388,2127,7,3074,183,4689,0,35,4,31,0,51,11,51,0,19,0,5,0,11,2,7,0,0,0,8,0,15,0,18,0,0,0,0,0,0,0,0
"G2900850","1980","A","2","4","Missouri","29",,"Hickory","085",,,,,,,,,,,,"05",,,,,"HICKORY",,,,"1",,"1",,,,,"1",,"1","1",,"1",,"1",,,,"1",,,,"1",,5,1183,89,1183,0,668,40,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900870","1980","A","2","4","Missouri","29",,"Holt","087",,,,,,,,,,,,"01",,,,,"HOLT",,,"1","1","1","1",,,,,"1","1","1","1",,,,"1","1","1",,"1",,,,,,1,1652,63,822,0,811,42,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900890","1980","A","2","4","Missouri","29",,"Howard","089",,,,,,,,,,,,"02",,,,,"HOWARD",,,,"1","1","1",,,,,"1","1",,,,,,"1","1",,,,,,,,,4,2269,104,1011,0,1633,51,2122,0,130,2,141,0,174,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900910","1980","A","2","4","Missouri","29",,"Howell","091",,,,,,,,,,,,"07",,,,,"HOWELL",,,,,"1",,,,,,,"1","1",,,,"1",,"1",,,,"1",,,,,13,6274,484,3431,0,4112,454,6941,0,23,0,0,0,6,0,2,0,51,0,6,0,22,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900930","1980","A","2","4","Missouri","29",,"Iron","093",,,,,,,,,,,,"08",,,,,"IRON",,,,,"1",,,,,,,"1","1",,,,"1",,"1","1",,,"1","1","1","1",,4,2263,212,1306,0,1402,122,2718,0,6,0,2,0,7,2,16,0,5,2,13,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900950","1980","A","2","4","Missouri","29","3760","Jackson","095",,,,,,,,,,,,"A",,,,,"JACKSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,305,133315,7442,37754,61,105351,4830,95129,153,24181,3451,11260,38,26582,2751,17876,0,922,140,156,0,593,48,462,0,900,83,359,0,1107,46,774,8,1811,165,428,0,1088,82,1091
"G2900970","1980","A","2","4","Missouri","29","3710","Jasper","097",,,,,,,,,,,,"04",,,,,"JASPER",,,,,,,,,,,,,,,,,,,,,,,,,,,,37,21013,1281,7487,0,14552,1211,19234,0,268,46,69,0,193,18,174,0,184,9,62,0,61,25,154,0,53,4,117,0,33,0,39,0,8,0,0,0,13,0,22
"G2900990","1980","A","2","4","Missouri","29","7040","Jefferson","099",,,,,,,,,,,,"B",,,,,"JEFFERSON",,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,50,36946,4072,9389,25,23795,2154,26015,0,208,54,117,6,115,36,204,0,97,38,43,0,39,7,55,0,36,11,7,0,43,9,56,0,22,0,7,0,6,0,19
"G2901010","1980","A","2","4","Missouri","29",,"Johnson","101",,,,,,,,,,,,"03",,,,,"JOHNSON",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,2331,7589,519,3805,206,6374,446,7296,373,191,60,248,59,208,72,314,23,15,2,10,0,5,2,6,29,39,0,91,2,84,7,88,13,18,0,25,0,10,8,34
